id	replicate	trayid	traynumber	rowcoor	colcoor	rep_type	water_type	quality	otherpos	othergeno
9470	4	57_p_l	57	C	8	p	l	1	0	0
9548	4	57_p_l	57	D	1	p	l	1	0	0
9787	4	57_p_l	57	D	2	p	l	1	0	0
9653	4	57_p_l	57	D	3	p	l	1	0	0
9571	4	57_p_l	57	D	4	p	l	1	0	0
9833	4	57_p_l	57	D	5	p	l	1	0	0
9588	4	57_p_l	57	D	6	p	l	1	0	0
9521	4	57_p_l	57	D	7	p	l	1	0	0
7411	4	57_p_l	57	D	8	p	l	1	0	0
6210	4	57_p_l	57	E	2	p	l	1	0	0
9771	4	57_p_l	57	E	3	p	l	1	0	0
9518	4	57_p_l	57	E	4	p	l	1	0	0
9562	4	57_p_l	57	E	5	p	l	1	0	0
9536	4	57_p_l	57	E	6	p	l	1	0	0
6898	4	57_p_l	57	E	7	p	l	1	0	0
6111	4	58_p_l	58	A	2	p	l	1	0	0
9850	4	58_p_l	58	A	3	p	l	1	0	0
6125	4	58_p_l	58	A	4	p	l	1	0	0
9831	4	58_p_l	58	A	5	p	l	1	0	0
9581	4	58_p_l	58	A	6	p	l	1	0	0
6963	4	58_p_l	58	A	7	p	l	1	0	0
7323	4	58_p_l	58	B	1	p	l	1	0	0
6094	4	58_p_l	58	B	2	p	l	1	0	0
7063	4	58_p_l	58	B	3	p	l	1	0	0
9812	4	58_p_l	58	B	4	p	l	1	0	0
7250	4	58_p_l	58	B	5	p	l	1	0	0
9782	4	58_p_l	58	B	6	p	l	1	0	0
9754	4	58_p_l	58	B	7	p	l	1	0	0
6137	4	58_p_l	58	B	8	p	l	1	0	0
6108	4	58_p_l	58	C	1	p	l	1	0	0
6132	4	58_p_l	58	C	2	p	l	1	0	0
9898	5	58_p_l	58	C	3	p	l	1	0	0
9585	5	58_p_l	58	C	4	p	l	1	0	0
9881	5	58_p_l	58	C	5	p	l	1	0	0
6958	5	58_p_l	58	C	6	p	l	1	0	0
9723	5	58_p_l	58	C	7	p	l	1	0	0
9834	5	58_p_l	58	C	8	p	l	1	0	0
9718	5	58_p_l	58	D	1	p	l	1	0	0
9722	5	58_p_l	58	D	2	p	l	1	0	0
6107	5	58_p_l	58	D	3	p	l	1	0	0
9915	5	58_p_l	58	D	4	p	l	1	0	0
9880	5	58_p_l	58	D	5	p	l	1	0	0
9659	5	58_p_l	58	D	6	p	l	1	0	0
9822	5	58_p_l	58	D	7	p	l	1	0	0
6992	5	58_p_l	58	D	8	p	l	1	0	0
7276	5	58_p_l	58	E	2	p	l	1	0	0
9706	5	58_p_l	58	E	3	p	l	1	0	0
9630	5	58_p_l	58	E	4	p	l	1	0	0
1954	5	58_p_l	58	E	5	p	l	1	0	0
9813	5	58_p_l	58	E	6	p	l	1	0	0
5741	5	58_p_l	58	E	7	p	l	1	0	0
6142	5	59_p_l	59	A	2	p	l	1	0	0
9902	5	59_p_l	59	A	3	p	l	1	0	0
9828	5	59_p_l	59	A	4	p	l	1	0	0
6106	5	59_p_l	59	A	5	p	l	1	0	0
7002	5	59_p_l	59	A	6	p	l	1	0	0
9597	5	59_p_l	59	A	7	p	l	1	0	0
7430	5	59_p_l	59	B	1	p	l	1	0	0
8343	5	59_p_l	59	B	2	p	l	1	0	0
9904	5	59_p_l	59	B	3	p	l	1	0	0
9705	5	59_p_l	59	B	4	p	l	1	0	0
6243	5	59_p_l	59	B	5	p	l	1	0	0
9637	5	59_p_l	59	B	6	p	l	1	0	0
9656	5	59_p_l	59	B	7	p	l	1	0	0
9854	5	59_p_l	59	B	8	p	l	1	0	0
9547	5	59_p_l	59	C	1	p	l	1	0	0
6217	5	59_p_l	59	C	2	p	l	1	0	0
9574	5	59_p_l	59	C	3	p	l	1	0	0
7203	5	59_p_l	59	C	4	p	l	1	0	0
9874	5	59_p_l	59	C	5	p	l	1	0	0
9771	5	59_p_l	59	C	6	p	l	1	0	0
9894	5	59_p_l	59	C	7	p	l	1	0	0
7036	5	59_p_l	59	C	8	p	l	1	0	0
9819	5	59_p_l	59	D	1	p	l	1	0	0
7416	5	59_p_l	59	D	2	p	l	1	0	0
9882	5	59_p_l	59	D	3	p	l	1	0	0
8357	5	59_p_l	59	D	4	p	l	1	0	0
772	5	59_p_l	59	D	5	p	l	1	0	0
9802	5	59_p_l	59	D	6	p	l	1	0	0
9823	5	59_p_l	59	D	7	p	l	1	0	0
9363	5	59_p_l	59	D	8	p	l	1	0	0
9541	5	59_p_l	59	E	2	p	l	1	0	0
7337	5	59_p_l	59	E	3	p	l	1	0	0
9871	5	59_p_l	59	E	4	p	l	1	0	0
9717	5	59_p_l	59	E	5	p	l	1	0	0
6150	5	59_p_l	59	E	6	p	l	1	0	0
6149	5	59_p_l	59	E	7	p	l	1	0	0
7008	5	60_p_l	60	A	2	p	l	1	0	0
9522	5	60_p_l	60	A	3	p	l	1	0	0
5353	5	60_p_l	60	A	4	p	l	1	0	0
4958	5	60_p_l	60	A	5	p	l	1	0	0
9520	5	60_p_l	60	A	6	p	l	1	0	0
9869	5	60_p_l	60	A	7	p	l	1	0	0
9830	5	60_p_l	60	B	1	p	l	1	0	0
9549	5	60_p_l	60	B	2	p	l	1	0	0
9878	5	60_p_l	60	B	3	p	l	1	0	0
9578	5	60_p_l	60	B	4	p	l	1	0	0
6961	5	60_p_l	60	B	5	p	l	1	0	0
7063	5	60_p_l	60	B	6	p	l	1	0	0
9725	5	60_p_l	60	B	7	p	l	1	0	0
6192	5	60_p_l	60	B	8	p	l	1	0	0
6122	5	60_p_l	60	C	1	p	l	1	0	0
9845	5	60_p_l	60	C	2	p	l	1	0	0
6198	5	60_p_l	60	C	3	p	l	1	0	0
6126	5	60_p_l	60	C	4	p	l	1	0	0
6148	5	60_p_l	60	C	5	p	l	1	0	0
6945	5	60_p_l	60	C	6	p	l	1	0	0
9900	5	60_p_l	60	C	7	p	l	1	0	0
9787	5	60_p_l	60	C	8	p	l	1	0	0
9626	5	60_p_l	60	D	1	p	l	1	0	0
9879	5	60_p_l	60	D	2	p	l	1	0	0
7207	5	60_p_l	60	D	3	p	l	1	0	0
7092	5	60_p_l	60	D	4	p	l	1	0	0
9524	5	60_p_l	60	D	5	p	l	1	0	0
9408	5	60_p_l	60	D	6	p	l	1	0	0
1	5	60_p_l	60	D	7	p	l	1	0	0
9470	5	60_p_l	60	D	8	p	l	1	0	0
9992	5	60_p_l	60	E	2	p	l	1	0	0
6042	5	60_p_l	60	E	3	p	l	1	0	0
6092	5	60_p_l	60	E	4	p	l	1	0	0
9589	5	60_p_l	60	E	5	p	l	1	0	0
9638	5	60_p_l	60	E	6	p	l	1	0	0
8230	5	60_p_l	60	E	7	p	l	1	0	0
9645	5	61_p_l	61	A	2	p	l	1	0	0
9371	5	61_p_l	61	A	3	p	l	1	0	0
932	5	61_p_l	61	A	4	p	l	1	0	0
9708	5	61_p_l	61	A	5	p	l	1	0	0
7288	5	61_p_l	61	A	6	p	l	1	0	0
9564	5	61_p_l	61	A	7	p	l	1	0	0
9539	5	61_p_l	61	B	1	p	l	1	0	0
8237	5	61_p_l	61	B	2	p	l	1	0	0
9606	5	61_p_l	61	B	3	p	l	1	0	0
7298	5	61_p_l	61	B	4	p	l	1	0	0
7209	5	61_p_l	61	B	5	p	l	1	0	0
9506	5	61_p_l	61	B	6	p	l	1	0	0
8249	5	61_p_l	61	B	7	p	l	1	0	0
7026	5	61_p_l	61	B	8	p	l	1	0	0
6109	5	61_p_l	61	C	1	p	l	1	0	0
7025	5	61_p_l	61	C	2	p	l	1	0	0
9409	5	61_p_l	61	C	3	p	l	1	0	0
9660	5	61_p_l	61	C	4	p	l	1	0	0
9512	5	61_p_l	61	C	5	p	l	1	0	0
9598	5	61_p_l	61	C	6	p	l	1	0	0
9799	5	61_p_l	61	C	7	p	l	1	0	0
6131	5	61_p_l	61	C	8	p	l	1	0	0
7165	5	61_p_l	61	D	1	p	l	1	0	0
9553	5	61_p_l	61	D	2	p	l	1	0	0
7081	5	61_p_l	61	D	3	p	l	1	0	0
9701	5	61_p_l	61	D	4	p	l	1	0	0
5779	5	61_p_l	61	D	5	p	l	1	0	0
9840	5	61_p_l	61	D	6	p	l	1	0	0
6134	5	61_p_l	61	D	7	p	l	1	0	0
9769	5	61_p_l	61	D	8	p	l	1	0	0
7186	5	61_p_l	61	E	2	p	l	1	0	0
7477	5	61_p_l	61	E	3	p	l	1	0	0
9634	5	61_p_l	61	E	4	p	l	1	0	0
6244	5	61_p_l	61	E	5	p	l	1	0	0
9314	5	61_p_l	61	E	6	p	l	1	0	0
9837	5	61_p_l	61	E	7	p	l	1	0	0
9298	5	62_p_l	62	A	2	p	l	1	0	0
9886	5	62_p_l	62	A	3	p	l	1	0	0
9790	5	62_p_l	62	A	4	p	l	1	0	0
7353	5	62_p_l	62	A	5	p	l	1	0	0
9641	5	62_p_l	62	A	6	p	l	1	0	0
7181	5	62_p_l	62	A	7	p	l	1	0	0
9503	5	62_p_l	62	B	1	p	l	1	0	0
9399	5	62_p_l	62	B	2	p	l	1	0	0
9876	5	62_p_l	62	B	3	p	l	1	0	0
9537	5	62_p_l	62	B	4	p	l	1	0	0
9885	5	62_p_l	62	B	5	p	l	1	0	0
7208	5	62_p_l	62	B	6	p	l	1	0	0
9509	5	62_p_l	62	B	7	p	l	1	0	0
6990	5	62_p_l	62	B	8	p	l	1	0	0
9835	5	62_p_l	62	C	1	p	l	1	0	0
9536	5	62_p_l	62	C	2	p	l	1	0	0
8235	5	62_p_l	62	C	3	p	l	1	0	0
8376	5	62_p_l	62	C	4	p	l	1	0	0
8242	5	62_p_l	62	C	5	p	l	1	0	0
7419	5	62_p_l	62	C	6	p	l	1	0	0
9565	5	62_p_l	62	C	7	p	l	1	0	0
5772	5	62_p_l	62	C	8	p	l	1	0	0
9649	5	62_p_l	62	D	1	p	l	1	0	0
6105	5	62_p_l	62	D	2	p	l	1	0	0
9820	5	62_p_l	62	D	3	p	l	1	0	0
8420	5	62_p_l	62	D	4	p	l	1	0	0
9609	5	62_p_l	62	D	5	p	l	1	0	0
9817	5	62_p_l	62	D	6	p	l	1	0	0
6169	5	62_p_l	62	D	7	p	l	1	0	0
5784	5	62_p_l	62	D	8	p	l	1	0	0
7394	5	62_p_l	62	E	2	p	l	1	0	0
9583	5	62_p_l	62	E	3	p	l	1	0	0
7127	5	62_p_l	62	E	4	p	l	1	0	0
7013	5	62_p_l	62	E	5	p	l	1	0	0
6195	5	62_p_l	62	E	6	p	l	1	0	0
6090	5	62_p_l	62	E	7	p	l	1	0	0
9577	5	63_p_l	63	A	2	p	l	1	0	0
6125	5	63_p_l	63	A	3	p	l	1	0	0
9525	5	63_p_l	63	A	4	p	l	1	0	0
6108	5	63_p_l	63	A	5	p	l	1	0	0
6138	5	63_p_l	63	A	6	p	l	1	0	0
9594	5	63_p_l	63	A	7	p	l	1	0	0
9925	5	63_p_l	63	B	1	p	l	1	0	0
6151	5	63_p_l	63	B	2	p	l	1	0	0
7031	5	63_p_l	63	B	3	p	l	1	0	0
7384	5	63_p_l	63	B	4	p	l	1	0	0
9852	5	63_p_l	63	B	5	p	l	1	0	0
9775	5	63_p_l	63	B	6	p	l	1	0	0
8337	5	63_p_l	63	B	7	p	l	1	0	0
9744	5	63_p_l	63	B	8	p	l	1	0	0
6979	5	63_p_l	63	C	1	p	l	1	0	0
9644	5	63_p_l	63	C	2	p	l	1	0	0
7404	5	63_p_l	63	C	3	p	l	1	0	0
9812	5	63_p_l	63	C	4	p	l	1	0	0
6235	5	63_p_l	63	C	5	p	l	1	0	0
5811	5	63_p_l	63	C	6	p	l	1	0	0
9804	5	63_p_l	63	C	7	p	l	1	0	0
9755	5	63_p_l	63	C	8	p	l	1	0	0
7217	5	63_p_l	63	D	1	p	l	1	0	0
6194	5	63_p_l	63	D	2	p	l	1	0	0
6172	5	63_p_l	63	D	3	p	l	1	0	0
7028	5	63_p_l	63	D	4	p	l	1	0	0
9782	5	63_p_l	63	D	5	p	l	1	0	0
159	5	63_p_l	63	D	6	p	l	1	0	0
8247	5	63_p_l	63	D	7	p	l	1	0	0
6112	5	63_p_l	63	D	8	p	l	1	0	0
7343	5	63_p_l	63	E	2	p	l	1	0	0
6180	5	63_p_l	63	E	3	p	l	1	0	0
9651	5	63_p_l	63	E	4	p	l	1	0	0
9533	5	63_p_l	63	E	5	p	l	1	0	0
9622	5	63_p_l	63	E	6	p	l	1	0	0
7106	5	63_p_l	63	E	7	p	l	1	0	0
9892	5	64_p_l	64	A	2	p	l	1	0	0
9343	5	64_p_l	64	A	3	p	l	1	0	0
6897	5	64_p_l	64	A	4	p	l	1	0	0
9697	5	64_p_l	64	A	5	p	l	1	0	0
9511	5	64_p_l	64	A	6	p	l	1	0	0
9402	5	64_p_l	64	A	7	p	l	1	0	0
9937	5	64_p_l	64	B	1	p	l	1	0	0
9867	5	64_p_l	64	B	2	p	l	1	0	0
9927	5	64_p_l	64	B	3	p	l	1	0	0
9115	5	64_p_l	64	B	4	p	l	1	0	0
7130	5	64_p_l	64	B	5	p	l	1	0	0
9554	5	64_p_l	64	B	6	p	l	1	0	0
5577	5	64_p_l	64	B	7	p	l	1	0	0
9739	5	64_p_l	64	B	8	p	l	1	0	0
9698	5	64_p_l	64	C	1	p	l	1	0	0
8240	5	64_p_l	64	C	2	p	l	1	0	0
9531	5	64_p_l	64	C	3	p	l	1	0	0
7255	5	64_p_l	64	C	4	p	l	1	0	0
8244	5	64_p_l	64	C	5	p	l	1	0	0
7102	5	64_p_l	64	C	6	p	l	1	0	0
9587	5	64_p_l	64	C	7	p	l	1	0	0
6986	5	64_p_l	64	C	8	p	l	1	0	0
6136	5	64_p_l	64	D	1	p	l	1	0	0
6216	5	64_p_l	64	D	2	p	l	1	0	0
9545	5	64_p_l	64	D	3	p	l	1	0	0
6174	5	64_p_l	64	D	4	p	l	1	0	0
5768	5	64_p_l	64	D	5	p	l	1	0	0
403	5	64_p_l	64	D	6	p	l	1	0	0
9749	5	64_p_l	64	D	7	p	l	1	0	0
7268	5	64_p_l	64	D	8	p	l	1	0	0
9559	5	64_p_l	64	E	2	p	l	1	0	0
9558	5	64_p_l	64	E	3	p	l	1	0	0
7307	5	64_p_l	64	E	4	p	l	1	0	0
6193	5	64_p_l	64	E	5	p	l	1	0	0
915	5	64_p_l	64	E	6	p	l	1	0	0
9657	5	64_p_l	64	E	7	p	l	1	0	0
9544	5	65_p_l	65	A	2	p	l	1	0	0
6191	5	65_p_l	65	A	3	p	l	1	0	0
7346	5	65_p_l	65	A	4	p	l	1	0	0
9777	5	65_p_l	65	A	5	p	l	1	0	0
9716	5	65_p_l	65	A	6	p	l	1	0	0
9514	5	65_p_l	65	A	7	p	l	1	0	0
7000	5	65_p_l	65	B	1	p	l	1	0	0
9758	5	65_p_l	65	B	2	p	l	1	0	0
9814	5	65_p_l	65	B	3	p	l	1	0	0
6008	5	65_p_l	65	B	4	p	l	1	0	0
9332	5	65_p_l	65	B	5	p	l	1	0	0
9887	5	65_p_l	65	B	6	p	l	1	0	0
9699	5	65_p_l	65	B	7	p	l	1	0	0
7282	5	65_p_l	65	B	8	p	l	1	0	0
765	5	65_p_l	65	C	1	p	l	1	0	0
9839	5	65_p_l	65	C	2	p	l	1	0	0
9736	5	65_p_l	65	C	3	p	l	1	0	0
9661	5	65_p_l	65	C	4	p	l	1	0	0
8312	5	65_p_l	65	C	5	p	l	1	0	0
9590	5	65_p_l	65	C	6	p	l	1	0	0
9726	5	65_p_l	65	C	7	p	l	1	0	0
9562	5	65_p_l	65	C	8	p	l	1	0	0
7280	5	65_p_l	65	D	1	p	l	1	0	0
9941	5	65_p_l	65	D	2	p	l	1	0	0
5151	5	65_p_l	65	D	3	p	l	1	0	0
9518	5	65_p_l	65	D	4	p	l	1	0	0
8236	5	65_p_l	65	D	5	p	l	1	0	0
6997	5	65_p_l	65	D	6	p	l	1	0	0
9747	5	65_p_l	65	D	7	p	l	1	0	0
9571	5	65_p_l	65	D	8	p	l	1	0	0
9125	5	65_p_l	65	E	2	p	l	1	0	0
6987	5	65_p_l	65	E	3	p	l	1	0	0
9732	5	65_p_l	65	E	4	p	l	1	0	0
7411	5	65_p_l	65	E	5	p	l	1	0	0
9713	5	65_p_l	65	E	6	p	l	1	0	0
9600	5	65_p_l	65	E	7	p	l	1	0	0
7415	5	66_p_l	66	A	2	p	l	1	0	0
6145	5	66_p_l	66	A	3	p	l	1	0	0
9636	5	66_p_l	66	A	4	p	l	1	0	0
9899	5	66_p_l	66	A	5	p	l	1	0	0
7164	5	66_p_l	66	A	6	p	l	1	0	0
6184	5	66_p_l	66	A	7	p	l	1	0	0
9883	5	66_p_l	66	B	1	p	l	1	0	0
7372	5	66_p_l	66	B	2	p	l	1	0	0
9647	5	66_p_l	66	B	3	p	l	1	0	0
6218	5	66_p_l	66	B	4	p	l	1	0	0
6929	5	66_p_l	66	B	5	p	l	1	0	0
9601	5	66_p_l	66	B	6	p	l	1	0	0
9529	5	66_p_l	66	B	7	p	l	1	0	0
9336	5	66_p_l	66	B	8	p	l	1	0	0
7347	5	66_p_l	66	C	1	p	l	1	0	0
9588	5	66_p_l	66	C	2	p	l	1	0	0
6680	5	66_p_l	66	C	3	p	l	1	0	0
9897	5	66_p_l	66	C	4	p	l	1	0	0
9576	5	66_p_l	66	C	5	p	l	1	0	0
6074	5	66_p_l	66	C	6	p	l	1	0	0
9795	5	66_p_l	66	C	7	p	l	1	0	0
9748	5	66_p_l	66	C	8	p	l	1	0	0
9720	5	66_p_l	66	D	1	p	l	1	0	0
5165	5	66_p_l	66	D	2	p	l	1	0	0
9803	5	66_p_l	66	D	3	p	l	1	0	0
9427	5	66_p_l	66	D	4	p	l	1	0	0
9507	5	66_p_l	66	D	5	p	l	1	0	0
9519	5	66_p_l	66	D	6	p	l	1	0	0
9741	5	66_p_l	66	D	7	p	l	1	0	0
6140	5	66_p_l	66	D	8	p	l	1	0	0
9394	5	66_p_l	66	E	2	p	l	1	0	0
6133	5	66_p_l	66	E	3	p	l	1	0	0
9947	5	66_p_l	66	E	4	p	l	1	0	0
6209	5	66_p_l	66	E	5	p	l	1	0	0
9761	5	66_p_l	66	E	6	p	l	1	0	0
9759	5	66_p_l	66	E	7	p	l	1	0	0
9918	5	67_p_l	67	A	2	p	l	1	bad	missing
8214	5	67_p_l	67	A	3	p	l	1	0	0
9596	5	67_p_l	67	A	4	p	l	1	0	0
6085	5	67_p_l	67	A	5	p	l	1	0	0
9843	5	67_p_l	67	A	6	p	l	1	0	0
9924	5	67_p_l	67	A	7	p	l	1	0	0
9738	5	67_p_l	67	B	1	p	l	1	0	0
6202	5	67_p_l	67	B	2	p	l	1	0	0
9521	5	67_p_l	67	B	3	p	l	1	0	0
5486	5	67_p_l	67	B	4	p	l	1	0	0
7354	5	67_p_l	67	B	5	p	l	1	0	0
6203	5	67_p_l	67	B	6	p	l	1	0	0
9569	5	67_p_l	67	B	7	p	l	1	0	0
9421	5	67_p_l	67	B	8	p	l	1	0	0
7273	5	67_p_l	67	C	1	p	l	1	0	0
7062	5	67_p_l	67	C	2	p	l	1	0	0
6938	5	67_p_l	67	C	3	p	l	1	0	0
7378	5	67_p_l	67	C	4	p	l	1	0	0
801	5	67_p_l	67	C	5	p	l	1	0	0
9789	5	67_p_l	67	C	6	p	l	1	0	0
7296	5	67_p_l	67	C	7	p	l	1	0	0
9762	5	67_p_l	67	C	8	p	l	1	0	0
9910	5	67_p_l	67	D	1	p	l	1	0	0
9526	5	67_p_l	67	D	2	p	l	1	0	0
6128	5	67_p_l	67	D	3	p	l	1	0	0
9772	5	67_p_l	67	D	4	p	l	1	0	0
9832	5	67_p_l	67	D	5	p	l	1	0	0
9737	5	67_p_l	67	D	6	p	l	1	0	0
9821	5	67_p_l	67	D	7	p	l	1	0	0
9513	5	67_p_l	67	D	8	p	l	1	0	0
8311	5	67_p_l	67	E	2	p	l	1	0	0
7003	5	67_p_l	67	E	3	p	l	1	0	0
9903	5	67_p_l	67	E	4	p	l	1	0	0
9599	5	67_p_l	67	E	5	p	l	1	0	0
10014	5	67_p_l	67	E	6	p	l	1	0	0
7072	5	67_p_l	67	E	7	p	l	1	0	0
9416	5	68_p_l	68	A	2	p	l	1	0	0
9615	5	68_p_l	68	A	3	p	l	1	0	0
9610	5	68_p_l	68	A	4	p	l	1	0	0
9380	5	68_p_l	68	A	5	p	l	1	0	0
9825	5	68_p_l	68	A	6	p	l	1	0	0
6094	5	68_p_l	68	A	7	p	l	1	0	0
5856	5	68_p_l	68	B	1	p	l	1	0	0
7162	5	68_p_l	68	B	2	p	l	1	0	0
9774	5	68_p_l	68	B	3	p	l	1	0	0
9933	5	68_p_l	68	B	4	p	l	1	0	0
7163	5	68_p_l	68	B	5	p	l	1	0	0
9555	5	68_p_l	68	B	6	p	l	1	0	0
9754	5	68_p_l	68	B	7	p	l	1	0	0
9551	5	68_p_l	68	B	8	p	l	1	0	0
9901	5	68_p_l	68	C	1	p	l	1	0	0
7316	5	68_p_l	68	C	2	p	l	1	0	0
9535	5	68_p_l	68	C	3	p	l	1	0	0
9528	5	68_p_l	68	C	4	p	l	1	0	0
6040	5	68_p_l	68	C	5	p	l	1	0	0
9581	5	68_p_l	68	C	6	p	l	1	0	0
7071	5	68_p_l	68	C	7	p	l	1	0	0
9534	5	68_p_l	68	C	8	p	l	1	0	0
8354	5	68_p_l	68	D	1	p	l	1	0	0
9831	5	68_p_l	68	D	2	p	l	1	0	0
9663	5	68_p_l	68	D	3	p	l	1	0	0
9888	5	68_p_l	68	D	4	p	l	1	0	0
9556	5	68_p_l	68	D	5	p	l	1	0	0
7169	5	68_p_l	68	D	6	p	l	1	0	0
9743	5	68_p_l	68	D	7	p	l	1	0	0
6114	5	68_p_l	68	D	8	p	l	1	0	0
265	5	68_p_l	68	E	2	p	l	1	0	0
9582	5	68_p_l	68	E	3	p	l	1	0	0
9719	5	68_p_l	68	E	4	p	l	1	0	0
9905	5	68_p_l	68	E	5	p	l	1	0	0
7373	5	68_p_l	68	E	6	p	l	1	0	0
9642	5	68_p_l	68	E	7	p	l	1	0	0
9635	5	69_p_l	69	A	2	p	l	1	0	0
766	5	69_p_l	69	A	3	p	l	1	0	0
9593	5	69_p_l	69	A	4	p	l	1	0	0
6173	5	69_p_l	69	A	5	p	l	1	0	0
9920	5	69_p_l	69	A	6	p	l	1	0	0
9853	5	69_p_l	69	A	7	p	l	1	0	0
9764	5	69_p_l	69	B	1	p	l	1	0	0
5349	5	69_p_l	69	B	2	p	l	1	0	0
9629	5	69_p_l	69	B	3	p	l	1	0	0
6137	5	69_p_l	69	B	4	p	l	1	0	0
9791	5	69_p_l	69	B	5	p	l	1	0	0
5800	5	69_p_l	69	B	6	p	l	1	0	0
9567	5	69_p_l	69	B	7	p	l	1	0	0
9619	5	69_p_l	69	B	8	p	l	1	0	0
9938	5	69_p_l	69	C	1	p	l	1	0	0
9779	5	69_p_l	69	C	2	p	l	1	0	0
9098	5	69_p_l	69	C	3	p	l	1	0	0
9928	5	69_p_l	69	C	4	p	l	1	0	0
7250	5	69_p_l	69	C	5	p	l	1	0	0
9540	5	69_p_l	69	C	6	p	l	1	0	0
8264	5	69_p_l	69	C	7	p	l	1	0	0
6073	5	69_p_l	69	C	8	p	l	1	0	0
6201	5	69_p_l	69	D	1	p	l	1	0	0
9848	5	69_p_l	69	D	2	p	l	1	0	0
8234	5	69_p_l	69	D	3	p	l	1	0	0
9481	5	69_p_l	69	D	4	p	l	1	0	0
6940	5	69_p_l	69	D	5	p	l	1	0	0
8243	5	69_p_l	69	D	6	p	l	1	0	0
6115	5	69_p_l	69	D	7	p	l	1	0	0
8227	5	69_p_l	69	D	8	p	l	1	0	0
6188	5	69_p_l	69	E	2	p	l	1	0	0
9895	5	69_p_l	69	E	3	p	l	1	0	0
7143	5	69_p_l	69	E	4	p	l	1	0	0
9530	5	69_p_l	69	E	5	p	l	1	0	0
7333	5	69_p_l	69	E	6	p	l	1	0	0
768	5	69_p_l	69	E	7	p	l	1	0	0
7133	5	70_p_l	70	A	2	p	l	1	0	0
8365	5	70_p_l	70	A	3	p	l	1	0	0
9833	5	70_p_l	70	A	4	p	l	1	0	0
9508	5	70_p_l	70	A	5	p	l	1	0	0
9868	5	70_p_l	70	A	6	p	l	1	0	0
6177	5	70_p_l	70	A	7	p	l	1	0	0
7014	5	70_p_l	70	B	1	p	l	1	0	0
9643	5	70_p_l	70	B	2	p	l	1	0	0
9855	5	70_p_l	70	B	3	p	l	1	0	0
9944	5	70_p_l	70	B	4	p	l	1	0	0
9631	5	70_p_l	70	B	5	p	l	1	0	0
9532	5	70_p_l	70	B	6	p	l	1	0	0
9523	5	70_p_l	70	B	7	p	l	1	0	0
8387	5	70_p_l	70	B	8	p	l	1	0	0
9542	5	70_p_l	70	C	1	p	l	1	0	0
9766	5	70_p_l	70	C	2	p	l	1	0	0
9807	5	70_p_l	70	C	3	p	l	1	0	0
9870	5	70_p_l	70	C	4	p	l	1	0	0
6915	5	70_p_l	70	C	5	p	l	1	0	0
9548	5	70_p_l	70	C	6	p	l	1	0	0
7147	5	70_p_l	70	C	7	p	l	1	0	0
9339	5	70_p_l	70	C	8	p	l	1	0	0
9602	5	70_p_l	70	D	1	p	l	1	0	0
9891	5	70_p_l	70	D	2	p	l	1	0	0
9827	5	70_p_l	70	D	3	p	l	1	0	0
9707	5	70_p_l	70	D	4	p	l	1	0	0
2317	5	70_p_l	70	D	5	p	l	1	0	0
1890	5	70_p_l	70	D	6	p	l	1	0	0
6898	5	70_p_l	70	D	7	p	l	1	0	0
6097	5	70_p_l	70	D	8	p	l	1	0	0
9058	5	70_p_l	70	E	2	p	l	1	0	0
7077	5	70_p_l	70	E	3	p	l	1	0	0
9057	5	70_p_l	70	E	4	p	l	1	0	0
9573	5	70_p_l	70	E	5	p	l	1	0	0
9546	5	70_p_l	70	E	6	p	l	1	0	0
9561	5	70_p_l	70	E	7	p	l	1	0	0
9873	5	71_p_l	71	A	2	p	l	1	0	0
9517	5	71_p_l	71	A	3	p	l	1	0	0
9586	5	71_p_l	71	A	4	p	l	1	0	0
6025	5	71_p_l	71	A	5	p	l	1	0	0
6099	5	71_p_l	71	A	6	p	l	1	0	0
7126	5	71_p_l	71	A	7	p	l	1	0	0
9595	5	71_p_l	71	B	1	p	l	1	0	0
7244	5	71_p_l	71	B	2	p	l	1	0	0
9527	5	71_p_l	71	B	3	p	l	1	0	0
9591	5	71_p_l	71	B	4	p	l	1	0	0
9890	5	71_p_l	71	B	5	p	l	1	0	0
763	5	71_p_l	71	B	6	p	l	1	0	0
9826	5	71_p_l	71	B	7	p	l	1	0	0
10006	5	71_p_l	71	B	8	p	l	1	0	0
6210	5	71_p_l	71	C	1	p	l	1	0	0
9612	5	71_p_l	71	C	2	p	l	1	0	0
9611	5	71_p_l	71	C	3	p	l	1	0	0
9640	5	71_p_l	71	C	4	p	l	1	0	0
6989	5	71_p_l	71	C	5	p	l	1	0	0
6189	5	71_p_l	71	C	6	p	l	1	0	0
9632	5	71_p_l	71	C	7	p	l	1	0	0
9543	5	71_p_l	71	C	8	p	l	1	0	0
9784	5	71_p_l	71	D	1	p	l	1	0	0
8231	5	71_p_l	71	D	2	p	l	1	0	0
7323	5	71_p_l	71	D	3	p	l	1	0	0
9838	5	71_p_l	71	D	4	p	l	1	0	0
9781	5	71_p_l	71	D	5	p	l	1	0	0
9847	5	71_p_l	71	D	6	p	l	1	0	0
7218	5	71_p_l	71	D	7	p	l	1	0	0
9560	5	71_p_l	71	D	8	p	l	1	0	0
7125	5	71_p_l	71	E	2	p	l	1	0	0
9616	5	71_p_l	71	E	3	p	l	1	0	0
1552	5	71_p_l	71	E	4	p	l	1	0	0
6132	5	71_p_l	71	E	5	p	l	1	0	0
