id	FT10_mean	FT10_sd	FT16_mean	FT16_sd
9404	95	3.559026084	78.75	2.5
9405	103.5	7.187952884	95.5	8.266397845
9407	91.75	5.965176723	75	0
9408	108.25	3.685557398	124	20.95232684
9409	108.25	3.304037934	119.25	19.25919694
9412	87.25	4.787135539	64	6
9413	86	0.816496581	75	6.92820323
9416	135.5	8.812869378	129	NA
9421	107	5.291502622	103	6.055300708
9427	96.75	4.573474245	119.5	7.778174593
9433	138	12.72792206	137	NA
9434	110.25	3.862210075	102.25	5.560275773
9436	89	5.477225575	77.5	26.61453237
9437	91.75	5.560275773	90	8.602325267
9442	104.75	4.645786622	113.25	27.47574688
9450	88	2.943920289	78.5	5.066228051
9451	107.5	3.511884584	113.6666667	11.2398102
9452	101.5	6.244997998	103	12.1380943
9453	106.5	4.509249753	129.5	7.778174593
9454	101.25	2.217355783	138	4.242640687
9455	93.25	6.020797289	102.75	21.31314149
9470	102.6666667	1.154700538	90.5	4.949747468
9476	120.25	1.707825128	126.3333333	12.42309677
9481	110.5	8.888194417	121	1.414213562
9503	64	5.887840578	53.5	3.109126351
9506	77.75	2.62995564	69	3.605551275
9507	55	2.449489743	46.66666667	3.214550254
9508	62	3.741657387	60.66666667	11.67618659
9509	64.5	5.507570547	59	3
9510	59.25	4.573474245	55.75	2.217355783
9511	64.25	5.965176723	55	3.741657387
9512	51.25	5.852349955	40.25	2.362907813
9513	71.75	4.5	63.33333333	6.506407099
9514	72.5	3.872983346	83.33333333	0.577350269
9515	56.25	3.403429643	51.25	2.986078811
9516	67.75	4.645786622	58.66666667	4.509249753
9517	64	6.782329983	35.75	0.5
9518	92	3.559026084	87.5	0.707106781
9519	77.25	4.193248542	64.5	1.290994449
9520	113.5	13.52774926	120.5	10.87811258
9521	69.75	4.272001873	68	10.44030651
9522	59	6.683312552	60.33333333	7.023769169
9523	86.75	6.130524719	84.66666667	6.658328118
9524	97.25	3.593976442	99.66666667	8.020806277
9525	91.75	3.685557398	81.25	4.787135539
9526	65	8.041558721	56.33333333	4.932882862
9527	86.25	6.396613688	76.5	1
9528	105.3333333	16.86218649	89.5	9.192388155
9529	65	4.242640687	63	8.755950358
9530	90.5	3.872983346	123	NA
9531	91	4.320493799	92	0.816496581
9532	106	2.943920289	108.6666667	6.806859286
9533	89	4.546060566	79	2.645751311
9534	69.75	4.272001873	65.66666667	6.658328118
9535	93.5	3.31662479	89	2.828427125
9536	99	1	103	7.071067812
9537	64.25	3.862210075	56	8.831760866
9538	82.5	13.77195217	98	7.071067812
9539	78.5	7	91.25	1.258305739
9540	75.25	8.421203398	88.25	5.188127472
9541	68.5	5.567764363	61.5	7.141428429
9542	90	6.582805886	107.25	5.315072906
9543	94.33333333	4.509249753	89.66666667	9.291573243
9544	57.25	2.217355783	53.5	2.516611478
9545	83.5	9.574271078	101	5.656854249
9546	148.5	11.50362262	NA	NA
9547	79.25	4.193248542	70	2.708012802
9548	128	3.829708431	NA	NA
9549	91	4.830458915	106.6666667	10.69267662
9550	130.25	17.95132307	132	NA
9551	102	10.42433051	123	NA
9552	128.75	9.03234927	NA	NA
9553	100.75	1.5	106	NA
9554	94	4.082482905	104.25	6.551081336
9555	93.5	10.24695077	100	14.16568624
9556	76.25	10.1447852	65	8.326663998
9557	107.25	3.403429643	112	NA
9558	96.5	3.696845502	114.6666667	7.767453465
9559	56.75	2.362907813	66.5	26.85144316
9560	69.25	7.93200269	53.75	10.68877916
9561	101	3.559026084	92	NA
9562	93.25	5.251983752	83.5	30.03886372
9563	80.25	5.678908346	73.33333333	2.516611478
9564	122.25	12.41974235	NA	NA
9565	74.5	3.511884584	72.33333333	6.110100927
9566	104	7.527726527	134	NA
9567	113	10.23067284	103.5	3.535533906
9568	103.75	3.095695937	109.5	3.696845502
9569	99	4.69041576	96.5	4.358898944
9570	105	10.23067284	104.6666667	13.65039682
9571	56.5	8.185352772	35.25	3.304037934
9572	111.25	4.573474245	92.5	31.33156023
9573	70.25	6.184658438	60	5.291502622
9574	112	6.976149846	NA	NA
9575	118.5	5.196152423	136	NA
9576	106	3.16227766	106.5	16.26345597
9577	99.5	4.509249753	123.5	14.8492424
9578	75.25	6.946221995	59.25	3.593976442
9579	77	7.257180352	79.25	5.5
9580	78.25	6.396613688	71	4.242640687
9581	111	7.071067812	118.5	6.363961031
9582	95.75	16.8399327	93.75	11.08677891
9583	96.75	4.716990566	89.5	7.681145748
9584	88.5	5.802298395	85.5	7.85281266
9585	52.25	3.304037934	32	0.816496581
9586	97.5	14.05939781	NA	NA
9587	101	3.464101615	101.75	10.46820583
9588	85	5.65685425	79.33333333	17.7857621
9589	85.75	6.184658438	77.33333333	5.507570547
9590	51.25	4.272001873	50.5	29.08034846
9591	67	3.559026084	46	0.816496581
9592	95	5.944184833	100	1
9593	109.5	4.654746681	109	7.393691004
9594	95	2.581988898	110.6666667	10.26320288
9595	80.5	3.109126351	66.75	1.892969449
9596	73	2.449489743	61	2.160246899
9597	69.75	3.862210075	60.66666667	7.637626158
9598	87	4.760952286	91	10.14889157
9599	84.75	8.995369179	90.25	1.258305739
9600	89.5	8.504900548	73	9.38083152
9601	97	2.449489743	77	28.31960452
9602	77.25	3.593976442	75.33333333	3.214550254
9603	96	4	98	7.527726527
9604	109.25	4.787135539	134.6666667	7.371114796
9605	104	5.597618541	115.5	5.446711546
9606	63	2.449489743	41	1.632993162
9607	88.75	4.787135539	107.6666667	2.309401077
9608	58	3.741657387	45.25	2.5
9609	74.5	8.736894948	51	12.67543556
9610	82.25	7.804912983	69.5	2.081665999
9611	73.5	8.185352772	68	2.828427125
9612	86.5	3.109126351	71.5	5.196152423
9613	81.75	5.852349955	71.66666667	9.073771726
9614	85.5	11.61895004	86.75	5.188127472
9615	85.75	3.304037934	86	3.464101615
9616	93.5	6.454972244	110.75	19.9728983
9617	70.75	6.291528696	66	4.69041576
9618	89.25	8.845903007	85.5	6.557438524
9619	77.33333333	4.041451884	83	4.242640687
9620	89.75	7.041543391	74.33333333	4.163331999
9621	92	5.354126135	90.5	6.806859286
9622	92	3.16227766	81.66666667	12.09683154
9623	78.25	8.220908303	72	NA
9624	79.5	6.658328119	74.33333333	9.018499506
9625	91.75	5.057996969	101.5	16.26345597
9626	77.33333333	3.785938897	70.25	5.315072906
9627	90.5	10.63014581	88.25	3.862210075
9628	78.5	3	69.25	8.770214745
9629	98	7.118052168	74.66666667	3.511884584
9630	84.75	3.403429643	79.5	4.041451884
9631	98.5	5.972157622	140	NA
9632	92	2.828427125	90.33333333	9.865765725
9633	88.25	10.1447852	77	7.549834435
9634	91	3.16227766	98	6.480740698
9635	93.25	1.258305739	84.66666667	8.96288644
9636	109.75	5.439056291	141	NA
9637	81.25	2.986078811	82.5	9.469248474
9638	88.25	8.539125638	87.66666667	11.15048579
9639	78	5.597618541	73.25	6.448514041
9640	92.75	2.061552813	80.75	1.5
9641	82.66666667	7.094598885	87.66666667	10.5039675
9642	95.5	1.290994449	86	5.830951895
9643	85	4.242640687	79	1.825741858
9644	76.75	2.62995564	69	10.09950494
9645	77.5	3.31662479	66.25	8.883505314
9646	62.5	6.191391874	55.25	3.5
9647	67.75	2.5	55	2.160246899
9648	60	7.527726527	61	2.828427125
9649	76.25	5.560275773	67.25	2.986078811
9650	83.25	7.135591543	95	6.08276253
9651	64	3.559026084	49.66666667	6.658328118
9652	64.25	3.403429643	62.5	2.645751311
9653	59.5	4.434711565	52.5	3.415650255
9654	62.25	3.201562119	59	10.16530045
9655	79	2.1602469	71.66666667	3.785938897
9656	78.25	6.130524719	89	6.08276253
9657	58.5	6.806859286	48	2.828427125
9658	71.33333333	11.59022577	66.5	0.577350269
9659	71.25	1.707825128	66.66666667	1.527525232
9660	53.25	7.889866919	40	1.825741858
9661	55.25	6.849574196	42	4
9662	80	3.16227766	70.33333333	1.527525232
9663	69.75	4.787135539	69.33333333	1.527525232
9664	85.5	3.109126351	109.6666667	8.504900548
9665	85.5	4.203173404	86.66666667	12.85820101
9666	86.5	8.660254038	112	8.485281374
9667	89	4.760952286	107	5.656854249
9668	82.5	6.557438524	79.5	8.504900548
9669	81	9.933109617	86	14.14213562
9670	105.5	12.26104944	112.5	14.79864859
9671	90.5	11.78982612	95	12.489996
9672	85.33333333	8.144527815	90.5	7.778174593
9673	87.5	4.932882862	99.66666667	16.19670748
9674	86.75	8.341662504	85	NA
9675	78	5.099019514	117	NA
9676	87.75	5.965176723	89	6.557438524
9677	81.75	1.258305739	110.5	19.09188309
9678	69	8.286535263	87	29.86636905
9679	69.25	5.852349955	79.75	8.61684397
9680	62.75	2.62995564	59.33333333	2.081665999
9681	66.25	1.892969449	92.25	15.94521872
9682	77.75	5.678908346	74.75	10.4363148
9683	64	4.242640687	71.75	8.61684397
9684	84	9.831920803	89.5	5.567764363
9685	84.75	10.34005158	89.75	9.287087811
9686	84.33333333	1.154700538	88	10.16530045
9687	88.5	8.504900548	83.33333333	5.507570547
9688	69	4.320493799	74	15.05545305
9689	67.75	4.34932945	83	7.549834435
9690	75.5	7.325753659	81.66666667	2.516611478
9691	74	6.164414003	72.75	6.5
9692	72	3.16227766	70.75	6.396613687
9693	68.5	6.608075867	75	4.242640687
9694	76.5	6.557438524	74.25	6.34428877
9695	103.5	25.37058664	84.5	7.85281266
9696	77.5	14.24780685	76.75	9.42956344
9697	77.5	7.187952884	63	4.358898944
9698	81	4.242640687	74.5	5.972157622
9699	74.25	1.258305739	63.66666667	4.041451884
9700	80	4.082482905	81	8.185352772
9701	85.5	6.608075867	82	5.656854249
9702	81	6.831300511	72.25	2.62995564
9703	76.5	1.732050808	69.75	4.272001873
9704	75.5	1.732050808	70.33333333	8.082903769
9705	71.33333333	2.516611478	67	0.816496581
9706	95.25	1.892969449	78.66666667	3.214550254
9707	80.5	5.567764363	72.75	0.957427108
9708	89	3.16227766	85	NA
9709	82	3.651483717	73.5	4.358898944
9710	80.5	3.511884584	83.25	7.228416147
9711	75	6.377042157	82.5	5.802298395
9712	77	5.416025603	78	2.449489743
9713	75.25	2.872281323	68.33333333	1.527525232
9714	80.75	3.5	82.33333333	2.516611478
9715	76.75	4.924428901	81	5
9716	102.6666667	3.214550254	122	7.071067812
9717	90.25	5.737304826	93.33333333	9.865765725
9718	78.75	3.5	79	2.828427125
9719	72.5	3.785938897	57.75	1.5
9720	100.75	2.217355783	104	1
9721	77.5	6.757711644	78	4.082482905
9722	99.5	4.654746681	108	NA
9723	76	2.943920289	68.5	0.707106781
9724	73.5	5.259911279	81.5	10.87811258
9725	61.25	1.892969449	56.5	2.516611478
9726	67	4.320493799	56.5	1
9727	61.25	2.217355783	43.5	1.732050808
9728	77.5	5.972157622	77.75	11.23610253
9729	96.75	6.396613688	79	27.18455444
9730	89	8.755950358	97	4.082482905
9731	92.5	1.732050808	66	23.16606714
9732	82	3.915780042	88.25	8.30160627
9733	80	4.760952286	83.75	6.34428877
9734	84.25	4.34932945	82.25	5.678908346
9735	85.5	5.567764363	74	8.485281374
9736	78	5.715476067	81	12.67543556
9737	85.75	3.862210075	63.66666667	4.932882862
9738	79	5.291502622	73.75	11.70113955
9739	86	6.480740698	68.5	9.327379053
9740	89.75	4.34932945	87.5	12.47664485
9741	88	4.082482905	71.5	4.123105626
9742	78	6.976149846	81.5	3.535533906
9743	79.5	5	75	1
9744	78.75	3.304037934	63.33333333	5.033222957
9745	79.5	6.608075867	76	6.633249581
9746	95.75	5.123475383	99.75	6.652067348
9747	86	3.651483717	94.66666667	4.725815626
9748	81	2.828427125	86.25	21.36000936
9749	74.75	1.707825128	63.75	3.304037934
9750	69	2.943920289	73	19.46792233
9751	90.5	1.914854216	84	2.708012802
9752	91.75	3.304037934	100.25	10.1447852
9753	101.25	5.251983752	105.25	2.986078811
9754	79.25	8.655441448	NA	NA
9755	88.75	1.5	82	3
9756	88.75	10.71991915	73	2
9757	93.75	3.304037934	93	4.966554809
9758	71.25	4.573474245	73	8.185352772
9759	61.5	3.511884584	58.5	0.707106781
9760	55.75	2.986078811	38.25	0.5
9761	65.25	5.315072906	58	1.414213562
9762	95.5	1.732050808	72.75	1.5
9764	69.75	5.560275773	62.75	7.544313532
9766	57.75	3.5	39.5	2.121320344
9767	70	3.915780042	59.5	1.914854216
9768	74.5	4.795831523	54.66666667	9.018499506
9769	66.5	1.732050808	44.66666667	3.511884584
9770	67	5.354126135	44.75	1.892969449
9771	62.5	3.31662479	44.25	2.986078811
9772	67	4.320493799	40.75	0.5
9773	74.75	8.261355821	51.75	2.753785274
9774	68	3.559026084	43	0.816496581
9775	60	1.632993162	44.25	2.753785274
9776	65.25	6.5	57.5	29.73774257
9777	66.5	6.806859286	43.5	3.109126351
9778	71.5	2.886751346	49.25	2.217355783
9779	63.25	2.986078811	44.66666667	1.527525232
9780	72.25	3.304037934	45.75	4.272001873
9781	60	4.69041576	41.66666667	2.309401077
9782	63.25	4.924428901	44.5	0.577350269
9783	76.5	4.795831523	66.33333333	3.214550254
9784	60.25	4.11298756	43.5	2.081665999
9785	63.25	7.889866919	45.25	2.5
9786	64.75	7.088723439	40.25	2.061552813
9787	70.5	3.31662479	49.33333333	1.527525232
9788	62.5	3.872983346	38.33333333	0.577350269
9789	65	2.309401077	42.25	1.892969449
9790	66.75	8.180260795	41.75	1.707825128
9791	65.33333333	1.154700538	38.33333333	1.527525232
9792	62.75	2.217355783	42.75	2.061552813
9793	62	4.546060566	63.33333333	38.73413654
9794	69.25	3.304037934	44.5	1.732050808
9795	57.75	4.645786622	38.25	2.5
9796	73.5	8.185352772	46	2
9797	69	3.366501646	46.5	2.380476143
9798	65.25	4.193248542	44.66666667	2.516611478
9799	66.25	5.315072906	50.5	0.577350269
9800	68.5	4.654746681	42.5	1.290994449
9801	62	1.632993162	36.33333333	1.527525232
9802	69.75	2.986078811	42.75	2.217355783
9803	63	4.546060566	41.25	1.5
9804	65.75	7.675719293	45.75	1.5
9805	70.5	3.415650255	53	4.760952286
9806	67	3.559026084	43	3.559026084
9807	67.5	8.185352772	43	2.160246899
9808	75.25	5.188127472	53	5.477225575
9809	74.75	8.381527307	51.25	3.201562119
9810	69.25	7.182153809	42.25	9.178779875
9811	69.75	7.5	45	0
9812	67.75	2.5	45.75	0.957427108
9813	65.75	2.62995564	45.5	1.290994449
9814	71.5	2.645751311	48.33333333	1.154700538
9815	72.5	8.062257748	48	3.16227766
9816	63	16.10382977	39	2.160246899
9817	64.25	5.678908346	63.75	5.188127472
9818	79.5	3.872983346	70.75	4.5
9819	98	2.708012802	98.5	28.99137803
9820	61.75	8.015609771	55.75	6.849574196
9821	79.5	10.37625494	72.25	2.5
9822	82	10.98483804	62.33333333	2.309401077
9823	63	5.228129047	42	1
9824	115.5	12.02081528	143	2.828427125
9825	68.5	6.952217872	63.5	4.203173404
9826	77	5.291502622	73	4.546060566
9827	69.25	4.34932945	60	10.32795559
9828	82.25	2.5	78.75	1.5
9829	83.25	9.639329161	83	6.055300708
9830	61.5	2.380476143	51.25	1.707825128
9831	86.25	2.62995564	88.25	16.02862024
9832	97	6	90.33333333	3.785938897
9833	75.75	7.088723439	65.66666667	2.081665999
9834	75	4.082482905	63.75	7.588368292
9835	81.75	6.946221995	69.75	8.220908303
9836	109.5	5.567764363	128.5	4.949747468
9837	76.33333333	4.725815626	64.25	4.716990566
9838	73.5	2.645751311	67	5.656854249
9839	102.75	4.11298756	115	6.08276253
9840	100.5	17.36855396	120.5	2.121320344
9841	77.75	2.986078811	68	4.242640687
9842	90.75	2.362907813	77	NA
9843	62.75	2.217355783	58.66666667	3.511884584
9844	89.25	2.217355783	84.25	6.238322424
9845	77.5	4.203173404	65	4
9846	116	3.16227766	119.6666667	3.214550254
9847	60	4.546060566	45	2.160246899
9848	85.75	10.78192933	98	14.10673598
9849	99	8.286535263	99.66666667	5.507570547
9850	95.5	3	83	6.08276253
9851	119.5	7.047458171	144	NA
9852	76.25	4.5	67.33333333	4.163331999
9853	56.75	8.098353742	35.5	0.707106781
9854	58.75	5.315072906	40.66666667	2.516611478
9855	73	4.396968653	61.66666667	3.511884584
9856	75.25	8.460693431	63.5	8.660254038
9857	65.75	3.5	66.5	2.121320344
9858	120.75	4.856267428	123.5	0.707106781
9859	76.25	3.304037934	83	4.242640687
9860	80.75	1.5	64.33333333	2.516611478
9861	107.5	4.654746681	114.5	14.8492424
9862	67.5	4.654746681	53.75	2.872281323
9863	58.5	3.109126351	39.25	1.892969449
9864	63.25	5.315072906	57.25	4.193248542
9865	93	5.830951895	41.5	0.707106781
9866	104.75	2.5	118	8.485281374
9867	101.75	5.057996969	101.6666667	1.154700538
9868	70.25	4.11298756	68.66666667	0.577350269
9869	86.25	2.5	80.75	3.5
9870	100.5	6.244997998	111	6.244997998
9871	105	2.581988898	117.6666667	3.785938897
9872	105.5	5.802298395	106	8.485281374
9873	66.75	4.716990566	55.66666667	2.081665999
9874	68.75	7.182153809	56.25	7.675719293
9875	63.75	4.856267428	44.75	0.957427108
9876	87.25	3.304037934	74.75	5.251983752
9877	124.75	9.844626284	NA	NA
9878	113.25	2.5	116	13
9879	68.5	1	59.5	4.795831523
9880	91.5	3.696845502	87.5	4.949747468
9881	82	1.154700538	78.5	4.509249753
9882	78.5	6.244997998	70.33333333	2.516611478
9883	60	4.830458915	41.75	2.5
9884	97	5.291502622	91	4.163331999
9885	116.25	2.872281323	119	6.244997998
9886	85.75	8.220908303	57	1.414213562
9887	89.33333333	3.055050463	90.75	2.362907813
9888	86.25	3.593976442	96.66666667	12.50333289
9889	153.5	27.91057147	NA	NA
9890	96	5.944184833	94.33333333	2.081665999
9891	83	4.69041576	NA	NA
9892	88.5	7.325753659	84.5	8.103497187
9893	60	2.449489743	52.5	1.290994449
9894	88.25	2.217355783	76.66666667	2.516611478
9895	75.75	4.573474245	71	14.4222051
9896	79.5	5.802298395	95.66666667	10.06644591
9897	81	5.354126135	81.5	3.696845502
9898	97.75	4.031128874	97.25	6.849574196
9899	70.75	5.737304826	58	4.320493799
9900	53	2.828427125	50	2.581988897
9901	117	8.831760866	102.5	3.109126351
9902	98	4.546060566	110.3333333	10.69267662
9903	108	3.915780042	108.75	3.862210075
9904	107.5	11.03026141	114.6666667	5.507570547
9905	89.75	6.5	95	6.08276253
9906	88	3.464101615	80	2.645751311
9907	67.5	6.191391874	46.75	2.362907813
9908	65.25	7.274384281	46.5	3.696845502
9909	87	6.055300708	57	1.414213562
991	110.5	1.914854216	106.75	5.852349955
9910	70	5.477225575	43.5	1.290994449
9911	66	5.830951895	44.5	1.732050808
9913	81.5	12.87115638	50.75	1.707825128
9914	74.75	3.095695937	55.25	2.217355783
9915	84.25	4.11298756	75.5	3
9916	68.75	5.123475383	51.5	8.426149773
9917	75.25	5.315072906	54.25	6.448514041
9918	81.25	9.53502316	90	2.645751311
9919	67.75	5.909032634	47	3.559026084
992	116	4.396968653	100	10.03327796
9920	64	4.830458915	48.66666667	4.725815626
9921	64.5	4.725815626	48.25	2.986078811
9922	62.75	2.753785274	43.5	4.123105626
9923	66.25	4.716990566	50	4
9924	66.5	5.802298395	57	5.597618541
9925	92.5	10.21436896	79	6.08276253
9926	67	5.887840578	44.33333333	1.527525232
9927	87.75	9.810708435	73.25	5.315072906
9928	83.5	5.802298395	77	5.597618541
9929	85.25	6.701989754	88	2.828427125
9930	75.75	3.304037934	68.66666667	5.686240703
9931	57	5.228129047	42.33333333	5.131601439
9932	81.5	7.85281266	76	6.271629241
9933	76.75	6.396613688	49	1
9934	56	4.546060566	43	5.715476066
9935	79.25	2.986078811	73.75	4.573474245
9936	71.75	4.787135539	46.75	0.957427108
9937	67	6.92820323	47.75	3.095695937
9938	67.25	3.5	74	42.00793576
9939	75.25	2.061552813	60.75	3.304037934
9940	67	5.944184833	50	5.228129047
9941	70	8.755950358	42.5	3.785938897
9942	65.66666667	2.081666	110.6666667	6.658328118
9943	74	8.831760866	61.5	5.196152423
9944	75.75	5.678908346	68	0
9945	113.5	2.380476143	110	41.41658283
9946	61.5	4.932882862	54.5	6.757711644
9947	104.5	3.31662479	125	0
9948	105	5.291502622	NA	NA
9949	76.75	7.762087348	61.5	8.185352772
9950	99	3	86.25	9.03234927
9951	98.75	11.41271221	109.6666667	15.30795
9952	86	2.943920289	104.3333333	9.291573243
9953	88	3.741657387	93.25	5.188127472
9954	97.5	3.872983346	104.75	18.40968948
9955	80.5	4.203173404	73	4.242640687
9956	72.75	6.130524719	61	4.546060566
9957	83.75	8.808140175	85	21.21320344
9958	82	2.943920289	76.5	4.509249753
9959	81.5	3.872983346	78.75	4.272001873
9960	82.5	7.5055535	66.66666667	3.055050463
9961	84.25	1.707825128	81.5	4.041451884
9962	78	4.69041576	71.75	2.5
9963	75	2.943920289	66.66666667	7.505553499
9964	70	2.943920289	64.5	4.041451884
9965	70.5	6.244997998	56	3.605551275
9966	90.5	3	80	2.828427125
9967	70	6.683312552	67.33333333	2.081665999
9968	66.75	3.862210075	57.75	0.957427108
9969	68.75	3.201562119	69.25	6.898067362
997	101.25	6.075908711	87.5	1.732050808
9970	86.5	12.87115638	81.75	10.0124922
9971	70.5	4.203173404	61	3.741657387
9972	63	5.477225575	58.75	0.957427108
9973	94.25	3.774917218	110	NA
9974	94	5.597618541	93.5	7.895146188
9975	79.25	5.852349955	82.33333333	9.018499506
9976	79	4.320493799	72.5	2.645751311
9977	94.75	11.92686044	91.75	9.069178574
9978	80.25	7.228416147	94.5	4.949747468
9979	82.5	7.767453465	68.5	4.949747468
9980	68.5	6.137317547	60.5	4.509249753
9981	69.25	2.061552813	55.5	2.380476143
9982	85.5	4.795831523	79.25	6.396613687
9983	63	4.396968653	58.5	5.916079783
9984	65.75	3.403429643	56	0
9985	71	3.741657387	63.5	5.446711546
9986	89.33333333	2.309401077	86	NA
9987	91	4	82.25	6.184658438
9988	95.5	1.732050808	112.3333333	8.020806277
9989	103.5	5.802298395	111	8.544003745
9990	83.75	4.34932945	75	16.63329993
9991	90.5	11.03026141	92.75	1.5
9992	92.25	4.5	95.75	7.455423082
9993	97.75	2.753785274	119.6666667	17.0098011
9994	78	3.559026084	54.5	0.577350269
9995	64.25	8.655441448	41.75	0.957427108
9996	61.33333333	6.506407099	38.25	0.957427108
9997	70.25	3.947573094	51.5	3.872983346
9998	68	3.915780042	46.25	0.957427108
9999	72	3.559026084	54.25	6.652067348
