ACC_ID	SET	mean_Total_length_day001	mean_Total_length_day002	mean_Total_length_day003	mean_Total_length_day004	mean_Total_length_day005	mean_Euclidian_length_day001	mean_Euclidian_length_day002	mean_Euclidian_length_day003	mean_Euclidian_length_day004	mean_Euclidian_length_day005	mean_Root_tortuosity_day001	mean_Root_tortuosity_day002	mean_Root_tortuosity_day003	mean_Root_tortuosity_day004	mean_Root_tortuosity_day005	mean_Root_tortuosity_avg	mean_Root_growth_rate_day001-day002	mean_Root_growth_rate_day002-day003	mean_Root_growth_rate_day003-day004	mean_Root_growth_rate_day004-day005	mean_Root_growth_rate_avg	mean_Relative_root_growth_rate_day001-day002	mean_Relative_root_growth_rate_day002-day003	mean_Relative_root_growth_rate_day003-day004	mean_Relative_root_growth_rate_day004-day005	mean_Relative_root_growth_rate_avg	mean_Root_angle_day001	mean_Root_angle_day002	mean_Root_angle_day003	mean_Root_angle_day004	mean_Root_angle_day005	mean_Root_angle_avg	mean_Root_directional_equivalent_day001	mean_Root_directional_equivalent_day002	mean_Root_directional_equivalent_day003	mean_Root_directional_equivalent_day004	mean_Root_directional_equivalent_day005	mean_Root_directional_equivalent_avg	mean_Root_horizontal_index_day001	mean_Root_horizontal_index_day002	mean_Root_horizontal_index_day003	mean_Root_horizontal_index_day004	mean_Root_horizontal_index_day005	mean_Root_horizontal_index_avg	mean_Root_vertical_index_day001	mean_Root_vertical_index_day002	mean_Root_vertical_index_day003	mean_Root_vertical_index_day004	mean_Root_vertical_index_day005	mean_Root_vertical_index_avg	mean_Root_linearity_day001	mean_Root_linearity_day002	mean_Root_linearity_day003	mean_Root_linearity_day004	mean_Root_linearity_day005	mean_Root_linearity_avg	mean_Average_root_width_day001	mean_Average_root_width_day002	mean_Average_root_width_day003	mean_Average_root_width_day004	mean_Average_root_width_day005	mean_Average_root_width_avg	mean_Root_width_20_day001	mean_Root_width_20_day002	mean_Root_width_20_day003	mean_Root_width_20_day004	mean_Root_width_20_day005	mean_Root_width_20_avg	mean_Root_width_40_day001	mean_Root_width_40_day002	mean_Root_width_40_day003	mean_Root_width_40_day004	mean_Root_width_40_day005	mean_Root_width_40_avg	mean_Root_width_60_day001	mean_Root_width_60_day002	mean_Root_width_60_day003	mean_Root_width_60_day004	mean_Root_width_60_day005	mean_Root_width_60_avg	mean_Root_width_80_day001	mean_Root_width_80_day002	mean_Root_width_80_day003	mean_Root_width_80_day004	mean_Root_width_80_day005	mean_Root_width_80_avg	mean_Root_width_100_day001	mean_Root_width_100_day002	mean_Root_width_100_day003	mean_Root_width_100_day004	mean_Root_width_100_day005	mean_Root_width_100_avg
8325	2	170.3202941	297.72345	412.8690952	534.2626667	635.0112	154.3281176	267.02795	374.0379524	487.5723333	577.9031	1.104398189	1.118606223	1.106829113	1.09552092	1.0982909	1.107488724	140.0882667	102.8245789	119.7087059	130.1442353	120.5551746	0.992600176	0.366101801	0.292051534	0.253726695	0.459897918	6.168117647	2.08575	1.48547619	-0.717222222	-2.52395	1.062415942	0.333882353	0.31425	0.291380952	0.314111111	0.3161	0.312647826	7.881294118	11.63285	13.87590476	16.50255556	19.5564	13.6944529	44.653	78.3361	109.2352857	141.8408333	167.5765	108.5468442	0.579235294	0.50845	0.524095238	0.559833333	0.5467	0.532477536	4.284882353	4.2772	3.945571429	4.040777778	3.9817	4.096002174	5.503588235	5.5231	4.973238095	4.996833333	4.7824	5.076302899	4.422470588	4.27645	3.972095238	3.896333333	3.8173	4.071744203	4.057705882	4.04145	3.643380952	3.785444444	3.71435	3.847805072	3.786294118	3.7265	3.609047619	3.651	3.74675	3.717992754	3.650411765	3.81705	3.53147619	3.873444444	3.84795	3.76556087
8329	2	171.5194375	304.6832222	433.8898235	549.2215	728.0036471	146.2344375	270.5646111	387.4356471	486.7510625	653.3820588	1.188639964	1.123765289	1.11808992	1.130126797	1.11348406	1.134680305	124.3247143	127.6362667	137.1680714	153.4197333	133.4511208	1.026468396	0.437144968	0.317352025	0.283730767	0.540271894	-4.457	-3.619055556	-5.849058824	-5.8941875	-7.148294118	-5.4417525	0.3774375	0.330833333	0.331647059	0.39675	0.348470588	0.354569167	8.7629375	12.47555556	16.08594118	20.5228125	27.82717647	17.1252925	42.9363125	78.73472222	112.8697059	141.1450625	188.8752353	110.9585183	0.4685625	0.474333333	0.521470588	0.5291875	0.716294118	0.548248333	4.546625	4.290388889	4.079529412	4.337625	4.134588235	4.259555	6.731125	6.210666667	5.579823529	5.79325	5.408176471	5.925880833	4.566625	4.008333333	3.854352941	3.9893125	3.749117647	4.022923333	3.8230625	3.831944444	3.687294118	3.9021875	3.775176471	3.787020833	3.827375	3.679055556	3.542529412	3.8941875	3.789647059	3.729005	3.763125	3.730833333	3.732352941	4.1134375	3.949235294	3.829651667
8351	6	243.7546316	464.5814444	644.3587895	823.4031579	1008.5402	230.6404737	437.53	604.9101053	771.7321579	945.14415	1.056739923	1.061469987	1.065062589	1.067510583	1.067995704	1.063918129	216.2855556	186.7143889	179.0443684	172.1226842	187.5560132	0.916501488	0.408432516	0.283283258	0.20924199	0.444255274	-2.960736842	-4.184277778	-4.742842105	-5.150368421	-5.29415	-4.6717825	0.170157895	0.185333333	0.200105263	0.203947368	0.20845	0.19491	6.762736842	13.67777778	18.80978947	25.445	31.367	20.7238875	66.76631579	126.0712778	174.2521053	221.9156842	271.65565	179.98405	0.631736842	0.740722222	0.765052632	0.811894737	0.81435	0.7628625	4.771315789	4.645166667	4.569	4.470736842	4.44575	4.5858225	5.407473684	5.374611111	5.240578947	5.100526316	5.0682	5.247895	4.968157895	4.722444444	4.696105263	4.501684211	4.4409	4.667475	4.663736842	4.591666667	4.332526316	4.266894737	4.3255	4.43756	4.470578947	4.291222222	4.333368421	4.240157895	4.2083	4.3122975	4.349736842	4.245333333	4.241947368	4.244631579	4.18555	4.264295
8353	5	79.25252941	174.4121053	268.8947778	392.6497222	534.6706471	68.74905882	153.4380526	241.5171667	353.2431667	476.5794706	1.135982935	1.13482679	1.118158876	1.112270767	1.121790391	1.139347455	108.55975	110.6403529	123.7549444	141.9513125	119.1515	1.876780689	0.715369029	0.489350892	0.381706501	0.834188932	-2.579294118	-2.546842105	-4.161222222	-7.316555556	-10.43194118	-6.035245238	0.319470588	0.392947368	0.354666667	0.3505	0.384352941	0.364115873	5.493941176	10.74357895	12.62238889	17.95561111	30.87	15.36398016	19.45970588	43.80094737	69.62961111	101.8046667	136.3705294	71.49000794	0.5255	0.630684211	0.538166667	0.599611111	0.789882353	0.611646825	4.643882353	4.127473684	4.019833333	3.925944444	4.015176471	4.221719841	5.389823529	4.645684211	4.480277778	4.112722222	4.292058824	4.787514286	5.006588235	4.251315789	3.939222222	3.7975	3.850647059	4.320334921	4.277411765	4.032894737	3.785222222	3.874166667	3.886882353	3.995564286	4.346764706	3.881736842	3.936	3.799722222	3.982705882	3.996856349	4.196058824	3.824789474	3.956944444	4.047444444	4.063058824	4.005639683
8365	6	248.6796316	455.6535	605.2993158	775.9834737	948.5970526	227.5048421	423.2531111	564.1447368	726.7417368	890.4568421	1.090501746	1.075627042	1.073220174	1.067976036	1.065755279	1.074542719	199.1668889	170.7312353	164.1255	172.6135789	176.3469868	0.838402995	0.389823483	0.278460194	0.22510107	0.430824296	-7.886894737	-6.282333333	-5.548052632	-4.865105263	-4.561263158	-6.075645	0.285684211	0.219833333	0.210894737	0.195789474	0.189052632	0.221275	9.832263158	17.20983333	19.19115789	21.18931579	22.79115789	18.34623	65.57015789	122.0691111	162.6842105	209.8995789	257.0764211	161.6856175	0.577368421	0.728777778	0.684157895	0.605	0.615736842	0.6571225	4.770421053	4.476555556	4.187631579	4.149052632	4.118105263	4.33022	6.453736842	6.179277778	5.424315789	5.119631579	5.027578947	5.580835	5.162684211	4.171944444	3.913526316	3.974578947	3.905526316	4.220825	4.121105263	3.996888889	3.860052632	3.907368421	3.874421053	3.9523125	3.966105263	3.998222222	3.81	3.841105263	3.862368421	3.8990825	4.144473684	4.034	3.933052632	3.902684211	3.920736842	3.99748
8369	6	179.63	394.0695	563.7569	712.0534	867.1263684	168.6184	365.80955	524.93235	665.477	811.0331053	1.065840352	1.078526748	1.074764659	1.07041875	1.069959848	1.072239981	214.4395	173.94	148.2965	156.1125789	174.2346389	1.23013532	0.441733779	0.262182342	0.223083146	0.57005611	-5.78395	-8.0771	-6.62225	-5.935	-5.995526316	-6.826830159	0.2048	0.2394	0.2326	0.22535	0.223263158	0.232055556	6.98315	18.5459	23.9419	26.14725	28.68447368	20.76426349	48.60065	104.82725	150.4599	190.70185	232.8099474	142.3699905	0.7007	0.7683	0.79845	0.73455	0.718631579	0.755689683	4.4323	4.40355	4.22605	4.2774	4.230473684	4.344615079	5.1717	4.989	4.73105	4.76165	4.658157895	4.866085714	4.3928	4.3945	4.20965	4.28735	4.228315789	4.330099206	4.19555	4.25	4.16745	4.15355	4.112842105	4.210714286	4.2324	4.14875	3.99715	4.0862	4.066157895	4.149323016	4.1671	4.2349	4.0254	4.0981	4.087052632	4.1664
8376	6	213.5837778	416.2604444	577.0815	738.9285263	874.0307	192.8965	378.1965556	523.8172222	671.9478947	796.91415	1.104347563	1.101806987	1.102526149	1.100238045	1.10010886	1.105346806	202.6766667	161.8762941	154.7186111	171.3017895	173.4094868	1.288587747	0.401698816	0.272772677	0.233997274	0.5364604	1.015555556	-10.64183333	-11.0625	-9.616736842	-8.80715	-8.192185833	0.351722222	0.339777778	0.358166667	0.328578947	0.3109	0.345051667	13.09533333	26.96594444	39.09177778	49.24705263	52.3533	36.24406	54.53983333	107.0195556	146.9943333	189.597	225.8866	144.3308075	0.7265	0.826611111	0.835888889	0.827842105	0.82005	0.807298333	5.136555556	4.873611111	4.649277778	4.535578947	4.4842	4.783285833	6.448333333	6.232277778	5.847777778	5.591263158	5.3807	5.897683333	5.695833333	5.020222222	4.784777778	4.587526316	4.39555	4.9034125	4.715222222	4.6375	4.262	4.237	4.2743	4.471934167	4.528777778	4.187444444	4.142166667	4.170631579	4.1272	4.298871667	4.297666667	4.291944444	4.2065	4.091263158	4.24325	4.344795833
8420	2	101.8666364	209.92215	335.395087	468.8025	645.8047143	92.90518182	189.5748	305.5027391	421.8847727	578.2314762	1.092499351	1.106518087	1.09844636	1.112816636	1.120101987	1.104977264	109.3197895	119.22875	133.7910909	169.0122	134.7406136	1.377005102	0.626806865	0.408209657	0.360883078	0.667398054	5.552909091	-2.2883	-5.471304348	-8.936954545	-9.272666667	-4.24747971	0.308409091	0.34445	0.327608696	0.370318182	0.393	0.346615942	5.574363636	9.49355	15.4846087	24.69681818	37.76352381	18.59658116	27.06531818	55.07785	87.86486957	120.1322727	164.6725714	91.00350797	0.780136364	0.53285	0.553304348	0.642863636	0.726666667	0.651577536	4.370318182	4.08015	3.933173913	4.0755	4.102142857	4.115061594	5.941409091	4.91	4.70826087	4.606045455	4.527857143	4.923691304	4.348227273	4.1122	3.863391304	3.833818182	3.767666667	3.992162319	4.057318182	3.83245	3.674695652	3.796181818	3.887380952	3.858182609	3.94	3.86885	3.676869565	3.914863636	4.216904762	3.930477536	3.564272727	3.67555	3.74326087	4.227454545	4.110047619	3.870656522
9104	5	154.2105625	296.7579412	418.0685	557.32775	700.5980625	134.1919375	261.8690588	375.5758333	503.3365	634.2798125	1.146108356	1.135129502	1.114870589	1.108760645	1.105822307	1.122107355	142.8019231	119.3225294	139.3897333	154.3389286	139.6808657	0.992625505	0.412992337	0.337236042	0.27691209	0.495350303	1.8090625	5.655294118	3.812388889	0.902625	0.33325	1.119861905	0.394625	0.393588235	0.370166667	0.3418125	0.3220625	0.363513492	10.6748125	16.28429412	19.46455556	24.1141875	27.589875	19.5053754	38.633375	75.12217647	107.8890556	145.248875	183.5495625	107.4491587	0.6168125	0.606529412	0.597444444	0.6055	0.5863125	0.606825397	4.7926875	4.373647059	4.176666667	4.1525	4.110125	4.345615873	6.16875	5.498352941	5.012333333	4.627125	4.4875	5.17590873	4.7706875	4.309235294	4.124555556	4.1358125	4.020625	4.306652381	4.2835	4.130588235	4.001388889	3.999625	3.98375	4.103062698	4.313	4.018176471	3.870888889	3.93175	3.9766875	4.041815079	4.4150625	3.913941176	3.875111111	4.068125	4.083125	4.097427778
9152	6	91.79	246.3437	380.87045	496.7832381	642.2097143	85.97710526	230.4844	353.79315	460.232381	596.3035238	1.07370171	1.077175606	1.085788891	1.087492179	1.08334601	1.082311537	152.5493684	134.52675	139.4034	145.4264762	140.6895397	2.112790617	0.583441756	0.383864394	0.420760032	0.92234515	-3.312736842	-4.95605	-3.7316	-0.537380952	-0.734619048	-1.737633333	0.208263158	0.25175	0.2409	0.252285714	0.235761905	0.246102381	4.131210526	9.69675	14.0246	16.41809524	17.83819048	12.32643095	24.67157895	65.3095	101.31565	132.3483333	172.5670952	98.99290952	0.722368421	0.594	0.5913	0.517285714	0.518380952	0.593607143	4.637368421	4.34505	4.19475	4.224285714	4.171619048	4.340964286	5.498	4.939	4.83845	5.187333333	4.930809524	5.211314286	4.914736842	4.29415	4.36865	4.354761905	4.098666667	4.445654762	4.387842105	4.25875	3.97695	3.926809524	3.964095238	4.103035714	4.249894737	4.08365	3.8859	3.799285714	3.899333333	3.958335714	4.139894737	4.14805	3.90395	3.838857143	3.966333333	3.979485714
9302	1	137.8467059	268.64305	379.5457143	478.8951364	589.7221	128.3408235	240.2364	341.274619	433.675	537.92165	1.074667982	1.11364927	1.107735638	1.101658587	1.095348352	1.100181307	141.0464	127.0896842	96.83066667	109.3894	116.1162935	1.13725977	0.687433211	0.303057837	0.23760681	0.541025668	4.631294118	-1.58525	-6.32047619	-8.1945	-9.22775	-4.826526812	0.290058824	0.31505	0.299238095	0.300136364	0.3081	0.304504348	7.086705882	11.6554	16.713	24.45281818	32.5077	18.9707087	36.37435294	69.91605	99.3992381	124.9674091	153.47975	98.69621232	0.761647059	0.4283	0.503095238	0.684818182	0.7558	0.627200725	4.945647059	4.70975	4.449380952	4.0315	4.5718	4.53169058	6.356647059	6.6622	6.097761905	5.153	5.8013	6.012896377	5.637	4.7813	4.366857143	3.974772727	4.4511	4.631505072	4.567411765	4.1842	3.942333333	3.717818182	4.2232	4.108055072	4.207941176	3.936	3.870571429	3.640818182	4.1912	3.957404348	3.959529412	3.98645	3.969095238	3.669772727	4.19435	3.949265217
