ACC_ID	SET	mean_Total_length_day001	mean_Total_length_day002	mean_Total_length_day003	mean_Total_length_day004	mean_Total_length_day005	mean_Euclidian_length_day001	mean_Euclidian_length_day002	mean_Euclidian_length_day003	mean_Euclidian_length_day004	mean_Euclidian_length_day005	mean_Root_tortuosity_day001	mean_Root_tortuosity_day002	mean_Root_tortuosity_day003	mean_Root_tortuosity_day004	mean_Root_tortuosity_day005	mean_Root_tortuosity_avg	mean_Root_growth_rate_day001-day002	mean_Root_growth_rate_day002-day003	mean_Root_growth_rate_day003-day004	mean_Root_growth_rate_day004-day005	mean_Root_growth_rate_avg	mean_Relative_root_growth_rate_day001-day002	mean_Relative_root_growth_rate_day002-day003	mean_Relative_root_growth_rate_day003-day004	mean_Relative_root_growth_rate_day004-day005	mean_Relative_root_growth_rate_avg	mean_Root_angle_day001	mean_Root_angle_day002	mean_Root_angle_day003	mean_Root_angle_day004	mean_Root_angle_day005	mean_Root_angle_avg	mean_Root_directional_equivalent_day001	mean_Root_directional_equivalent_day002	mean_Root_directional_equivalent_day003	mean_Root_directional_equivalent_day004	mean_Root_directional_equivalent_day005	mean_Root_directional_equivalent_avg	mean_Root_horizontal_index_day001	mean_Root_horizontal_index_day002	mean_Root_horizontal_index_day003	mean_Root_horizontal_index_day004	mean_Root_horizontal_index_day005	mean_Root_horizontal_index_avg	mean_Root_vertical_index_day001	mean_Root_vertical_index_day002	mean_Root_vertical_index_day003	mean_Root_vertical_index_day004	mean_Root_vertical_index_day005	mean_Root_vertical_index_avg	mean_Root_linearity_day001	mean_Root_linearity_day002	mean_Root_linearity_day003	mean_Root_linearity_day004	mean_Root_linearity_day005	mean_Root_linearity_avg	mean_Average_root_width_day001	mean_Average_root_width_day002	mean_Average_root_width_day003	mean_Average_root_width_day004	mean_Average_root_width_day005	mean_Average_root_width_avg	mean_Root_width_20_day001	mean_Root_width_20_day002	mean_Root_width_20_day003	mean_Root_width_20_day004	mean_Root_width_20_day005	mean_Root_width_20_avg	mean_Root_width_40_day001	mean_Root_width_40_day002	mean_Root_width_40_day003	mean_Root_width_40_day004	mean_Root_width_40_day005	mean_Root_width_40_avg	mean_Root_width_60_day001	mean_Root_width_60_day002	mean_Root_width_60_day003	mean_Root_width_60_day004	mean_Root_width_60_day005	mean_Root_width_60_avg	mean_Root_width_80_day001	mean_Root_width_80_day002	mean_Root_width_80_day003	mean_Root_width_80_day004	mean_Root_width_80_day005	mean_Root_width_80_avg	mean_Root_width_100_day001	mean_Root_width_100_day002	mean_Root_width_100_day003	mean_Root_width_100_day004	mean_Root_width_100_day005	mean_Root_width_100_avg
86	1	137.4018182	308.9964583	463.2457826	583.4299524	701.2499444	128.8073636	286.0139583	427.9108261	535.295619	645.9047778	1.063524701	1.080826101	1.082032632	1.08973737	1.086038166	1.081971794	178.4535909	154.7511739	128.8859048	131.9221667	153.4206285	1.346892208	0.512510608	0.287662505	0.233336046	0.654742889	-0.177863636	-1.607333333	-4.282086957	-5.926238095	-7.768888889	-3.828217361	0.181818182	0.197791667	0.212391304	0.243095238	0.263333333	0.220029167	5.029272727	10.08070833	15.24556522	21.91347619	31.67083333	16.02917986	37.24381818	83.090875	124.0754348	155.0327143	185.0255	111.6010611	0.661772727	0.616625	0.610347826	0.657238095	0.718555556	0.656406944	4.332	4.013	4.015130435	3.766857143	4.328611111	4.079143056	5.235545455	4.758583333	4.589608696	4.426142857	5.038777778	4.836146528	4.204545455	3.891958333	3.959173913	3.672333333	4.101333333	3.953275694	3.935545455	3.855875	3.741652174	3.52347619	4.149722222	3.821638889	4.032772727	3.7105	3.839304348	3.576285714	4.164	3.83925	4.248590909	3.849416667	3.944608696	3.634380952	4.187611111	3.944098611
96	2	139.6453889	257.0894118	390.2176842	513.3565	653.1056	124.8850556	229.0353529	353.8247368	462.6597222	590.8358	1.122620368	1.133832256	1.110717577	1.116508514	1.114458728	1.120123216	129.362375	122.8571765	124.7624706	135.4153333	126.6924605	1.017160882	0.544260598	0.33052061	0.266608596	0.543168263	10.48261111	3.984176471	1.170210526	0.490333333	0.66	6.65095	0.419444444	0.398529412	0.336	0.365111111	0.347933333	0.390748413	9.096611111	12.83835294	16.77631579	19.75027778	20.41146667	15.27864365	34.99761111	65.74811765	101.2637368	133.8542778	171.2067333	95.47805476	0.663555556	0.640235294	0.631684211	0.656888889	0.560933333	0.623129365	5.368444444	5.283588235	4.966052632	4.951833333	4.830466667	5.036523016	6.945	6.553705882	6.400157895	6.343944444	6.3614	6.393426984	5.693888889	5.620882353	5.449105263	5.250388889	4.8516	5.348186508	5.300888889	5.245764706	4.620105263	4.564388889	4.424733333	4.840357937	4.667222222	4.726176471	4.182368421	4.288388889	4.256533333	4.39878254	4.2335	4.272647059	4.177578947	4.311888889	4.259066667	4.203299206
149	2	107.2978462	227.8308235	370.2790588	507.8771667	655.0299286	95.26484615	201.9797647	330.5198235	450.955	579.4293571	1.124047097	1.130845236	1.12052634	1.127960885	1.135108641	1.128181039	128.747	142.4482353	139.226	147.8430714	140.2237206	1.361952473	0.662754741	0.384437054	0.29370949	0.644175986	4.200384615	-2.739	-5.613764706	-8.151444444	-8.273142857	-5.318214815	0.383692308	0.421588235	0.396470588	0.425222222	0.435142857	0.416693519	6.581538462	14.651	25.33329412	36.01516667	41.49471429	26.60370463	27.43561538	57.86811765	93.49911765	127.1775	168.5690714	96.63666667	0.563615385	0.709588235	0.661411765	0.720166667	0.667785714	0.679396296	5.123538462	5.005235294	4.590176471	4.713777778	4.970642857	4.854087037	6.937923077	6.106	5.618470588	5.654222222	5.7995	5.994157407	5.560846154	5.122588235	4.611823529	4.403222222	5.2135	4.917944444	4.78	4.674882353	4.198294118	4.4195	4.5965	4.501072222	4.304461538	4.458882353	4.218176471	4.526555556	4.589785714	4.422005556	4.048	4.662411765	4.306117647	4.565277778	4.654071429	4.436990741
383	5	63.937	151.2843158	277.5635556	416.04755	556.0415455	57.01558333	138.3307368	255.3818333	382.1028	508.7436364	1.13258594	1.09126427	1.084282044	1.088170636	1.094149281	1.096242629	117.9529091	125.5588235	137.6811765	143.7362	132.4402302	2.167315041	1.041227247	0.533289013	0.355324708	0.836318733	-0.489083333	-5.033578947	-6.403333333	-6.47535	-8.110590909	-5.363672727	0.300666667	0.303	0.290388889	0.29625	0.305545455	0.301376515	3.75525	6.626210526	12.33894444	19.01	25.54636364	14.318275	16.62458333	40.60736842	73.32777778	109.7076	145.2418636	87.59694167	0.557166667	0.694631579	0.623722222	0.7057	0.709	0.627731061	5.450916667	4.308368421	4.328277778	4.34695	4.272636364	4.461159848	8.147083333	5.147	4.933833333	4.78345	4.691409091	5.297252273	5.387666667	4.296842105	4.237722222	4.18695	4.034454545	4.322062121	4.960166667	4.151947368	4.094388889	4.21275	4.163909091	4.248568939	4.724916667	4.083736842	4.016444444	4.2651	4.143590909	4.207525	4.010583333	3.863736842	4.354388889	4.28555	4.329727273	4.227082576
461	1	58.66247619	175.1711739	307.2087826	414.162381	501.5606667	54.53952381	162.7118696	285.5509565	384.773619	464.4551905	1.076211159	1.072645027	1.074381628	1.075116589	1.079074261	1.074662096	129.4764	134.9906364	101.95235	102.4663684	119.4936848	3.632225912	0.982953514	0.357773395	0.258257673	1.486951164	-2.858714286	-1.678826087	-2.738695652	-4.334333333	-5.027857143	-3.380991667	0.217761905	0.238782609	0.230347826	0.247142857	0.228952381	0.23225	2.159380952	6.660826087	9.505652174	13.30904762	16.36580952	9.570532639	15.93680952	46.95847826	82.75665217	111.7539048	135.122	77.20523333	0.537333333	0.62473913	0.568695652	0.661761905	0.654238095	0.61485625	5.277047619	4.842	4.396217391	4.140380952	4.432238095	4.609921528	6.887809524	6.531565217	6.064652174	5.572238095	6.046571429	6.19515	5.780809524	5.132913043	4.512826087	4.130952381	4.217809524	4.744496528	5.142142857	4.375086957	3.898	3.649380952	3.971428571	4.202974306	4.761571429	4.148565217	3.666043478	3.597809524	3.951571429	4.021961111	3.812809524	4.027043478	3.837304348	3.751809524	3.974333333	3.884465972
936	1	58.4791	157.6638095	282.8003684	402.1901667	511.2929524	54.37665	146.5601429	264.4082105	374.4607222	478.0891905	1.083666265	1.074415283	1.068896908	1.073805129	1.069181398	1.076188394	97.89805	125.0333684	112.0929333	110.0883125	111.0431136	3.050035128	0.837722085	0.404990779	0.276682823	1.41374791	-2.9136	-4.038	-2.786157895	-2.543833333	-1.455428571	-2.962536232	0.2904	0.268666667	0.235052632	0.257222222	0.22152381	0.25833913	3.1643	7.278380952	10.00989474	13.21527778	12.41790476	9.655023913	15.6259	42.22057143	76.43494737	108.2435556	138.7317619	80.91166304	0.72205	0.713952381	0.628315789	0.686722222	0.597333333	0.652834783	4.53785	4.539333333	4.055894737	4.056333333	4.368571429	4.360314493	5.52685	6.101714286	5.526631579	5.429666667	6.016761905	5.824297101	4.90895	4.927285714	4.196	4.048555556	4.196904762	4.533577536	4.5626	4.248380952	3.577842105	3.599166667	3.883571429	3.985762319	4.22825	3.764761905	3.498368421	3.573611111	3.844	3.807065942	3.5155	3.654380952	3.481421053	3.63	3.899714286	3.660002899
1782	5	186.9950625	304.4713333	421.6553333	550.3732353	744.0740667	168.6138125	272.4811111	376.5163333	489.5627059	669.9185333	1.106413567	1.121891322	1.127377991	1.161636981	1.110866789	1.155695297	124.5332143	109.2386471	144.9596875	156.5245333	130.433588	0.697836988	0.361589226	0.334970511	0.26664062	0.398902389	2.799625	-0.144777778	-0.728944444	4.007529412	-1.693266667	3.729057937	0.337	0.379166667	0.388444444	0.396	0.335933333	0.380724603	11.3330625	15.26727778	16.91566667	19.57758824	21.341	16.83604206	48.1420625	78.45111111	109.3315556	141.7880588	194.5922667	103.6815206	0.6450625	0.657333333	0.611222222	0.474588235	0.432466667	0.55195	5.2986875	4.7845	4.571166667	4.526117647	4.283933333	4.701781746	7.2646875	6.680277778	6.282611111	5.949470588	5.516733333	6.270779365	5.7710625	4.678666667	4.450611111	4.517352941	4.105066667	4.681978571	4.659	4.324444444	4.0945	4.133529412	3.959133333	4.260134921	4.535	4.245277778	3.990388889	3.991882353	3.962133333	4.208216667	4.26975	3.994	4.039277778	4.040117647	3.877066667	4.089992063
1829	6	133.3225909	295.3278182	447.8768095	640.5513182	838.9132273	122.4782273	269.5280455	413.4083333	590.3897727	774.5552273	1.080133025	1.09300801	1.085377281	1.086471763	1.08417173	1.086368096	162.0052273	158.7791429	185.4131905	198.3619091	176.9206932	1.45490403	0.606452516	0.436428325	0.318638059	0.706547822	-7.768409091	-5.074363636	-6.183761905	-5.808181818	-4.936545455	-5.898009091	0.269636364	0.2675	0.234714286	0.242772727	0.236045455	0.251325	8.816227273	16.74895455	20.6727619	24.96286364	28.94240909	20.01771818	34.30340909	76.98636364	118.5553333	169.7953182	223.0420455	124.8340205	0.805090909	0.734636364	0.720761905	0.667681818	0.658272727	0.713715909	4.605409091	4.287363636	4.063380952	4.0485	3.998136364	4.204527273	5.344681818	5.169045455	4.943761905	4.754636364	4.526909091	4.94735	4.896227273	4.366636364	4.058	3.857772727	3.848727273	4.209904545	4.542136364	4.031227273	3.767380952	3.833227273	3.807045455	4.002652273	4.310909091	3.932363636	3.677952381	3.830681818	3.893954545	3.933772727	3.932590909	3.940636364	3.869095238	3.9655	3.914	3.929209091
1874	5	122.1672727	242.6894091	360.3072273	501.5380435	653.7875	107.0706364	213.2488636	321.8225	454.6468696	597.2345	1.142382914	1.137846104	1.119332347	1.103181177	1.094406164	1.118629484	125.4224762	118.402381	140.2509545	155.1720909	135.7720833	1.243725458	0.512086946	0.392983087	0.312475554	0.6001681	-0.649272727	0.594636364	1.672636364	2.504086957	2.752818182	1.469717391	0.357863636	0.366454545	0.333454545	0.291521739	0.268636364	0.322667391	7.541545455	10.12936364	12.18581818	15.31452174	18.86413636	12.77541739	31.1805	63.35036364	95.52463636	133.9884348	175.4449091	100.3579391	0.562863636	0.389636364	0.574772727	0.616043478	0.685681818	0.564313043	5.127636364	4.408454545	4.2405	4.237782609	4.089181818	4.429971739	7.308045455	5.939863636	5.286954545	5.06726087	4.633318182	5.666752174	5.370909091	4.263727273	4.064409091	4.041434783	3.909136364	4.34321087	4.410454545	4.041090909	3.938181818	3.991434783	3.945181818	4.070065217	4.326681818	3.948363636	3.914681818	4.007826087	3.916045455	4.026852174	4.227090909	3.843318182	3.996863636	4.082217391	4.041727273	4.042817391
2057	5	120.03835	257.6799048	400.3958	563.8695	752.4877222	111.90475	237.9414286	368.65335	520.41045	698.0217222	1.07300357	1.08436948	1.088036419	1.084543241	1.078780618	1.082436519	142.67495	142.3275	164.5858421	185.2231176	154.0764206	1.260513545	0.559184268	0.411518221	0.323183364	0.660511995	2.4861	0.602190476	-0.1378	-1.03245	-1.768722222	0.097981746	0.25435	0.287761905	0.2865	0.2763	0.248611111	0.273425397	5.7588	9.137904762	10.3099	14.6489	19.5485	11.58309048	31.989	69.45552381	107.7165	151.4984	202.2072222	108.7286238	0.6425	0.575619048	0.3973	0.54245	0.619277778	0.555969048	4.7469	4.435190476	4.3593	4.4618	4.298055556	4.475240476	5.5674	5.226857143	4.97775	4.92215	4.613055556	5.091603968	4.85165	4.46	4.19645	4.22735	4.1295	4.384883333	4.42955	4.20947619	4.14845	4.3388	4.136222222	4.261410317	4.41675	4.111285714	4.2195	4.35855	4.267	4.286959524	4.46875	4.166571429	4.2533	4.46155	4.343777778	4.350392063
2187	6	289.8172941	491.4742222	696.6451765	891.1564	1081.059308	268.6235294	454.4499444	646.7604118	826.6818	1006.048846	1.081190895	1.082061073	1.077706638	1.077440889	1.073763405	1.077934017	223.2807059	210.4097647	188.6987333	214.6606667	208.8445833	0.788657857	0.479510071	0.278471591	0.254992954	0.491190023	-6.449705882	-5.240111111	-6.124058824	-6.807066667	-7.105461538	-6.033808333	0.237117647	0.241	0.226058824	0.232066667	0.216538462	0.228867593	11.57982353	19.76011111	25.38123529	34.88226667	41.054	24.42049537	77.71435294	131.0071667	185.7218235	237.1800667	288.4744615	172.4378222	0.630176471	0.626222222	0.636411765	0.743466667	0.826692308	0.679606481	4.494058824	4.338888889	4.090882353	4.089533333	3.973538462	4.222530556	5.688235294	5.352777778	5.055470588	4.944733333	4.673307692	5.183577778	4.393588235	4.245333333	4.103941176	4.1538	4.026076923	4.207410185	4.166705882	4.249888889	3.871823529	3.817933333	3.819153846	4.015635185	4.156941176	3.991777778	3.669411765	3.808133333	3.694230769	3.875138889	4.067352941	3.856555556	3.753235294	3.7226	3.654615385	3.831583333
5719	1	225.9289474	404.0032632	582.8149474	760.2844706	951.809625	207.7558421	361.4230526	513.5542632	678.5450588	853.2341875	1.088365799	1.165278967	1.250800207	1.153596011	1.126564467	1.168091642	178.9373889	176.3889444	164.95075	190.0397857	177.4937625	0.813004788	0.449695489	0.287538801	0.249492271	0.475868652	7.865789474	8.648894737	2.481789474	-10.40329412	-13.4275625	1.9524	0.352105263	0.320210526	0.350157895	0.362058824	0.385375	0.351706667	13.34905263	21.63236842	35.34836842	54.59629412	74.6085	37.95251917	58.06131579	103.9623684	147.3389474	191.6115882	239.788	142.3160633	0.758052632	0.658052632	0.730157895	0.812352941	0.852875	0.753911667	4.679052632	4.647631579	4.693842105	4.276411765	4.84875	4.640528333	6.218684211	5.684421053	5.290263158	4.478941176	5.177875	5.401096667	4.559210526	4.396631579	4.516842105	4.213705882	4.6213125	4.468268333	4.114421053	4.314263158	4.545473684	4.147529412	4.6855	4.37187	4.169157895	4.360947368	4.467842105	4.181411765	4.8185625	4.40743	4.326631579	4.486052632	4.648789474	4.359823529	4.942125	4.5538625
5723	2	271.995	62.00928571	188.218	264.5280833	369.0171	230.054	57.13742857	173.0817692	241.8295	332.3855	1.182309371	1.081498944	1.084405786	1.095390228	1.107870866	1.097927291	NA	150.2227143	127.6	123.1695556	129.6621667	NA	3.536587431	1.256870067	0.610646773	1.796013305	-1.245	3.525	5.746230769	4.71775	-0.9865	3.717712963	0.508	0.237	0.338076923	0.366	0.3766	0.357462963	12.223	2.393571429	8.234769231	11.92491667	17.248	9.900694444	68.531	16.846	49.91869231	70.11191667	95.8589	57.55038426	0	0.361285714	0.630076923	0.58775	0.6336	0.5335	6.079	4.563285714	4.550538462	4.71	4.3693	4.645611111	7.849	5.294285714	5.324538462	6.211916667	5.194	5.659305556	7.34	4.788285714	4.637923077	4.586166667	4.2	4.689606481	5.63	4.561714286	4.500384615	4.286833333	4.0565	4.443509259	5.019	4.230142857	4.188	4.25025	4.29	4.296601852	4.566	3.936857143	4.104307692	4.213916667	4.1071	4.139
5729	1	43.67	149.4786667	261.973381	368.4975238	487.8338571	41.04473333	140.5701111	246.1230476	346.0375714	459.1980476	1.068781848	1.058325586	1.062705781	1.065586354	1.063097001	1.063378876	126.8514615	130.9675556	108.71685	115.1339	119.2069583	10.72331602	1.279718839	0.515671199	0.33108566	2.216537537	1.4456	-1.953777778	-1.126285714	-1.285857143	-1.383904762	-1.086609091	0.218733333	0.174	0.174428571	0.184809524	0.181380952	0.185255303	2.086733333	4.906666667	7.751380952	9.521380952	10.06371429	7.046744697	11.89706667	40.82461111	71.25814286	101.133381	132.9494286	75.20871818	0.678642857	0.681	0.623428571	0.4	0.42647619	0.547951515	4.471866667	4.355722222	4.154142857	3.828	4.384047619	4.233026515	5.163	5.04	4.896142857	4.697142857	5.104666667	4.98942803	4.817285714	4.3595	4.11652381	3.71252381	4.234190476	4.213100758	4.523666667	4.214	3.921285714	3.609666667	4.178904762	4.071320455	4.264571429	4.153555556	3.878809524	3.559095238	4.101714286	3.971479545	3.671357143	4.012277778	3.956857143	3.563238095	4.299714286	3.909550758
5731	1	107.5841579	253.7686667	398.3649524	520.2062857	666.5369	99.39578947	232.8827619	365.6255714	479.776	612.50985	1.085646573	1.093518272	1.095338791	1.092010573	1.087777402	1.09433682	156.2874737	158.456	128.52335	147.8731765	145.9184583	2.103966865	0.706497939	0.384846693	0.294347155	0.877278373	-2.157684211	0.451142857	-1.825809524	-1.018190476	-2.6387	-1.385988889	0.33	0.32452381	0.286761905	0.266190476	0.24015	0.295740972	5.577526316	11.26333333	16.10085714	18.63209524	19.4628	15.49631667	28.464	66.39390476	105.0546667	138.1182857	177.93975	107.1268931	0.696052632	0.552285714	0.650571429	0.632809524	0.57465	0.6320125	5.267421053	4.649761905	4.397190476	4.02	4.5814	4.569583333	7.634736842	6.683285714	6.11747619	5.337285714	6.00875	6.285711111	5.809947368	4.730761905	4.298666667	3.853904762	4.3052	4.559561111	4.629578947	4.165142857	3.786380952	3.647809524	4.22975	4.092653472	4.316526316	3.86852381	3.874761905	3.650714286	4.2044	3.990416667	3.933368421	3.808333333	3.90652381	3.611333333	4.15675	3.918573611
5736	1	156.3812381	306.2511	446.6673158	557.31175	713.1405294	145.508381	288.2716	417.8774737	522.3875625	665.7741765	1.073766023	1.063002907	1.070665278	1.068749434	1.073307779	1.077238009	152.2278421	138.9990556	115.8985625	137.624	139.503377	1.062940073	0.466385219	0.267745498	0.246448553	0.612166669	-0.586761905	-2.6001	-2.144789474	-1.8693125	-2.569352941	-1.692293478	0.216428571	0.19215	0.213157895	0.2210625	0.225235294	0.225213043	4.944333333	7.9616	11.63526316	14.4608125	18.28541176	10.67090652	42.49514286	83.3643	121.1645789	151.0995	192.5697647	105.9951855	0.557428571	0.5431	0.540157895	0.63825	0.627058824	0.591078261	5.238857143	4.89775	4.569789474	4.165	4.815	4.83442029	6.701095238	6.53345	5.973842105	5.3610625	6.580352941	6.301873913	5.680809524	5.0248	4.757210526	4.3354375	4.779529412	5.078241304	4.863333333	4.66105	4.187	3.732625	4.246176471	4.45689058	4.481142857	4.20115	3.951157895	3.700375	4.202882353	4.185152174	4.462809524	4.06625	3.979	3.6963125	4.265176471	4.147487681
5742	5	113.2369375	268.8918	391.6941053	503.1070556	628.2752632	104.639125	242.5704	352.8584211	456.8054444	570.6606842	1.079307253	1.107698615	1.110682414	1.101724093	1.100914564	1.101614628	155.1571875	121.1004444	116.75475	122.5916471	129.9965333	1.490737652	0.472971167	0.309367447	0.248639374	0.654053152	4.8554375	2.3133	-0.115736842	-2.273222222	-4.026789474	0.117946032	0.38575	0.3567	0.339631579	0.325777778	0.310736842	0.342231746	4.7106875	12.49405	16.66947368	17.92188889	22.83757895	15.12592937	30.05	70.38865	101.9185789	132.5712778	165.9005789	102.6024278	0.6398125	0.56955	0.530684211	0.458833333	0.588210526	0.548320635	4.719625	4.4415	4.210157895	4.187222222	4.098842105	4.321196825	5.9669375	5.60995	5.329526316	5.084722222	4.953789474	5.376469048	4.652375	4.5015	4.098368421	4.191666667	3.990421053	4.271545238	4.4573125	4.1757	3.863473684	3.856777778	3.921631579	4.04113254	4.4734375	3.91505	3.792315789	3.918277778	3.858894737	3.978910317	4.0535	4.00825	3.965631579	3.885	3.769421053	3.939164286
5745	2	130.3995	276.36195	421.7483889	558.5176471	732.9253333	120.64495	254.88715	388.3052778	512.8920588	672.1335333	1.080682846	1.086201491	1.08702961	1.090952795	1.090903018	1.084443034	153.3369444	145.0704444	138.5376	163.4923846	148.7296754	1.428815531	0.539447452	0.33548087	0.291808127	0.722172413	-0.0551	-4.71715	-7.804222222	-8.375411765	-9.7022	-5.628456061	0.2638	0.30255	0.294944444	0.319588235	0.3324	0.289850758	4.77795	10.7669	19.42544444	26.40017647	38.5118	17.21492576	34.8811	73.68095	111.3267778	147.5157647	191.7928667	101.8850538	0.5307	0.64945	0.676777778	0.790764706	0.769	0.643990152	4.1494	4.26215	4.191611111	4.380705882	4.346066667	4.177902273	5.3323	5.2294	4.9875	4.949058824	4.780333333	5.013937121	4.0933	4.0932	3.951333333	4.129764706	4.155666667	4.00487803	3.76345	3.9066	3.9465	4.212	4.170733333	3.905789394	3.7746	4.0145	4.025666667	4.222352941	4.238533333	3.954159091	3.7807	4.0702	4.047277778	4.389588235	4.384266667	4.011019697
5751	2	114.3300667	249.6646875	371.002	498.7265294	628.43975	107.1092	231.039875	343.2792667	457.6679412	580.9495	1.069614375	1.084109217	1.082382383	1.090596274	1.082797209	1.085019841	136.2325333	120.5052667	125.4070667	131.0495625	127.8747843	1.2474521	0.484543747	0.339796816	0.264447236	0.564284616	-1.215333333	-1.146	-1.094666667	-1.303470588	-1.6630625	-1.38685	0.2758	0.272375	0.260133333	0.296882353	0.29	0.282452941	5.475933333	10.2709375	13.60033333	15.777	16.3640625	12.36908529	30.41266667	66.6825	99.39893333	132.4525882	168.417375	102.5775941	0.7898	0.5919375	0.524466667	0.514352941	0.46375	0.558394118	4.362666667	4.2945	4.0948	4.171705882	4.2015625	4.242335294	5.376466667	5.14925	4.766333333	4.852588235	4.7388125	5.031176471	4.272333333	4.1365	4.063266667	4.026705882	4.02075	4.127041176	4.020333333	4.093875	3.880933333	3.983176471	3.9981875	4.005852941	3.982866667	3.9526875	3.923666667	3.917764706	4.078625	3.968441176	4.1658	4.1374375	3.838866667	4.077647059	4.1705625	4.07885
5752	2	118.0747368	279.7286875	408.8378824	563.6089444	701.3171667	108.5007368	252.0609375	369.917	514.9901667	630.52575	1.083839137	1.116302558	1.113388618	1.094834118	1.1173311	1.103967096	156.7494375	133.7948571	143.292125	149.4869091	147.6864868	1.463811123	0.504138521	0.351419572	0.270303901	0.687242409	1.439947368	-3.48825	-7.661529412	-9.841888889	-9.10725	-5.449614035	0.343894737	0.3655625	0.343470588	0.348333333	0.37575	0.358796491	7.487894737	14.9181875	22.51270588	30.65366667	36.55333333	21.64242281	30.359	72.2850625	106.078	146.5676667	181.1501667	100.6423342	0.633631579	0.6109375	0.729529412	0.836777778	0.8315	0.727199123	4.218263158	4.35225	4.255058824	4.282777778	4.274833333	4.279933333	5.807473684	5.6759375	4.986235294	4.997166667	4.89625	5.301334211	4.185052632	4.168375	4.149176471	4.088166667	4.131833333	4.161934211	3.763631579	4.0253125	4.030294118	4.038611111	4.048916667	3.978500877	3.820157895	3.951	4.072352941	4.070166667	4.103166667	3.996750877	3.521105263	3.94425	4.040176471	4.218888889	4.193	3.963265789
5837	1	160.7930476	325.8585	484.6523333	602.2725	752.9926316	148.6128095	294.5148636	438.5401905	546.54775	686.3338947	1.08417428	1.119597877	1.114484894	1.114513883	1.10548628	1.1074327	164.885381	157.312	122.7903684	143.4025	149.6938371	1.073083289	0.494239952	0.262835473	0.24197664	0.554950136	1.461142857	3.732409091	4.897619048	4.47765	4.32	3.855517424	0.275857143	0.305090909	0.299380952	0.2833	0.262315789	0.287801515	7.736904762	15.51681818	21.6672381	25.90395	26.29373684	19.14403485	42.59771429	84.12190909	126.1884762	158.52075	199.6145263	119.2681288	0.642285714	0.563363636	0.566190476	0.6233	0.556105263	0.594183333	4.98447619	4.405545455	4.12847619	3.88895	4.364684211	4.356359848	7.292952381	6.774409091	5.85547619	5.3343	5.737105263	6.216021212	5.592	4.069	3.967619048	3.6756	4.168842105	4.302671212	4.220428571	3.853181818	3.679190476	3.5287	4.058157895	3.867757576	3.929285714	3.721090909	3.511047619	3.5652	3.965894737	3.733287121	3.88152381	3.602136364	3.628857143	3.3399	3.893421053	3.658874242
6008	1	185.8452632	336.7753636	469.303913	566.8359474	677.3169474	168.6658947	305.4935	428.5878261	518.4239474	622.9864737	1.101313222	1.104238214	1.106280042	1.10098888	1.094051569	1.102813273	163.5846842	130.7518182	103.6818947	117.412875	130.8295688	0.911383131	0.402779141	0.221423234	0.209851	0.453044681	-1.039421053	-5.874818182	-6.72126087	-7.347947368	-6.074894737	-5.963980435	0.291105263	0.290863636	0.269304348	0.280526316	0.260473684	0.279978986	7.490842105	13.23336364	17.65813043	21.24242105	22.86115789	16.62909855	48.95489474	88.46731818	123.8394783	149.9074737	180.7021579	117.6588978	0.536157895	0.580545455	0.672608696	0.695631579	0.646578947	0.625588406	4.971473684	4.286909091	4.092217391	3.877	4.341210526	4.270107971	7.476105263	6.189045455	5.840782609	5.137684211	5.696789474	6.010147101	5.461421053	4.2075	3.87726087	3.750894737	4.151315789	4.233899275	4.155	3.692	3.612956522	3.585473684	4.022684211	3.777449275	3.881842105	3.567863636	3.645086957	3.450947368	3.911789474	3.662713768	3.875684211	3.781636364	3.487	3.460789474	3.922473684	3.666148551
6016	5	124.6421111	261.1205	425.9036667	570.2245385	712.4389286	107.602	221.2454	371.0901667	500.111	627.1443571	1.166674589	1.213544227	1.157216718	1.149859212	1.143185334	1.162738236	142.0845	132.8181111	165.0286364	155.3	145.6166488	1.312675112	0.80142169	0.459414659	0.287979017	0.571861718	4.927888889	-0.4531	-1.51975	-0.424769231	-1.3055	0.201214706	0.534444444	0.5188	0.49825	0.495846154	0.469	0.497543137	8.587111111	15.4645	30.65483333	37.66938462	43.972	27.85004804	30.41422222	63.4886	103.6965	140.2784615	176.7829286	111.2131059	0.566777778	0.5753	0.690833333	0.671153846	0.727428571	0.654373529	5.814111111	5.3853	5.254833333	5.464384615	5.264714286	5.391048039	6.784555556	6.2788	6.178333333	6.320846154	5.9155	6.188197059	6.316222222	5.5865	5.45975	5.546307692	5.289428571	5.601580392	5.752666667	5.4217	4.902166667	5.338	4.994571429	5.190014706	5.763888889	5.1598	5.02975	5.072769231	5.119428571	5.185144118	4.440555556	4.4686	4.705583333	5.045923077	5.004928571	4.786657843
