"","id","polint","polqua","polslo"
"1","10006","0.0794248643395216","0.000450121916065557","2.84684626045259e-06"
"2","10014","0.0791299942765723","0.000471273651842533","-2.48828060210157e-06"
"3","159","0.632129874806422","-0.000591739079573827","2.80156954875549e-05"
"4","265","-0.649187023827676","0.000371342214314237","4.13403789639558e-05"
"5","5151","0.707605447429077","-0.000121790826495983","7.94846600417824e-05"
"6","5165","0.563459135655915","7.11605474725047e-05","1.01513539874728e-05"
"7","5768","-0.203232341970016","0.000327979129532632","1.88538566806312e-05"
"8","5772","0.121781107322386","-0.000318233387874062","-1.77083717587615e-05"
"9","5784","0.229079886954633","-2.7708649101295e-05","-2.17225523617132e-05"
"10","5811","-2.0554817651981","-0.00038985039001773","-0.000105292527175466"
"11","6025","-0.32453809574633","0.000460737411631067","4.55370288677444e-05"
"12","6040","0.595387276126834","-0.000131102339043707","2.87997841263377e-05"
"13","6073","0.267735748126986","7.81797529859042e-05","-8.47172680717692e-06"
"14","6074","-0.643821929239608","-0.000262771062746189","-2.26681611263844e-05"
"15","6108","-0.31524923867506","-3.73313112284713e-05","2.87435034491738e-05"
"16","6145","-0.0626299834615129","-0.000506569474432329","-4.54412436289151e-05"
"17","6150","-0.0262375586507812","0.00026454792627017","6.01600935308194e-05"
"18","6151","-0.118938765253056","0.000606831985426093","-5.449788727162e-07"
"19","6177","0.0057709530614911","0.000490232242636623","-6.61204033495542e-06"
"20","6180","0.25440377172876","-0.000254134825283046","-1.33355197286162e-05"
"21","6184","-0.516458545165312","0.000107075311365604","6.1200580859823e-06"
"22","6195","0.0921704365360595","6.71733598964559e-05","-1.14648570112789e-05"
"23","6209","-1.30969595889662","0.000549565415018432","-3.61196890360345e-06"
"24","6216","-0.278065506273339","0.000148468226227026","-3.64335923336335e-05"
"25","6243","0.282308704802678","-0.000709927026262314","-4.03171828204022e-05"
"26","6244","0.179832177942841","4.49678517577636e-05","5.21926256364857e-06"
"27","6898","-0.0343851701069017","-0.000297462163314558","9.22654200460568e-06"
"28","6911","0.887476143950344","-0.000890942597030484","-3.73451075062834e-06"
"29","6915","0.922637815662559","-0.000343656629177513","4.53681919772589e-05"
"30","6929","0.662570703471559","-0.00032630181238718","2.31863456749443e-05"
"31","6938","0.136011554699734","0.000775191239618974","7.47715674296581e-05"
"32","6940","-0.758491000392302","0.000320593654348918","-8.41918636030854e-06"
"33","6945","0.596489218634228","-0.00024145161983086","1.07437177733558e-06"
"34","6958","0.150240684495593","0.000249832377683443","4.09745319442794e-05"
"35","6961","0.193965563432773","0.000118805524043786","3.08424253213069e-05"
"36","6963","0.738597784449731","-0.000700305790794652","2.64888952599961e-06"
"37","6979","-0.388750211125782","-0.000119400593342428","-3.53610047453176e-05"
"38","6987","-0.077842932011311","4.49226310391958e-05","-8.63820286175234e-07"
"39","7000","-0.191447944415141","-0.000229254835260512","5.23156330582839e-06"
"40","7002","-0.149321857071864","0.000208514750589419","-1.71127174780777e-05"
"41","7003","-0.11726704921398","9.06648449771381e-05","-2.10637342756433e-05"
"42","7008","0.0260934896336248","0.000315019476877135","1.36705743276804e-06"
"43","7013","-0.556769486060697","3.90102825043923e-05","-1.78898738456167e-05"
"44","7025","-0.433946919419411","0.000251323103521104","2.44698030968018e-08"
"45","7028","-0.284534586189748","3.0551214705955e-05","-2.32935513586483e-05"
"46","7031","0.690808517821968","-1.95734297408939e-05","6.832519137631e-06"
"47","7036","0.710780082009516","-0.000428227155626502","-2.12511686456178e-05"
"48","7062","-0.344892726331607","8.60098156382949e-05","-1.8075718075513e-05"
"49","7063","-1.30089654080482","0.000228738382105616","-3.26605265683036e-05"
"50","7071","0.183116388545161","-0.000661039664421441","-7.58473537538092e-05"
"51","7077","0.284059299797898","7.50040203481249e-05","-4.13294372732877e-05"
"52","7092","-1.16797733604232","4.37562011657274e-05","-2.37345876886034e-05"
"53","7106","0.486753095325659","-0.000224939897388464","-3.91086228078112e-05"
"54","7125","0.523739532311179","-0.000309197928412272","-6.52099489280708e-06"
"55","7126","-0.569111261220108","0.000316779220019143","-2.74418325346011e-05"
"56","7127","0.495770200122707","-0.000293145030074053","4.93681341078588e-05"
"57","7143","0.601637883802491","-0.000336072099416099","-5.27690646536805e-06"
"58","7164","0.729780891814299","0.00031155466048609","5.64366579252789e-05"
"59","7165","0.985233954303279","-0.000584688534755951","3.53349483490913e-07"
"60","7186","0.760769025991563","-0.000447731401497422","3.5121391457367e-05"
"61","7203","1.00725521084183","-0.000412208359369105","-3.85817092855169e-05"
"62","7207","0.912074056991676","-0.000722444711254925","-4.94135453060356e-06"
"63","7209","0.400987789626357","-0.000627383838832338","-5.09577134926689e-05"
"64","7217","-1.13017350835082","-2.02111777804315e-05","-1.74303012614022e-05"
"65","7218","-0.214296414257951","-9.52756328525372e-05","-3.31901694035665e-05"
"66","7255","0.887111655734162","-0.000832443781410574","-1.81170509858499e-05"
"67","7268","-1.62260227366026","0.000221221281897341","-2.77240309081602e-05"
"68","7273","-0.0714938142687452","0.000390538762786271","4.04121220472033e-05"
"69","7282","-0.768840883306636","0.000148247089415175","-4.88583129581432e-05"
"70","7287","-0.340964500658828","0.000306345837096124","5.48915837749747e-06"
"71","7288","0.518247381635193","0.000215347892929061","2.61550007144113e-05"
"72","7296","0.278121125397318","-0.000298220286004339","1.36851063016952e-05"
"73","7298","0.104073747739118","-5.05252305588949e-05","1.29414767073161e-05"
"74","7316","-0.733410938112077","5.04392418802806e-05","-4.46620227777908e-05"
"75","7323","0.892817015706795","-0.000777095370040804","7.13828447854971e-06"
"76","7333","-0.316077544576113","0.000254318334051629","-2.00783953116866e-05"
"77","7346","0.533048927693219","-0.000462206598801424","3.67830299502108e-05"
"78","7347","0.581604144578623","-0.000575968175795055","-2.22820202933522e-05"
"79","7353","-1.13339578275541","0.000471944599263488","8.71731954312039e-06"
"80","7372","1.06396440227999","-0.000826817558851861","-3.00235221548663e-05"
"81","7373","-0.612996203785883","-2.92770326293605e-05","-5.20053976160934e-06"
"82","7378","0.669799262005669","-0.000687028222787152","-2.94738855509409e-05"
"83","7384","0.111814321125709","0.000155062017691134","-7.0516567409356e-06"
"84","7394","-0.395722122714808","0.000219020200301868","-2.65107884443881e-06"
"85","7404","0.27357747216674","-8.01120231358825e-05","-1.92245557120395e-05"
"86","7411","0.701086145867278","-0.000162271428744175","1.37644748873702e-05"
"87","763","0.1605275892558","-0.000346797159206385","2.13638190264736e-05"
"88","765","-0.159788022082357","0.000121401779598064","-6.78710597704738e-06"
"89","766","1.15256940922664","-0.000713199770697416","1.3412950496183e-05"
"90","768","-0.591431980258411","-0.000118730861362925","-5.27657004183441e-05"
"91","772","-0.445744548035256","-0.000199131397403365","8.27133835502784e-06"
"92","8214","0.422165492743645","-5.49428329675575e-06","-1.811076297134e-05"
"93","8230","0.115252947486033","0.000120013943518385","-2.61186295376165e-05"
"94","8231","0.416450177491219","-0.000122291897657814","-6.6989505973063e-06"
"95","8240","1.04755667234853","-0.000681812394114959","-1.09443127659617e-05"
"96","8247","0.323098512155013","0.000298662039837871","1.3370493473988e-05"
"97","8249","-0.381607152379491","0.000521195096612431","2.98823836277401e-06"
"98","8311","0.207875911329209","7.96826929488186e-05","3.04980322403092e-05"
"99","8312","-1.33705468829596","0.000283860201617537","-1.75449409236737e-05"
"100","8351","-1.64424553432335","0.000678043560303921","-2.9931869531955e-05"
"101","8354","0.688727553945127","-0.000308752158616922","-8.5435074774415e-06"
"102","8357","-0.150335012134463","0.000274726319022555","-1.16956297712875e-05"
"103","8376","-0.389123738569718","0.000723451335010714","-2.77428369176023e-05"
"104","8387","0.808949381539647","-0.000203348502628063","3.25779625868407e-05"
"105","9057","0.0222427774352942","0.000406654139677164","-1.38436687664851e-05"
"106","9058","0.462391352188214","0.000305517895270051","-3.24789866116272e-05"
"107","9371","0.348823922055636","0.000158042708268204","5.44115538814315e-06"
"108","9394","0.137911427314333","0.000181095403368826","1.00525767596642e-05"
"109","9399","-0.500691318842708","-5.03782753758971e-05","2.09202515968945e-05"
"110","9409","0.117664001126754","8.83131885874968e-05","2.26968790296047e-05"
"111","9416","-0.13047160540458","-0.000169535032103099","-9.77338055636665e-06"
"112","9427","-0.00383260432292823","0.000502471898347328","-3.29294135989146e-07"
"113","9470","0.574609042188319","-0.00028200411167872","1.7840753196156e-06"
"114","9481","-0.207463339164402","0.000645812031544112","3.28344846280539e-05"
"115","9506","0.474296071003302","3.02088178569437e-05","9.83265628533324e-06"
"116","9507","-1.99990600854727","0.000717461989913047","-1.2384944236557e-05"
"117","9510","0.0756493653505128","0.000172623894258864","1.06074858951572e-05"
"118","9512","-0.0837129474658336","1.49631469839684e-05","-5.17287796082071e-05"
"119","9517","-0.500879955229477","3.15817661324699e-05","2.56429817645894e-07"
"120","9518","0.34751654406273","2.4119184376509e-05","-6.37610261890422e-06"
"121","9520","0.0461486253210186","-0.000328220086385747","1.38733472048412e-05"
"122","9521","0.797095875727179","0.000168459038309385","5.65357241392951e-05"
"123","9522","0.430925556941195","4.1987606286864e-05","-5.49719208010279e-07"
"124","9523","-0.506035505485838","0.000392854709556888","-7.48089596024718e-06"
"125","9524","0.146670583043365","0.000364198831715126","-2.05370369145538e-05"
