tg_ecotypeid,name,country,sitename,latitude,longitude,collector,collectiondate,release_status,seq_by,picture,CS_number
6252,TV-4,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6252.png,CS78771
6255,TV-7,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6255.png,CS78772
6258,TV-10,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6258.png,CS78767
6268,TV-22,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6268.png,CS78768
6276,TV-30,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6276.png,CS78769
6284,TV-38,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6284.png,CS78770
8426,Ull1-1,SWE,Ull1,56.06,13.97,Magnus Nordborg,2000-05-14 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8426.png,CS78816
6973,Ull2-3,SWE,Ull2,56.0648,13.9707,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6973.png,CS78817
6974,Ull2-5,SWE,Ull2,56.0648,13.9707,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6974.png,CS78818
8427,Ull2-13,SWE,Ull2,56.0648,13.9707,Magnus Nordborg,2000-07-02 00:00:00,,GMI,,CS78552
6413,Ull3-4,SWE,Ull3,56.06,13.97,Magnus Nordborg,2000-05-14 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6413.png,CS78819
8334,Lu-1,SWE,Lund,55.71,13.2,Albert Kranz,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8334.png,CS77056
8335,Lund,SWE,Lund,55.71,13.2,Magnus Nordborg,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8335.png,CS77060
8351,Ost-0,SWE,Ost,60.25,18.37,Albert Kranz,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8351.png,CS77154
8387,St-0,SWE,St,59,18,Albert Kranz,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8387.png,CS77270
7354,Ting-1,SWE,Ting,56.5,14.9,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7354.png,CS76612
7516,Vår2-1,SWE,Vår2,55.58,14.334,Magnus Nordborg,2000-06-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/7516.png,CS78830
7517,Vår2-6,SWE,Vår2,55.58,14.334,Magnus Nordborg,2000-06-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/7517.png,CS78831
6918,Fäb-4,SWE,Fäb,63.0165,18.3174,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6918.png,CS76851
6917,Fäb-2,SWE,Fäb,63.0165,18.3174,Magnus Nordborg,2000-06-25 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6917.png,CS76850
8230,Algutsrum,SWE,Algutsrum,56.68,16.5,Magnus Nordborg,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8230.png,CS76657
8231,Brö1-6,SWE,Brömsebro,56.3,16,Magnus Nordborg,2000-05-15 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8231.png,CS76726
8234,Gul1-2,SWE,Gullabo,56.4606,15.8127,Magnus Nordborg,2000-05-15 0:00:00,released,"GMI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/8234.png,CS76896
8237,Kävlinge-1,SWE,Kävlinge,55.8,13.1,Torbjorn Sall,1999-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8237.png,CS76964
8240,Kulturen-1,SWE,Kulturen,55.705,13.196,Torbjorn Sall,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8240.png,CS76987
8241,Liarum,SWE,Liarum,55.9473,13.821,Torbjorn Sall,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8241.png,CS77038
8242,Lillö-1,SWE,Lillö,56.1494,15.7884,Magnus Nordborg,2000-05-14 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8242.png,CS77039
8247,San-2,SWE,Sandåkra,56.07,13.74,Magnus Nordborg,2000-05-12 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8247.png,CS77233
8249,Vimmerby,SWE,Vimmerby,57.7,15.8,Magnus Nordborg,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8249.png,CS78845
8369,Rev-1,SWE,Rev1,55.6942,13.4504,Magnus Nordborg,1999-05-16 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/8369.png,CS77214
9058,Västervik,SWE,Västervik,57.75,16.6333,Magnus Nordborg,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9058.png,CS78834
9321,Ådal 1,SWE,Ådal,62.8622,18.336,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9321.png,CS76643
9323,Ådal 3,SWE,Ådal,62.8622,18.336,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9323.png,CS76644
9332,Bar 1,SWE,Barsta,62.8698,18.381,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9332.png,CS76688
9336,Bön 1,SWE,Bönhamn,62.8794,18.4473,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9336.png,CS76715
9339,Böt 1,SWE,Bötteryd,57.7133,15.0689,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9339.png,CS76720
9343,Dju-1,SWE,Djupvik,57.3089,18.1512,Alison Anastasio,,,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9343.png,CS78896
9352,Död 2,SWE,Döderhult,57.2608,16.3675,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9352.png,CS76797
9353,Död 3,SWE,Döderhult,57.2608,16.3675,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9353.png,CS76798
9363,EdJ 2,SWE,Edsättersjön,62.9147,18.4045,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9363.png,CS76833
9369,EkS 2,SWE,Eksjöholm-Sud,57.6781,14.9986,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9369.png,CS76837
9370,EkS 3,SWE,Eksjöholm-Sud,57.6781,14.9986,Alison Anastasio,,,GMI,,CS79035
9371,FäL 1,SWE,Fäberget-Lower,63.016,18.3175,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9371.png,CS76852
9380,FlyA 3,SWE,Flyinge,55.7488,13.3742,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9380.png,CS76865
9381,Fri 1,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9381.png,CS76868
9382,Fri 2,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9382.png,CS76869
9383,Fri 3,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9383.png,CS76870
9386,Grön 12,SWE,Grönsvik,62.806,18.1896,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9386.png,CS76891
9388,Grön 14,SWE,Grönsvik,62.806,18.1896,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9388.png,CS76892
9390,Hadd-1,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9390.png,CS78659
9391,Hadd-2,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9391.png,CS76905
9392,Hadd-3,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9392.png,CS76906
9394,Hag-2,SWE,Haga Park,56.5804,16.4063,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9394.png,CS76907
9395,Hal-1,SWE,Hallamåla,57.5089,15.0105,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9395.png,CS76908
9399,Hamm-1,SWE,Hammar,55.4234,13.9905,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9399.png,CS76910
9402,Hel-3,SWE,Helgarp,57.8765,14.8549,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9402.png,CS76918
9404,HolA-1 1,SWE,Holmby,55.7491,13.399,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9404.png,CS76926
9405,HolA-1 2,SWE,Holmby,55.7491,13.399,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9405.png,CS76927
9407,HolA-2 2,SWE,Holmby,55.7491,13.399,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9407.png,CS76928
9408,Kal 1,SWE,Kalvaboda,56.047,13.9519,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9408.png,CS76959
9409,Kia 1,SWE,Kiaby,56.0573,14.302,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9409.png,CS76968
9412,Kor 3,SWE,Korsvägen,57.2746,16.1494,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9412.png,CS76981
9413,Kor 4,SWE,Korsvägen,57.2746,16.1494,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9413.png,CS76982
9416,Kru-3,SWE,Krusmyntagården,57.7215,18.3837,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9416.png,CS76986
9421,Lan 1,SWE,Landön,55.9745,14.3997,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9421.png,CS77009
9427,Näs 2,SWE,Näsänget,62.8815,18.4055,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9427.png,CS77122
9433,Nyl 13,SWE,Nyland,62.9513,18.2763,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9433.png,CS77135
9436,Puk-1,SWE,Pukavik Bus,56.1633,14.6806,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9436.png,CS77194
9437,Puk-2,SWE,Pukavik Bus,56.1633,14.6806,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9437.png,CS77195
9442,Sim-1,SWE,Simrishamn,55.5678,14.3398,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9442.png,CS77250
9450,Spro 1,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9450.png,CS77263
9451,Spro 2,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9451.png,CS77264
9452,Spro 3,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9452.png,CS77265
9453,Stenk-2,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9453.png,CS77274
9454,Stenk-3,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9454.png,CS77275
9455,Stenk-4,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9455.png,CS77276
9470,Tur-4,SWE,Turlunda,57.6511,14.8043,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9470.png,CS77399
9471,Ull-A-1,SWE,Ullstorp,56.0648,13.9707,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9471.png,CS78820
9476,VårA 1,SWE,Vårhallarna,55.5796,14.3336,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9476.png,CS78832
9481,Yst-1,SWE,Ystad,55.4242,13.8484,Alison Anastasio,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/9481.png,CS78869
265,PYL-6,FRA,PYL,44.65,-1.16667,Valerie Le Corre,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/265.png,CS77198
159,MAR2-3,FRA,MAR2,47.35,3.93333,Valerie Le Corre,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/159.png,CS77070
108,LDV-18,FRA,LDV,48.5167,-4.06667,Valerie Le Corre,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/108.png,CS77013
139,LDV-46,FRA,LDV,48.5167,-4.06667,Valerie Le Corre,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/139.png,CS77014
350,TOU-A1-88,FRA,TOU-A1,46.6667,4.11667,Fabrice Roux,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/350.png,CS77382
351,TOU-A1-89,FRA,TOU-A1,46.6667,4.11667,Fabrice Roux,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/351.png,CS77383
88,CYR,FRA,CYR,47.4,0.683333,Valerie Le Corre,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/88.png,CS76790
6959,Rennes-1,FRA,REN,48.5,-1.41,Gerhard Röbbelen,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6959.png,CS77210
6960,Rennes-11,FRA,REN,48.5,-1.41,Gerhard Röbbelen,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6960.png,CS77211
6897,Ag-0,FRA,Ag,45,1.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6897.png,CS76430
7071,Chat-1,FRA,Chat,48.0717,1.33867,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7071.png,CS76463
7092,Com-1,FRA,Com,49.416,2.823,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7092.png,CS76469
7096,Di-G,FRA,Di,47.3239,5.04278,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7096.png,CS76472
7130,Et-0,FRA,Et,44.6447,2.56481,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7130.png,CS76486
7217,Lm-2,FRA,Lm,48,0.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7217.png,CS76545
8343,Na-1,FRA,Na,47.5,1.5,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8343.png,CS76558
7307,Pn-0,FRA,Pn,48.0653,-2.96591,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7307.png,CS77182
6958,Ra-0,FRA,Ra,46,3.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6958.png,CS76582
7320,Rou-0,FRA,Rou,49.4424,1.09849,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7320.png,CS76591
8214,Gy-0,FRA,Gy,49,2,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8214.png,CS78901
8244,PHW-34,FRA,Bretagny Sur Orge,48.6103,2.3086,Paul Williams,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8244.png,CS77174
7430,Nc-1,FRA,Vermois,48.6167,6.25,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7430.png,CS76559
763,Kar-1,KGZ,Karakol,42.3,74.3667,Olivier Loudet,2004-07-03 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/763.png,CS76522
765,Sus-1,KGZ,Susamyr,42.1833,73.4,Olivier Loudet,2004-07-04 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/765.png,CS76607
766,Dja-1,KGZ,Djarly,42.5833,73.6333,Olivier Loudet,2004-07-07 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/766.png,CS76473
768,Zal-1,KGZ,Zalisky,42.8,76.35,Olivier Loudet,2004-07-18 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/768.png,CS76634
7072,Chi-0,RUS,Chi,53.7502,34.7361,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7072.png,CS76464
6938,Ms-0,RUS,Ms,55.7522,37.6322,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6938.png,CS76555
8354,Per-1,RUS,Per,58,56.3167,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8354.png,CS76571
7296,Petergof,RUS,Petergof,59,29,Igor Vizir,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7296.png,CS77170
7322,Rsch-4,RUS,Rsch,56.3,34,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7322.png,CS77222
7347,Stw-0,RUS,Stw,52,36,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7347.png,CS76605
6981,Ws-2,RUS,Ws,52.3,30,Kenneth Feldmann,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/6981.png,CS78920
7396,Ws-0.2,RUS,Ws,52.3,30,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7396.png,CS78857
772,Neo-6,TJK,Neo-Shahdara,37.35,72.4667,Olivier Loudet,2004-07-25 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/772.png,CS76560
6929,Kondara,TJK,Kondara,38.48,68.49,Igor Vizir,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6929.png,CS76532
6963,Sorbo,TJK,Sorbo,38.35,68.48,Igor Vizir,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6963.png,CS78917
403,Zdarec3,CZE,Zda-2,49.3667,16.2667,Marie-Theres Hauser,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/403.png,CS78873
410,Doubravnik7,CZE,Dou,49.4211,16.3497,Marie-Theres Hauser,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/410.png,CS76808
424,Draha2,CZE,Dra-1,49.4112,16.2815,Marie-Theres Hauser,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/424.png,CS76812
428,Borky1,CZE,Borky,49.403,16.232,Marie-Theres Hauser,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/428.png,CS76718
5837,Bor-1,CZE,Bor,49.4013,16.2326,Jirina Relichov,2000-05-31 0:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/5837.png,CS76453
6903,Bor-4,CZE,Bor,49.4013,16.2326,Jirina Relichov,2000-05-31 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6903.png,CS76454
5874,DraII-6,CZE,DraII,49.4112,16.2815,Jirina Relichov,2000-05-31 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5874.png,CS76814
8284,DraII-1,CZE,DraII,49.4112,16.2815,Jirina Relichov,2000-05-31 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8284.png,CS76813
8285,DraIII-1,CZE,DraIII,49.4112,16.2815,Jirina Relichov,2000-05-31 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8285.png,CS76815
5890,DraIV 1-8,CZE,DraIV 1,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5890.png,CS76817
5893,DraIV 1-11,CZE,DraIV 1,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5893.png,CS76816
5907,DraIV 2-9,CZE,DraIV 2,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5907.png,CS76818
5921,DraIV 3-7,CZE,DraIV 3,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5921.png,CS76819
5950,DraIV 5-12,CZE,DraIV 5,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5950.png,CS76820
5984,DraIV 6-13,CZE,DraIV 6,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5984.png,CS76822
5993,DraIV 6-22,CZE,DraIV 6,49.4112,16.2815,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5993.png,CS76823
6008,Duk,CZE,Duk,49.1,16.2,Jirina Relichov,2000-05-31 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6008.png,CS76824
6296,UduI 1-11,CZE,UduI 1,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6296.png,CS78774
6390,UduI 3-36,CZE,UduI 3,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6390.png,CS78775
6396,UduI 4-9,CZE,UduI 4,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6396.png,CS78776
6984,Zdr-1,CZE,Zdr,49.3853,16.2544,Jirina Relichov,2000-05-31 0:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6984.png,CS76635
6424,ZdrI 1-23,CZE,ZdrI 1,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6424.png,CS78875
6434,ZdrI 2-9,CZE,ZdrI 2,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6434.png,CS78877
6445,ZdrI 2-21,CZE,ZdrI 2,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6445.png,CS78876
7424,Jl-3,CZE,Br,49.2,16.6166,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7424.png,CS76519
6904,Br-0,CZE,Br,49.2,16.6166,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6904.png,CS76455
7177,Jm-0,CZE,Jm,49,15,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7177.png,CS76520
8365,Rak-2,CZE,Rak,49,16,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8365.png,CS77201
7349,Ta-0,CZE,Ta,49.5,14.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7349.png,CS76608
6956,Pu2-7,CZE,Pu2,49.42,16.36,Ivo Cetl,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6956.png,CS76580
6957,Pu2-8,CZE,Pu2,49.42,16.36,Ivo Cetl,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6957.png,CS77192
6951,Pu2-23,CZE,Pu2,49.42,16.36,Ivo Cetl,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6951.png,CS76579
7103,Dra-0,CZE,Dra,49.4167,16.2667,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7103.png,CS76476
7521,Lp2-6,CZE,Lp2,49.38,16.81,Ivo Cetl,1991-01-01 00:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7521.png,CS77052
7520,Lp2-2,CZE,Lp2,49.38,16.81,Ivo Cetl,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7520.png,CS76546
8235,Hod,CZE,Hodonin,48.8,17.1,Jirina Relichov,2000-05-31 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8235.png,CS76924
8236,HSm,CZE,Horni Smrcne,49.33,15.76,Jirina Relichov,2000-05-31 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8236.png,CS76941
7461,H55,CZE,Relichova,49,15,Igor Vizir,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7461.png,CS76897
7460,Da(1)-12,CZE,Unknown - Czech Republic,,,Igor Vizir,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7460.png,CS76470
430,Gr-1,AUT,Graz,47,15.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/430.png,CS76496
7158,Gr-5,AUT,Graz,47,15.5,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7158.png,CS76885
6975,Uod-1,AUT,Uod,48.3,14.45,Marcus Koch,2000-06-23 0:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6975.png,CS76621
6976,Uod-7,AUT,Uod,48.3,14.45,Marcus Koch,2000-06-23 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6976.png,CS78823
8311,In-0,AUT,In,47.5,11.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8311.png,CS78903
7298,Pi-0,AUT,Pi,47.04,10.51,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7298.png,CS76572
7372,Tscha-1,AUT,Tscha,47.0748,9.9042,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7372.png,CS76616
7063,Can-0,ESP,Can,29.2144,-13.4811,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7063.png,CS76740
8264,Bla-1,ESP,Bla,41.6833,2.8,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8264.png,CS76451
6933,LL-0,ESP,Ll,41.59,2.49,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6933.png,CS77047
8357,Pla-0,ESP,Pla,41.5,2.25,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8357.png,CS76573
