tg_ecotypeid,name,country,sitename,latitude,longitude,collector,collectiondate,release_status,seq_by,picture,CS_number
1853,MNF-Pot-21,USA,MNF-Potter,43.595,-86.2657,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/1853.png,CS77099
1872,MNF-Pot-75,USA,MNF-Potter,43.595,-86.2657,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/1872.png,CS77100
1890,MNF-Riv-21,USA,MNF River,43.5139,-86.1859,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/1890.png,CS77101
1925,MNF-Che-2,USA,MNF-Cherry,43.5251,-86.1843,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/1925.png,CS77096
1942,MNF-Che-47,USA,MNF-Cherry,43.5251,-86.1843,Diane Byers,2004-06-05 00:00:00,,MPI,,CS78980
1943,MNF-Che-49,USA,MNF-Cherry,43.5251,-86.1843,Diane Byers,2004-06-05 00:00:00,,MPI,,CS78981
1954,MNF-Jac-12,USA,MNF-Jack,43.5187,-86.1739,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/1954.png,CS77097
2016,MNF-Pin-39,USA,MNF-Pine,43.5356,-86.1788,Diane Byers,2004-06-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2016.png,CS77098
2017,MNF-Pin-40,USA,MNF-Pine,43.5356,-86.1788,Diane Byers,2004-06-05 00:00:00,,MPI,,CS78982
2031,Map-8,USA,Map,42.166,-86.412,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78983
2053,Map-35,USA,Map,42.166,-86.412,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78984
2057,Map-42,USA,Map,42.166,-86.412,Diane Byers,2002-05-01 00:00:00,,MPI,,CS77732
2081,MuskSP-68,USA,MuskSP,43.2483,-86.3368,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78985
2091,MuskSP-83,USA,MuskSP,43.2483,-86.3368,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78986
2106,MSGA-10,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78987
2108,MSGA-12,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78988
2141,MSGA-61,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78989
2159,Paw-13,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78990
2166,Paw-20,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78991
2171,Paw-26,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2171.png,CS77164
2191,Pent-7,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78992
2202,Pent-23,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2202.png,CS77168
2212,Pent-46,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78993
2239,Riv-25,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78994
2240,Riv-26,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78995
2276,SLSP-31,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2276.png,CS77254
2278,SLSP-35,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2278.png,CS77255
2285,SLSP-69,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78996
2286,SLSP-67,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,,MPI,,CS78997
2317,Ste-40,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2317.png,CS77278
2370,Yng-4,USA,Yng,41.865,-86.646,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78998
2412,Yng-53,USA,Yng,41.865,-86.646,Diane Byers,2002-05-01 00:00:00,,MPI,,CS78999
470,BRR4,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78943
476,BRR12,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78944
484,BRR23,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78945
504,BRR57,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78946
506,BRR60,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78947
531,BRR107,USA,BRR,40.8313,-87.735,Diane Byers,2006-05-01 00:00:00,,MPI,,CS78948
685,LI-EF-011,USA,East Farm - EF,40.9064,-73.1493,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78954
687,LI-EF-018,USA,East Farm - EF,40.9064,-73.1493,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78955
628,LI-OF-061,USA,Organic Farm - OF,40.7777,-72.9069,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78951
630,LI-OF-065,USA,Organic Farm - OF,40.7777,-72.9069,Oliver Bossdorf,2006-04-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/630.png,CS77036
680,LI-RR-096,USA,Randall Road - RR,40.9447,-72.8615,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78952
681,LI-RR-097,USA,Randall Road - RR,40.9447,-72.8615,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78953
728,LI-SET-019,USA,Setauket - SET,40.9352,-73.114,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78956
742,LI-SET-036,USA,Setauket - SET,40.9352,-73.114,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78957
544,LI-WP-039,USA,Weld Preserve - WP,40.9076,-73.2089,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78949
546,LI-WP-041,USA,Weld Preserve - WP,40.9076,-73.2089,Oliver Bossdorf,2006-04-01 00:00:00,,MPI,,CS78950
801,KYC-33,USA,KYC,37.9169,-84.4639,Kathleen Donohue,1999-05-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/801.png,CS76992
853,MIA-1,USA,MIA,41.7976,-86.6691,Kathleen Donohue,1999-05-21 00:00:00,,MPI,,CS78958
854,MIA-5,USA,MIA,41.7976,-86.6691,Kathleen Donohue,1999-05-21 00:00:00,,MPI,,CS78959
867,MIC-20,USA,MIC,41.8266,-86.4366,Kathleen Donohue,1999-05-21 00:00:00,,MPI,,CS78960
868,MIC-24,USA,MIC,41.8266,-86.4366,Kathleen Donohue,1999-05-21 00:00:00,,MPI,,CS78961
870,MIC-31,USA,MIC,41.8266,-86.4366,Kathleen Donohue,1999-05-21 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/870.png,CS77082
915,LIN S-5,USA,LIN S,41.8972,-71.4378,Kathleen Donohue,1999-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/915.png,CS77040
932,CHA-41,USA,CHA,42.3634,-71.1445,Kathleen Donohue,2002-06-13 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/932.png,CS76765
7717,KNO1.37,USA,Knox35,41.273,-86.625,Megan Dunning,2005-04-27 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7717.png,CS76972
7757,KNO2.41,USA,Knox35,41.273,-86.625,Megan Dunning,2005-04-27 00:00:00,,MPI,,CS79025
7767,KNO2.54,USA,Knox35,41.273,-86.625,Megan Dunning,2005-04-27 00:00:00,,MPI,,CS79026
6739,CSHL-15,USA,CSHL,40.8585,-73.4675,Catherine Weiss,1993-05-01 00:00:00,,MPI,,CS79011
6740,CSHL-17,USA,CSHL,40.8585,-73.4675,Catherine Weiss,1993-05-01 00:00:00,,MPI,,CS79012
6744,CSHL-5,USA,CSHL,40.8585,-73.4675,Catherine Weiss,1993-05-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/6744.png,CS76779
6749,FM-10,USA,FM,42.4489,-76.5072,Michael Nachman,1993-05-01 00:00:00,,MPI,,CS79013
6750,FM-11,USA,FM,42.4489,-76.5072,Michael Nachman,1993-05-01 00:00:00,,MPI,,CS79014
6805,HS-12,USA,HS,42.373,-71.0627,Toby Kellogg,1993-05-01 00:00:00,,MPI,,CS79015
6806,HS-17,USA,HS,42.373,-71.0627,Toby Kellogg,1993-05-01 00:00:00,,MPI,,CS79016
7033,Buckhorn Pass,USA,Buckhorn Pass,41.3599,-122.755,Angus Murphy,,,"Salk,MPI",http://gwapp.gmi.oeaw.ac.at/public/plants/7033.png,CS76733
6909,Col-0,USA,Col,38.3,-92.3,Albert Kranz,,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/6909.png,CS76778
7160,Gre-0,USA,Gre,43.178,-85.2532,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7160.png,CS76497
6926,Kin-0,USA,Kin,44.46,-85.37,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6926.png,CS76527
7248,Mv-0,USA,Mv,41.3923,-70.6652,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7248.png,CS76556
7350,Tac-0,USA,Tac,47.2413,-122.459,Thomas Mitchell-Olds,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7350.png,CS76609
7356,Tol-0,USA,Tol,41.6639,-83.5553,Scott Leisner,,released,"Salk,MPI",http://gwapp.gmi.oeaw.ac.at/public/plants/7356.png,CS76614
7358,Tol-2,USA,Tol,41.6639,-83.5553,Scott Leisner,,,MPI,,CS79019
7359,Tol-3,USA,Tol,41.6639,-83.5553,Scott Leisner,,,MPI,,CS79020
7377,Tul-0,USA,Tul,43.2708,-85.2563,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7377.png,CS76618
7416,Yo-0,USA,Yo,37.45,-119.35,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7416.png,CS76633
7566,627ME-13Y1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,,MPI,,CS78367
7568,627ME-1MI1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,,MPI,,CS79024
7523,Pna-17,USA,PNA,42.0945,-86.3253,Joy Bergelson,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7523.png,CS76575
7917,PNA3.10,USA,PNA,42.0945,-86.3253,Megan Dunning,2005-05-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7917.png,CS77183
7947,PNA3.40,USA,PNA,42.0945,-86.3253,Megan Dunning,2005-05-04 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7947.png,CS77184
8699,328PNA062,USA,PNA,42.0945,-86.3253,Justin Borevitz,2006-03-28 00:00:00,,MPI,,CS79032
8723,11PNA1.14,USA,PNA,42.0945,-86.3253,Justin Borevitz,2006-11-11 00:00:00,,MPI,,CS79033
8037,PT1.52,USA,PT (La Porte),41.3423,-86.7368,Megan Dunning,2005-04-25 00:00:00,,MPI,,CS79027
8057,PT1.85,USA,PT (La Porte),41.3423,-86.7368,Megan Dunning,2005-04-25 00:00:00,,MPI,,CS79028
8077,PT2.21,USA,PT (La Porte),41.3423,-86.7368,Megan Dunning,2005-04-25 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/8077.png,CS77191
7525,Rmx-A180,USA,RMX,42.036,-86.511,Joy Bergelson,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7525.png,CS77218
7529,627RMX-1MN4,USA,RMX,42.0333,-86.5128,Justin Borevitz,2006-06-27 00:00:00,,MPI,,CS79022
7530,627RMX-1MN5,USA,RMX,42.0333,-86.5128,Justin Borevitz,2006-06-27 00:00:00,,MPI,,CS79023
8132,RMX3.22,USA,RMX,42.036,-86.511,Megan Dunning,2005-05-07 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/8132.png,CS77219
8171,RMX4.118,USA,RMX,42.036,-86.511,Megan Dunning,2005-05-07 00:00:00,,MPI,,CS79029
9027,RMX413.85,USA,RMX,42.036,-86.511,Justin Borevitz,,,MPI,,CS79034
7514,RRS-7,USA,RRS,41.5609,-86.4251,Joy Bergelson,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7514.png,CS76593
7515,RRS-10,USA,RRS,41.5609,-86.4251,Joy Bergelson,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/7515.png,CS76592
8233,Dem-4,USA,Dem,41.1876,-87.1923,Joy Bergelson,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8233.png,CS76794
7332,Seattle-0,USA,Seattle,47,-122.2,Rick Amasino,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7332.png,CS76598
8246,NC-6,USA,NC,35,-79.18,Joy Bergelson,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8246.png,CS77124
6814,KNO-15,USA,Knox,41.2816,-86.621,Joy Bergelson,1993-05-22 00:00:00,,MPI,,CS79017
6927,KNO-10,USA,Knox,41.2816,-86.621,Joy Bergelson,1993-05-22 0:00:00,released,"Salk,MPI",http://gwapp.gmi.oeaw.ac.at/public/plants/6927.png,CS76973
8464,LP3413.31,USA,LP,41.6862,-86.8513,Justin Borevitz,,,MPI,,CS79030
8483,LP3413.53,USA,LP,41.6862,-86.8513,Justin Borevitz,,,MPI,,CS79031
7475,KEN,USA,Hartford,41.767,-72.677,Massimo Pigliucci,,,MPI,,CS79021
7477,WAR,USA,Lincoln Woods State Park,41.7302,-71.2825,Massimo Pigliucci,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7477.png,CS78853
5276,UKSE06-533,UK,Cnt,51.3,1.1,Eric Holub,2006-05-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5276.png,CS78806
5279,UKSE06-541,UK,Cnt,51.3,1.1,Eric Holub,2006-05-23 00:00:00,,MPI,,CS79004
5353,UKNW06-003,UK,"Dove Cottage,Wordsworth Trust, nr Grasmere",54.5,-3,Eric Holub,2006-06-08 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5353.png,CS78792
5023,UKSE06-118,UK,East Malling Research Station,51.3,0.5,Eric Holub,2006-05-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5023.png,CS78799
5104,UKSE06-252,UK,East Malling village,51.3,0.5,Eric Holub,2006-05-23 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5104.png,CS78800
4807,UKSW06-207,UK,Indian Queen,50.4,-4.9,Eric Holub,2006-05-11 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4807.png,CS78809
4958,UKSW06-360,UK,Liskeard,50.5,-4.5,Eric Holub,2006-05-12 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4958.png,CS78814
4939,UKSW06-341,UK,Lostwitheil,50.4,-4.7,Eric Holub,2006-05-12 00:00:00,,MPI,,CS79002
5395,UKNW06-102,UK,"Outgate, east side",54.4,-3,Eric Holub,2006-06-08 00:00:00,,MPI,,CS79005
5236,UKSE06-470,UK,Paddock Wood,51.2,0.4,Eric Holub,2006-05-23 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5236.png,CS78804
5349,UKSE06-639,UK,Scotney Castle,51.1,0.4,Eric Holub,2006-05-23 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5349.png,CS78807
5249,UKSE06-491,UK,Sissinghurst Castle garden,51.2,0.3,Eric Holub,2006-05-23 00:00:00,,MPI,,CS79003
5253,UKSE06-500,UK,Sissinghurst Castle garden,51.1,0.6,Eric Holub,2006-05-23 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5253.png,CS78805
4900,UKSW06-302,UK,St Austel,50.3,-4.8,Eric Holub,2006-05-11 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4900.png,CS78812
4779,UKSW06-179,UK,St Columb,50.4,-4.9,Eric Holub,2006-05-11 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4779.png,CS78808
4826,UKSW06-226,UK,St Dennis,50.4,-4.9,Eric Holub,2006-05-11 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4826.png,CS78810
4840,UKSW06-240,UK,St Dennis,50.4,-4.9,Eric Holub,2006-05-11 00:00:00,,MPI,,CS79000
4857,UKSW06-257,UK,St Stephens,50.3,-4.9,Eric Holub,2006-05-11 00:00:00,,MPI,,CS79001
4884,UKSW06-285,UK,St Stephens,50.3,-4.9,Eric Holub,2006-05-11 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/4884.png,CS78811
5210,UKSE06-432,UK,Tonbridge castle,51.2,0.3,Eric Holub,2006-05-23 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5210.png,CS78803
5165,UKSE06-362,UK,Wateringbury,51.3,0.4,Eric Holub,2006-05-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5165.png,CS78802
5151,UKSE06-325,UK,West Malling village,52.2,-1.7,Eric Holub,2006-05-05 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5151.png,CS78801
5717,Bra-1,UK,Braithwaite,54.6,-3.2,Eric Holub,1992-01-01 00:00:00,,MPI,,CS79007
5577,UKNW06-403,UK,Cockermouth,54.7,-3.4,Eric Holub,2006-06-08 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5577.png,CS78797
5486,UKNW06-233,UK,High Lorton,54.6,-3.3,Eric Holub,2006-06-08 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5486.png,CS78794
5644,UKNW06-481,UK,Windemere,54.4,-2.9,Eric Holub,2006-06-08 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5644.png,CS78798
5651,UKNW06-488,UK,Windemere,54.4,-2.9,Eric Holub,2006-06-08 00:00:00,,MPI,,CS79006
5718,UKID11,UK,Braemar,57,-3.4,Eric Holub,1992-01-01 00:00:00,,MPI,,CS79008
5726,Cnt-1,UK,Canterbury (Sullivan garden),51.3,1.1,Eric Holub,1992-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5726.png,CS78782
7064,Cnt-1,UK,Canterbury (Sullivan garden),51.3,1.1,Eric Holub,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7064.png,CS76467
7109,Ema-1,UK,Ema,51.3,0.5,Eric Holub,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7109.png,CS76480
5768,UKID63,UK,Ripon,54.1,-1.5,Eric Holub,1992-01-01 0:00:00,done,"Monsanto,MPI",http://gwapp.gmi.oeaw.ac.at/public/plants/5768.png,CS78786
5776,UKID71,UK,Stanton-by-Dale,52.9,-1.3,Eric Holub,1992-01-01 00:00:00,,MPI,,CS79009
5779,UKID74,UK,Taunton,51,-3.1,Eric Holub,1992-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5779.png,CS78789
5798,UKID93,UK,Ruthin,53.1,-3.3,Eric Holub,1994-01-01 00:00:00,,MPI,,CS79010
5800,UKID96,UK,Lochcarron (Barlow),57.4,-5.5,Eric Holub,1995-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5800.png,CS78791
5811,UKID107,UK,Chirk,52.9,-3.1,Eric Holub,1995-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5811.png,CS78778
5822,UKID116,UK,Ardtoe,56.7333,-5.98333,Eric Holub,1995-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5822.png,CS78780
5741,For-2,UK,Fortingall,56.6,-4.1,D. Ratcliffe,1959-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5741.png,CS78783
5748,Kil-0,UK,Killearn,56,-4.4,D. Ratcliffe,1959-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5748.png,CS78784
5757,Mc-1,UK,Mickell’s Fell,54.6,-2.3,D. Ratcliffe,1960-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5757.png,CS78785
5772,Set-1,UK,Settle,54.1,-2.3,D. Ratcliffe,1955-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5772.png,CS78787
5784,Ty-1,UK,Taynuilt,56.4,-5.2,D. Ratcliffe,1961-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5784.png,CS78790
6907,CIBC-17,UK,CIBC,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6907.png,CS76770
6908,CIBC-5,UK,CIBC,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6908.png,CS78894
6923,HR-10,UK,HR,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6923.png,CS76940
6924,HR-5,UK,HR,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6924.png,CS76514
6966,Sq-1,UK,SQ,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6966.png,CS77266
6967,Sq-8,UK,SQ,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6967.png,CS76604
6986,Abd-0,UK,Abd,57.1539,-2.2207,R. Mitchelson,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6986.png,CS76429
6989,Alst-1,UK,Alst,54.8,-2.4333,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6989.png,CS76432
7014,Ba-1,UK,Black Mount (Ba),56.5459,-4.79821,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7014.png,CS76441
7026,Boot-1,UK,Boot,54.4,-3.2667,Maarten Koornneef,2000-05-14 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7026.png,CS76452
5720,Cal-2,UK,Cal,53.3,-1.6,D. Ratcliffe,1954-01-01 00:00:00,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/5720.png,CS78781
7061,Cal-0,UK,Cal,53.2699,-1.64293,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7061.png,CS76460
7107,Durh-1,UK,Durh,54.7761,-1.5733,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7107.png,CS76477
7111,Edi-0,UK,Edi,55.9494,-3.16028,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7111.png,CS76831
7192,Kil-0,UK,Killean (Kil),55.6395,-5.66364,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7192.png,CS76526
7208,Lan-0,UK,Lan,55.6739,-3.78181,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7208.png,CS76539
7314,Ragl-1,UK,Ragl,54.3512,-3.41697,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7314.png,CS76583
7342,Su-0,UK,Su,53.6473,-3.00733,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7342.png,CS76606
7387,Vind-1,UK,Vind,54.9902,-2.3671,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7387.png,CS76625
6943,NFA-10,UK,NFA,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6943.png,CS77126
6944,NFA-8,UK,NFA,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6944.png,CS78913
8238,Kent,UK,Kent,51.15,0.4,Magnus Nordborg,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8238.png,CS76967
9298,Edi-1,UK,Edinburgh,55.9681,-3.21833,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9298.png,CS76832
9312,Ullapool-8,UK,Ullapool,57.9,-5.1525,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9312.png,CS78821
9314,Gol-2,UK,Golspie,57.9672,-3.96722,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9314.png,CS76883
9503,11C1,UK,11 Hillend,55.8877,-3.21072,Andrew Hudson,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9503.png,CS76640
991,Ale-Stenar-41-1,SWE,Ales Stenar,55.3833,14.05,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/991.png,CS76651
992,Ale-Stenar-44-4,SWE,Ales Stenar,55.3833,14.05,Jon Ågren,2001-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/992.png,CS76652
997,Ale-Stenar-56-14,SWE,Ales Stenar,55.3833,14.05,Jon Ågren,2001-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/997.png,CS76653
1002,Ale-Stenar-64-24,SWE,Ales Stenar,55.3833,14.05,Jon Ågren,2001-01-01 00:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1002.png,CS76654
1006,Ale-Stenar-77-31,SWE,Ales Stenar,55.3833,14.05,Jon Ågren,2001-01-01 00:00:00,,GMI,,CS77636
1061,Brösarp-11-135,SWE,Brösarp,55.7167,14.1333,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1061.png,CS76727
1062,Brösarp-15-138,SWE,Brösarp,55.7167,14.1333,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1062.png,CS76728
1063,Brösarp-21-140,SWE,Brösarp,55.7167,14.1333,Jon Ågren,2001-01-01 0:00:00,released,GMI,http://gwapp.gmi.oeaw.ac.at/public/plants/1063.png,CS76729
