id,FT10_mean,FT10_sd,FT16_mean,FT16_sd,seq_by,name,country,sitename,latitude,longitude,collector,collectiondate,CS_number,group,relict,icon
6088,107.6666666667,5.1316014394,128,NA,GMI,Stu1-1,SWE,Stu1,56.4666,16.1284,Magnus Nordborg,2000-06-13 00:00:00,CS77285,south_sweden,,red_circle
6090,94.75,6.5,105,4.582575695,GMI,T1000,SWE,Staff 2,55.6525,13.2197,Mattias Jakobsson,2003-01-01 0:00:00,CS77288,south_sweden,,red_circle
6092,103,3.829708431,89.5,4.434711565,GMI,T1020,SWE,Staff 6,55.6514,13.2233,Mattias Jakobsson,2003-01-01 00:00:00,CS77289,south_sweden,,red_circle
6094,101.75,5.6789083458,92.66666667,34.78984526,GMI,T1040,SWE,Staff 4,55.6494,13.2147,Mattias Jakobsson,2003-01-01 0:00:00,CS77290,south_sweden,,red_circle
6097,114.5,11.2694276696,94,7.874007874,GMI,T1070,SWE,Staff 9,55.6481,13.2264,Mattias Jakobsson,2003-01-01 00:00:00,CS77291,south_sweden,,red_circle
6098,112.25,6.1305247192,105,6.480740698,GMI,T1080,SWE,Staff 11,55.6561,13.2178,Mattias Jakobsson,2003-01-01 0:00:00,CS77292,south_sweden,,red_circle
6099,117,5.4160256031,113.6666667,17.0098011,GMI,T1090,SWE,Staff 12,55.6575,13.2386,Mattias Jakobsson,2003-01-01 0:00:00,CS77293,south_sweden,,red_circle
6100,102,8.602325267,108.3333333,13.50308607,GMI,T1110,SWE,Staff 17,55.6,13.2,Mattias Jakobsson,2003-01-01 00:00:00,CS77294,south_sweden,,red_circle
6102,122.3333333333,12.8582010147,103.5,19.09188309,GMI,T1130,SWE,Staff 15,55.6,13.2,Mattias Jakobsson,2003-01-01 00:00:00,CS77295,south_sweden,,red_circle
6104,100,4.0824829046,109.5,10.66145706,GMI,T1160,SWE,Lund 16,55.7,13.2,Mattias Jakobsson,2003-01-01 00:00:00,CS77296,south_sweden,,red_circle
6105,97.75,4.9916597106,87.66666667,6.350852961,GMI,T450,SWE,Kävlinge 6,55.7967,13.1211,Mattias Jakobsson,2003-01-01 0:00:00,CS77297,south_sweden,,red_circle
6106,102,NA,94.75,6.5,GMI,T460,SWE,Kävlinge 8,55.7931,13.1186,Mattias Jakobsson,2003-01-01 00:00:00,CS77298,south_sweden,,red_circle
6107,119,5.2915026221,105.25,12.33896268,GMI,T470,SWE,Kävlinge 9,55.7942,13.1222,Mattias Jakobsson,2003-01-01 00:00:00,CS77299,south_sweden,,red_circle
6108,78.75,3.3040379336,52.75,4.272001873,GMI,T480,SWE,Kävlinge 3,55.7989,13.1206,Mattias Jakobsson,2003-01-01 00:00:00,CS77300,western_europe,,blu_circle
6109,100.75,2.6299556397,99,15.71623365,GMI,T510,SWE,Kävlinge 7,55.7936,13.1233,Mattias Jakobsson,2003-01-01 0:00:00,CS77301,south_sweden,,red_circle
6111,111.75,9.6738479073,93.66666667,4.041451884,GMI,T530,SWE,Kävlinge 1,55.7989,13.1219,Mattias Jakobsson,2003-01-01 00:00:00,CS77302,south_sweden,,red_circle
6112,94.5,3.3166247904,76.75,0.957427108,GMI,T540,SWE,Kävlinge 10,55.7967,13.1044,Mattias Jakobsson,2003-01-01 00:00:00,CS77303,south_sweden,,red_circle
6113,132.6666666667,13.0128141973,NA,NA,GMI,T550,SWE,Kävlinge 11,55.8078,13.1028,Mattias Jakobsson,2003-01-01 0:00:00,CS77304,south_sweden,,red_circle
6114,97,2.9439202888,92,7.874007874,GMI,T570,SWE,Kävlinge 13,55.8097,13.1342,Mattias Jakobsson,2003-01-01 00:00:00,CS77305,south_sweden,,red_circle
6115,97.5,14.9331845231,74.75,4.924428901,GMI,T580,SWE,Kävlinge 14,55.8,13.1367,Mattias Jakobsson,2003-01-01 0:00:00,CS77306,south_sweden,,red_circle
6118,98.25,2.3629078131,99.25,7.544313532,GMI,T610,SWE,Öresundsv,55.7,13.2,Mattias Jakobsson,2003-01-01 0:00:00,CS77307,south_sweden,,red_circle
6122,101.5,2.8867513459,90,4.966554809,GMI,T670,SWE,Eslöv 7,55.8364,13.3075,Mattias Jakobsson,2003-01-01 0:00:00,CS77308,south_sweden,,red_circle
6124,129.5,7.0474581706,106,1,GMI,T690,SWE,Eslöv 8,55.8378,13.3092,Mattias Jakobsson,2003-01-01 0:00:00,CS77309,south_sweden,,red_circle
6125,106.25,5.5602757725,100,10.48808848,GMI,T710,SWE,Eslöv 5,55.8403,13.3106,Mattias Jakobsson,2003-01-01 00:00:00,CS77310,south_sweden,,red_circle
6126,103.25,6.3966136875,89,1.732050808,GMI,T720,SWE,Eslöv 6,55.8411,13.3047,Mattias Jakobsson,2003-01-01 00:00:00,CS77311,south_sweden,,red_circle
6127,124,11.9443152448,132.6666667,11.37248141,,T730,SWE,Eslöv 3,55.8428,13.3058,Mattias Jakobsson,2003-01-01 0:00:00,,,,
6128,122.3333333333,9.0737717259,113,12.489996,GMI,T740,SWE,Eslöv 13,55.8397,13.2881,Mattias Jakobsson,2003-01-01 00:00:00,CS77313,south_sweden,,red_circle
6129,109.75,7.1355915429,131,19.79898987,,T750,SWE,Eslöv 10,55.8544,13.2875,Mattias Jakobsson,2003-01-01 00:00:00,,,,
6131,119,10.5830052443,137,NA,GMI,T780,SWE,Eslöv 14,55.8369,13.3181,Mattias Jakobsson,2003-01-01 00:00:00,CS77315,south_sweden,,red_circle
6132,106,3.1622776602,102.5,3.785938897,GMI,T790,SWE,Eslöv 17,55.8386,13.3186,Mattias Jakobsson,2003-01-01 00:00:00,CS77316,south_sweden,,red_circle
6133,111.75,12.473304828,91.75,2.986078811,GMI,T800,SWE,Eslöv 16,55.8364,13.2906,Mattias Jakobsson,2003-01-01 00:00:00,CS77317,south_sweden,,red_circle
6134,110,3.7416573868,100.3333333,4.932882862,GMI,T810,SWE,Eslöv 15,55.8383,13.2906,Mattias Jakobsson,2003-01-01 0:00:00,CS77318,south_sweden,,red_circle
6136,96.5,2.3804761428,84.5,3.415650255,GMI,T840,SWE,Höör 3,55.9336,13.5519,Mattias Jakobsson,2003-01-01 00:00:00,CS77319,south_sweden,,red_circle
6137,92.5,4.3588989435,87.75,5.251983752,GMI,T850,SWE,Höör 6,55.9419,13.5603,Mattias Jakobsson,2003-01-01 00:00:00,CS77320,south_sweden,,red_circle
6138,97,5.4772255751,90.75,5.909032634,GMI,T860,SWE,Höör 9,55.9403,13.5511,Mattias Jakobsson,2003-01-01 00:00:00,CS77321,south_sweden,,red_circle
6140,98.75,2.8722813233,103.25,15.37042615,GMI,T880,SWE,Höör 7,55.9392,13.5539,Mattias Jakobsson,2003-01-01 00:00:00,CS77322,south_sweden,,red_circle
6142,98.5,3.6968455021,107.5,11.26942767,GMI,T900,SWE,Höör 5,55.9428,13.5558,Mattias Jakobsson,2003-01-01 00:00:00,CS77323,south_sweden,,red_circle
6145,116,8.1649658093,111.5,16.26345597,GMI,T930,SWE,Höör 11,55.9497,13.5533,Mattias Jakobsson,2003-01-01 00:00:00,CS77324,south_sweden,,red_circle
6148,105,3.4641016151,105.6666667,4.932882862,GMI,T960,SWE,Höör 17,55.9319,13.5508,Mattias Jakobsson,2003-01-01 00:00:00,CS77325,south_sweden,,red_circle
6149,106,1.8257418584,99,9.933109617,GMI,T970,SWE,Höör 16,55.9281,13.5481,Mattias Jakobsson,2003-01-01 0:00:00,CS77326,south_sweden,,red_circle
6150,111.3333333333,3.7859388972,101.6666667,6.429100507,GMI,T980,SWE,Höör 15,55.9261,13.5319,Mattias Jakobsson,2003-01-01 00:00:00,CS77327,south_sweden,,red_circle
6151,99.5,8.6986589005,103.3333333,5.859465277,GMI,T990,SWE,Staff 3,55.6528,13.2244,Mattias Jakobsson,2003-01-01 00:00:00,CS77328,south_sweden,,red_circle
6153,149.25,30.2806318736,116,NA,GMI,TAA 03,SWE,TAA,62.6425,17.7422,Mattias Jakobsson,2003-01-01 0:00:00,CS77329,north_sweden,,orange_circle
6154,149.3333333333,7.3711147958,NA,NA,GMI,TAA 04,SWE,TAA,62.6422,17.7406,Mattias Jakobsson,2003-01-01 00:00:00,CS77330,north_sweden,,orange_circle
6163,157.5,13.4350288425,NA,NA,GMI,TAA 14,SWE,TAA,62.6425,17.7356,Mattias Jakobsson,2003-01-01 00:00:00,CS77331,north_sweden,,orange_circle
6166,144,16.3095064303,NA,NA,GMI,TAA 17,SWE,TAA,62.6425,17.7372,Mattias Jakobsson,2003-01-01 00:00:00,CS77332,north_sweden,,orange_circle
6169,116,5.5677643628,113.5,4.949747468,GMI,TÅD 01,SWE,TÅD,62.8714,18.3447,Mattias Jakobsson,2003-01-01 0:00:00,CS77333,north_sweden,,orange_circle
6171,103.25,1.8929694486,108,NA,,TÅD 03,SWE,TÅD,62.8717,18.3444,Mattias Jakobsson,2003-01-01 00:00:00,,,,
6172,110.5,21.7638844572,114,NA,GMI,TÅD 04,SWE,TÅD,62.8717,18.3436,Mattias Jakobsson,2003-01-01 00:00:00,CS77335,north_sweden,,orange_circle
6173,91.75,5.5,101,2.645751311,GMI,TÅD 05,SWE,TÅD,62.8717,18.3419,Mattias Jakobsson,2003-01-01 00:00:00,CS77336,north_sweden,,orange_circle
6174,100,6.5574385243,128,0,GMI,TÅD 06,SWE,TÅD,62.8719,18.3422,Mattias Jakobsson,2003-01-01 00:00:00,CS77337,north_sweden,,orange_circle
6177,99,8.1649658093,105.5,19.09188309,GMI,TÄL 03,SWE,TÄL,62.6322,17.69,Mattias Jakobsson,2003-01-01 00:00:00,CS77338,north_sweden,,orange_circle
6180,71,2.1602468995,41.25,2.217355783,GMI,TÄL 07,SWE,TÄL,62.6322,17.6906,Mattias Jakobsson,2003-01-01 00:00:00,CS77339,germany,,ltblu_circle
6184,93.6666666667,5.0332229568,103.6666667,5.686240703,GMI,TBÖ 01,SWE,TBÖ,62.8892,18.4522,Mattias Jakobsson,2003-01-01 00:00:00,CS77343,north_sweden,,orange_circle
6188,73.25,8.0570879768,53.5,2.081665999,GMI,TDr-1,SWE,TDr,55.7683,14.1386,Mattias Jakobsson,2003-01-01 00:00:00,CS77345,south_sweden,,red_circle
6189,74,4.9665548086,56.66666667,3.785938897,GMI,TDr-2,SWE,TDr,55.7686,14.1383,Mattias Jakobsson,2003-01-01 00:00:00,CS77351,south_sweden,,red_circle
6191,78.3333333333,7.6376261583,58.5,1.732050808,GMI,TDr-4,SWE,TDr,55.7689,14.1375,Mattias Jakobsson,2003-01-01 0:00:00,CS77352,south_sweden,,red_circle
6192,95,2.4494897428,63,4,GMI,TDr-5,SWE,TDr,55.7692,14.1369,Mattias Jakobsson,2003-01-01 0:00:00,CS77353,south_sweden,,red_circle
6193,83,8.2056890834,54.5,4.041451884,GMI,TDr-7,SWE,TDr,55.7694,14.1347,Mattias Jakobsson,2003-01-01 00:00:00,CS77354,south_sweden,,red_circle
6194,110.5,5.4467115461,91.5,6.244997998,GMI,TDr-8,SWE,TDr,55.7706,14.1342,Mattias Jakobsson,2003-01-01 00:00:00,CS77355,south_sweden,,red_circle
6195,83.75,4.1129875598,59,4.69041576,GMI,TDr-9,SWE,TDr,55.7708,14.1342,Mattias Jakobsson,2003-01-01 00:00:00,CS77356,south_sweden,,red_circle
6197,75.25,3.2015621187,59,5.887840578,,TDr-11,SWE,TDr,55.7714,14.1333,Mattias Jakobsson,2003-01-01 00:00:00,,,,
6198,88.25,8.4212033978,92.5,20.50609665,GMI,TDr-13,SWE,TDr,55.7708,14.1331,Mattias Jakobsson,2003-01-01 00:00:00,CS77347,south_sweden,,red_circle
6201,94.25,4.3493294502,103,5.597618541,GMI,TDr-16,SWE,TDr,55.7719,14.1211,Mattias Jakobsson,2003-01-01 00:00:00,CS77348,south_sweden,,red_circle
6202,109.75,7.8475049113,128,8.185352772,GMI,TDr-17,SWE,TDr,55.7717,14.1206,Mattias Jakobsson,2003-01-01 00:00:00,CS77349,south_sweden,,red_circle
6203,108,5.9441848334,119.6666667,23.18045153,GMI,TDr-18,SWE,TDr,55.7714,14.1208,Mattias Jakobsson,2003-01-01 0:00:00,CS77350,south_sweden,,red_circle
6209,94,2.8284271247,107,NA,GMI,TEDEN 02,SWE,TED,62.8836,18.1842,Mattias Jakobsson,2003-01-01 00:00:00,CS77358,north_sweden,,orange_circle
6210,100.75,6.6017674401,125,12.72792206,GMI,TEDEN 03,SWE,TED,62.8839,18.1836,Mattias Jakobsson,2003-01-01 00:00:00,CS77359,north_sweden,,orange_circle
6216,134.5,5.0662280512,NA,NA,GMI,TFÄ 06,SWE,TFÄ,63.0167,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,CS77362,north_sweden,,orange_circle
6217,111.25,3.0956959368,127,NA,GMI,TFÄ 07,SWE,TFÄ,63.0169,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,CS77363,north_sweden,,orange_circle
6218,124,11.401754251,137,NA,GMI,TFÄ 08,SWE,TFÄ,63.0172,18.3283,Mattias Jakobsson,2003-01-01 00:00:00,CS77364,north_sweden,,orange_circle
6220,103,7.1647284201,117.3333333,0.577350269,GMI,TGR 01,SWE,TGR,62.806,18.1896,Mattias Jakobsson,2003-01-01 00:00:00,CS77365,north_sweden,,orange_circle
6221,108,6.164414003,110,NA,GMI,TGR 02,SWE,TGR,62.806,18.1896,Mattias Jakobsson,2003-01-01 0:00:00,CS77366,north_sweden,,orange_circle
6231,109.25,7.3654599313,NA,NA,GMI,TNY 04,SWE,TNY,62.96,18.2844,Mattias Jakobsson,2003-01-01 00:00:00,CS77368,north_sweden,,orange_circle
6235,119.5,2.1213203436,NA,NA,GMI,TOM 01,SWE,TOM,62.9611,18.3589,Mattias Jakobsson,2003-01-01 0:00:00,CS77372,north_sweden,,orange_circle
6237,106,0,109,4,GMI,TOM 03,SWE,TOM,62.9619,18.35,Mattias Jakobsson,2003-01-01 0:00:00,CS77373,north_sweden,,orange_circle
6238,104.5,9.0369611412,124,NA,GMI,TOM 04,SWE,TOM,62.9619,18.35,Mattias Jakobsson,2003-01-01 00:00:00,CS77374,north_sweden,,orange_circle
6240,98.25,6.849574196,125.6666667,10.40833,GMI,TOM 06,SWE,TOM,62.9622,18.35,Mattias Jakobsson,2003-01-01 00:00:00,CS77375,north_sweden,,orange_circle
6241,96.25,4.7871355388,117.5,0.707106781,GMI,TOM 07,SWE,TOM,62.9614,18.3608,Mattias Jakobsson,2003-01-01 00:00:00,CS77376,north_sweden,,orange_circle
6242,83.6666666667,1.5275252317,86.5,24.44722206,GMI,Tomegap-2,SWE,Tomegap,55.7,13.2,Mattias Jakobsson,2003-01-01 00:00:00,CS77377,south_sweden,,red_circle
6243,66.75,4.5,43.75,3.095695937,GMI,Tottarp-2,SWE,Tottarp,56.27373,13.90045,Magnus Nordborg,1999-01-01 00:00:00,CS77381,central_europe,,ylw_circle
6244,90.75,6.9940450861,108.25,6.60176744,GMI,TRÄ 01,SWE,TRÄ,62.9169,18.4728,Mattias Jakobsson,2003-01-01 00:00:00,CS77384,north_sweden,,orange_circle
6252,122.75,13.6228973913,NA,NA,GMI,TV-4,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 0:00:00,CS78771,germany,,ltblu_circle
6255,134,4,NA,NA,GMI,TV-7,SWE,TV,55.5796,14.334,Mattias Jakobsson,2003-01-01 0:00:00,CS78772,germany,,ltblu_circle
6258,119.25,7.6321687612,126.6666667,10.5039675,GMI,TV-10,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,CS78767,admixed,,forbidden
6268,115,5.4160256031,128.6666667,7.234178138,GMI,TV-22,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,CS78768,germany,,ltblu_circle
6276,131,11.7898261226,143,NA,GMI,TV-30,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,CS78769,germany,,ltblu_circle
6284,117.5,1.9148542155,131.5,3.535533906,GMI,TV-38,SWE,TV,55.5796,14.3336,Mattias Jakobsson,2003-01-01 00:00:00,CS78770,south_sweden,,red_circle
6288,87.5,5.1961524227,98,3.559026084,,Udu-12,CZE,Udu,49.2771,16.6314,Jirina Relichov,2000-05-31 00:00:00,,,,
6296,75,7.0237691686,47,1.414213562,Monsanto,UduI 1-11,CZE,UduI 1,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,CS78774,central_europe,,ylw_circle
630,73.5,10.3440804328,58.75,9.53502316,Monsanto,LI-OF-065,USA,Organic Farm - OF,40.7777,-72.9069,Oliver Bossdorf,2006-04-01 00:00:00,CS77036,western_europe,,blu_circle
6390,71.75,4.3493294502,61.33333333,5.507570547,Monsanto,UduI 3-36,CZE,UduI 3,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,CS78775,central_europe,,ylw_circle
6396,82.75,8.6554414484,70.75,3.685557398,Monsanto,UduI 4-9,CZE,UduI 4,49.2771,16.6314,Jirina Relichov,2004-01-01 00:00:00,CS78776,central_europe,,ylw_circle
6413,104.25,5.123475383,95,5.416025603,GMI,Ull3-4,SWE,Ull3,56.06,13.97,Magnus Nordborg,2000-05-14 0:00:00,CS78819,south_sweden,,red_circle
6424,77,3.829708431,53,0.816496581,Monsanto,ZdrI 1-23,CZE,ZdrI 1,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,CS78875,central_europe,,ylw_circle
6434,62.75,6.6520673478,40,1.414213562,Monsanto,ZdrI 2-9,CZE,ZdrI 2,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,CS78877,admixed,,forbidden
6445,67,5.9441848334,50,3.741657387,Monsanto,ZdrI 2-21,CZE,ZdrI 2,49.3853,16.2544,Jirina Relichov,2004-01-01 00:00:00,CS78876,central_europe,,ylw_circle
6680,99.25,4.716990566,92.33333333,13.20353488,Salk,ANH-1,GER,Anholt,51.85,6.4333,Gerhard Röbbelen,1957-01-01 0:00:00,CS76437,western_europe,,blu_circle
6709,69,11.6904519445,49.5,6.806859286,,Bg-2,USA,BG,47.6479,-122.305,Juliette Winterer,1993-05-01 00:00:00,,,,
6744,63.25,6.8007352544,47.25,2.061552813,Monsanto,CSHL-5,USA,CSHL,40.8585,-73.4675,Catherine Weiss,1993-05-01 00:00:00,CS76779,germany,,ltblu_circle
6830,69.75,4.6457866216,41.25,1.258305739,MPI,Kz-13,KAZ,KZ,49.5,73.1,Ihsan Al-Shehbaz,1994-06-07 0:00:00,CS76994,admixed,,forbidden
6897,68,4.6904157598,66.25,19.83893478,Salk,Ag-0,FRA,Ag,45,1.3,Albert Kranz,,CS76430,western_europe,,blu_circle
6898,57.5,4.4347115652,34.25,1.892969449,Salk,An-1,BEL,An,51.2167,4.4,Albert Kranz,,CS76435,admixed,,forbidden
6900,116,NA,121.5,6.363961031,GMI,Bil-5,SWE,Bil,63.324,18.484,Magnus Nordborg,2000-06-25 00:00:00,CS76709,north_sweden,,orange_circle
6901,95.5,3.8729833462,117,5.656854249,GMI,Bil-7,SWE,Bil,63.324,18.484,Magnus Nordborg,2000-06-25 00:00:00,CS76710,north_sweden,,orange_circle
6903,81.5,3.4156502553,56.25,3.593976442,Salk,Bor-4,CZE,Bor,49.4013,16.2326,Jirina Relichov,2000-05-31 00:00:00,CS76454,central_europe,,ylw_circle
6904,72.25,6.4485140407,65.33333333,10.78579312,Salk,Br-0,CZE,Br,49.2,16.6166,Albert Kranz,,CS76455,western_europe,,blu_circle
6906,55.75,2.0615528128,,,,C24,POR,Co,40.2077,-8.42639,Brigitte Damm,,,,,
6907,72,2.1602468995,60.25,2.986078811,Salk,CIBC-17,UK,CIBC,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS76770,admixed,,forbidden
6908,66,3.3665016461,59,6,Salk,CIBC-5,UK,CIBC,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS78894,western_europe,,blu_circle
6909,70.5,14.3643076176,38,2.449489743,GMI,Col-0,USA,Col,38.3,-92.3,Albert Kranz,,CS76778,germany,,ltblu_circle
6911,62.75,6.9940450861,47.25,4.34932945,Salk,Cvi-0,CPV,Cvi,15.1111,-23.6167,Albert Kranz,,CS76789,relict,Y,grn_circle
6913,120.6666666667,8.0829037687,NA,NA,GMI,Eden-2,SWE,Eden,62.877,18.177,Magnus Nordborg,2000-06-25 00:00:00,CS76827,north_sweden,,orange_circle
6915,76.5,8.346656017,56.75,1.707825128,Salk,Ei-2,GER,Eifel,50.3,6.3,Albert Kranz,,CS76478,germany,,ltblu_circle
6916,75,6.4807406984,45.66666667,3.785938897,,Est-1,RUS,Est,58.3,25.3,Albert Kranz,,,,,
6917,144,6.0827625303,NA,NA,GMI,Fäb-2,SWE,Fäb,63.0165,18.3174,Magnus Nordborg,2000-06-25 00:00:00,CS76850,north_sweden,,orange_circle
6918,123,14.7196014439,NA,NA,GMI,Fäb-4,SWE,Fäb,63.0165,18.3174,Magnus Nordborg,2000-06-25 00:00:00,CS76851,north_sweden,,orange_circle
6919,76.75,7.1355915429,94,34.87119155,Salk,Ga-0,GER,Gabelstein,50.3,8,Albert Kranz,,CS76490,central_europe,,ylw_circle
6920,86.75,4.5,93.75,14.63728117,Salk,Got-22,GER,Goettingen,51.5338,9.9355,Gerhard Röbbelen,,CS76884,admixed,,forbidden
6921,83.25,5.6789083458,79.5,4.358898944,,Got-7,GER,Goettingen,51.5338,9.9355,Gerhard Röbbelen,,,,,
6922,71,5.9441848334,44.5,4.795831523,Salk,Gu-0,GER,Glueckingen,50.3,8,Albert Kranz,,CS76498,germany,,ltblu_circle
6923,57,4.8989794856,41.5,4.654746681,Salk,HR-10,UK,HR,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS76940,western_europe,,blu_circle
6924,61.5,6.0277137733,47,2.943920289,Salk,HR-5,UK,HR,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS76514,western_europe,,blu_circle
6926,66.25,4.9916597106,45.75,2.753785274,Salk,Kin-0,USA,Kin,44.46,-85.37,Albert Kranz,,CS76527,western_europe,,blu_circle
6927,73.5,4.7958315233,63,4.082482905,"Salk,MPI",KNO-10,USA,Knox,41.2816,-86.621,Joy Bergelson,1993-05-22 0:00:00,CS76973,germany,,ltblu_circle
6928,77.25,4.3493294502,63.66666667,3.785938897,,KNO-18,USA,Knox,41.2816,-86.621,Joy Bergelson,1993-05-22 0:00:00,,,,
6929,78.5,5.2599112794,61.75,4.645786622,Salk,Kondara,TJK,Kondara,38.48,68.49,Igor Vizir,,CS76532,asia,,purple_circle
6931,59.75,1.7078251277,48.5,6.608075867,Salk,Kz-9,KAZ,KZ,49.5,73.1,Ihsan Al-Shehbaz,1994-06-07 00:00:00,CS76537,asia,,purple_circle
6932,63.5,5.3229064742,40.33333333,0.577350269,"MPI,GMI",Ler-1,GER,Ler,47.984,10.8719,Eric Holub,,CS77021,admixed,,forbidden
6933,63.75,2.0615528128,54.5,3.535533906,Salk,LL-0,ESP,Ll,41.59,2.49,Albert Kranz,,CS77047,spain,,pink_circle
6936,80.5,4.9328828623,56.5,3.109126351,,Lz-0,FRA,Lz,46,3.3,Albert Kranz,,,,,
6937,75.75,4.2720018727,57.25,0.957427108,,Mrk-0,GER,Markt/Baden,49,9.3,Albert Kranz,,,,,
6938,72,4.7609522857,70.75,6.291528696,Salk,Ms-0,RUS,Ms,55.7522,37.6322,Albert Kranz,,CS76555,asia,,purple_circle
6939,61.25,3.6855573979,44,0.816496581,,Mt-0,LIB,Mt,32.34,22.46,Albert Kranz,,,,,
6940,64.25,5.1881274721,39.25,2.872281323,Salk,Mz-0,GER,Merzhausen/Ts.,50.3,8.3,Albert Kranz,,CS76557,germany,,ltblu_circle
6943,60.75,2.2173557826,42.5,1.290994449,Salk,NFA-10,UK,NFA,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS77126,western_europe,,blu_circle
6944,63.75,9.9456858319,44.5,3.31662479,Salk,NFA-8,UK,NFA,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS78913,western_europe,,blu_circle
6945,76.5,7.1879528843,56,3.464101615,Salk,Nok-3,NED,Nok,52.24,4.45,Albert Kranz,,CS76562,germany,,ltblu_circle
6951,79.5,3.109126351,59,4.242640687,Salk,Pu2-23,CZE,Pu2,49.42,16.36,Ivo Cetl,,CS76579,central_europe,,ylw_circle
6956,84.5,2.6457513111,72.5,5.259911279,Salk,Pu2-7,CZE,Pu2,49.42,16.36,Ivo Cetl,,CS76580,central_europe,,ylw_circle
6957,81.25,3.7749172176,84.66666667,13.42882472,Salk,Pu2-8,CZE,Pu2,49.42,16.36,Ivo Cetl,,CS77192,central_europe,,ylw_circle
6958,68.75,3.3040379336,41.66666667,0.577350269,Salk,Ra-0,FRA,Ra,46,3.3,Albert Kranz,,CS76582,western_europe,,blu_circle
6959,71.75,4.9916597106,53.25,3.201562119,Salk,Rennes-1,FRA,REN,48.5,-1.41,Gerhard Röbbelen,,CS77210,western_europe,,blu_circle
6960,55,6.164414003,39.75,5.678908346,Salk,Rennes-11,FRA,REN,48.5,-1.41,Gerhard Röbbelen,,CS77211,western_europe,,blu_circle
6961,59,6.9282032303,50.33333333,5.131601439,Salk,Se-0,ESP,Se,38.3333,-3.53333,Albert Kranz,,CS76597,spain,,pink_circle
6963,78.75,8.5,64.25,6.751543034,Salk,Sorbo,TJK,Sorbo,38.35,68.48,Igor Vizir,,CS78917,asia,,purple_circle
6964,94.75,13.2759180474,103.3333333,11.8462371,,Spr1-2,SWE,Spr1,56.31635,16.03529,Magnus Nordborg,2000-05-15 0:00:00,,,,
6965,94.6666666667,18.929694486,113.3333333,14.04753834,,Spr1-6,SWE,Spr1,56.31635,16.03529,Magnus Nordborg,2000-05-15 0:00:00,,,,
6966,62.25,3.3040379336,55.125,9.29573635,Salk,Sq-1,UK,SQ,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS77266,western_europe,,blu_circle
6967,62.75,4.5,42,4.082482905,Salk,Sq-8,UK,SQ,51.4083,-0.6383,Mick Crawley,1993-05-21 00:00:00,CS76604,western_europe,,blu_circle
6968,92.5,4.0414518843,91.33333333,4.509249753,"Salk,GMI",Tamm-2,FIN,Tamm,60,23.5,Outi Savolainen,1989-05-01 0:00:00,CS76610,north_sweden,,orange_circle
6969,91.25,6.3966136875,96,5.228129047,Salk,Tamm-27,FIN,Tamm,60,23.5,Outi Savolainen,,CS77341,north_sweden,,orange_circle
6970,62.5,1.7320508076,50.25,2.362907813,Salk,Ts-1,ESP,Ts,41.7194,2.93056,Albert Kranz,,CS76615,spain,,pink_circle
6971,66.25,5.5,63.66666667,4.041451884,Salk,Ts-5,ESP,Ts,41.7194,2.93056,Albert Kranz,,CS77388,spain,,pink_circle
6972,79.5,5.4467115461,,,,Tsu-1,JPN,Tsu,34.43,136.31,Eric Holub,,,,,
6973,77.25,8.6168439698,46.25,1.707825128,GMI,Ull2-3,SWE,Ull2,56.0648,13.9707,Magnus Nordborg,2000-05-14 00:00:00,CS78817,germany,,ltblu_circle
6974,108.75,6.8980673622,125.25,10.87428159,GMI,Ull2-5,SWE,Ull2,56.0648,13.9707,Magnus Nordborg,2000-05-14 00:00:00,CS78818,south_sweden,,red_circle
6975,67.25,3.3040379336,47.25,2.62995564,Salk,Uod-1,AUT,Uod,48.3,14.45,Marcus Koch,2000-06-23 0:00:00,CS76621,central_europe,,ylw_circle
6976,71.25,7.3654599313,69.5,5.322906474,Salk,Uod-7,AUT,Uod,48.3,14.45,Marcus Koch,2000-06-23 0:00:00,CS78823,central_europe,,ylw_circle
6979,54.75,6.1305247192,36,0.816496581,Salk,Wei-0,SUI,Wei,47.25,8.26,Alan Slusarenko,,CS76628,central_europe,,ylw_circle
