id,FT10_mean,FT10_sd,FT16_mean,FT16_sd,seq_by,name,country,sitename,latitude,longitude,collector,collectiondate,CS_number,group,relict,icon
8077,70,3.3665016461,57.75,5.123475383,Monsanto,PT2.21,USA,PT (La Porte),41.3423,-86.7368,Megan Dunning,2005-04-25 00:00:00,CS77191,germany,,ltblu_circle
8132,74,2,67.33333333,4.932882862,Monsanto,RMX3.22,USA,RMX,42.036,-86.511,Megan Dunning,2005-05-07 00:00:00,CS77219,germany,,ltblu_circle
8213,58.75,5.737304826,36,1.414213562,,Pro-0,ESP,Pro,43.25,-6,Joy Bergelson,,,,,
8214,65,4.5460605657,54.5,5.567764363,Salk,Gy-0,FRA,Gy,49,2,Albert Kranz,,CS78901,western_europe,,blu_circle
8222,100,8.8317608663,93.25,6.34428877,GMI,Lis-2,SWE,Lis,56.0328,14.775,Magnus Nordborg,2000-06-13 00:00:00,CS77043,south_sweden,,red_circle
8227,120,7.7028133389,NA,NA,GMI,THÖ 03,SWE,THÖ,62.7989,17.9103,Mattias Jakobsson,2003-01-01 0:00:00,CS77367,north_sweden,,orange_circle
8230,110.3333333333,1.5275252317,103,37.98683983,GMI,Algutsrum,SWE,Algutsrum,56.68,16.5,Magnus Nordborg,,CS76657,south_sweden,,red_circle
8231,100.75,3.3040379336,108.6666667,15.94783162,GMI,Brö1-6,SWE,Brömsebro,56.3,16,Magnus Nordborg,2000-05-15 00:00:00,CS76726,south_sweden,,red_circle
8233,75.5,5.8022983952,69.25,6.551081336,Salk,Dem-4,USA,Dem,41.1876,-87.1923,Joy Bergelson,,CS76794,germany,,ltblu_circle
8234,102.6666666667,10.9696551146,92.75,6.34428877,"GMI,Salk",Gul1-2,SWE,Gullabo,56.4606,15.8127,Magnus Nordborg,2000-05-15 0:00:00,CS76896,south_sweden,,red_circle
8235,74.5,5,68.75,8.655441448,Salk,Hod,CZE,Hodonin,48.8,17.1,Jirina Relichov,2000-05-31 0:00:00,CS76924,central_europe,,ylw_circle
8236,74,1,64.66666667,11.54700538,Salk,HSm,CZE,Horni Smrcne,49.33,15.76,Jirina Relichov,2000-05-31 0:00:00,CS76941,central_europe,,ylw_circle
8237,97.25,2.6299556397,98.75,7.5,GMI,Kävlinge-1,SWE,Kävlinge,55.8,13.1,Torbjorn Sall,1999-01-01 00:00:00,CS76964,south_sweden,,red_circle
8238,79.5,3,52.25,2.5,Salk,Kent,UK,Kent,51.15,0.4,Magnus Nordborg,,CS76967,germany,,ltblu_circle
8239,56,4,42.5,2.380476143,Salk,PHW-3,GER,Koeln,51,7,Paul Williams,,CS76976,germany,,ltblu_circle
8240,94.5,5.7445626465,83,4.582575695,GMI,Kulturen-1,SWE,Kulturen,55.705,13.196,Torbjorn Sall,,CS76987,south_sweden,,red_circle
8241,90.75,4.5734742447,66.25,2.061552813,GMI,Liarum,SWE,Liarum,55.9473,13.821,Torbjorn Sall,,CS77038,south_sweden,,red_circle
8242,116.75,8.6554414484,132,NA,GMI,Lillö-1,SWE,Lillö,56.1494,15.7884,Magnus Nordborg,2000-05-14 00:00:00,CS77039,south_sweden,,red_circle
8243,80,5.4772255751,68.25,1.707825128,Salk,PHW-2,ITA,Florence,43.7703,11.2547,Paul Williams,,CS77173,western_europe,,blu_circle
8244,90.5,8.346656017,58.5,1.290994449,Salk,PHW-34,FRA,Bretagny Sur Orge,48.6103,2.3086,Paul Williams,,CS77174,western_europe,,blu_circle
8246,70.5,5.4467115461,76.5,5.802298395,Salk,NC-6,USA,NC,35,-79.18,Joy Bergelson,,CS77124,germany,,ltblu_circle
8247,98,4.2426406871,94.66666667,3.055050463,GMI,San-2,SWE,Sandåkra,56.07,13.74,Magnus Nordborg,2000-05-12 00:00:00,CS77233,south_sweden,,red_circle
8249,93.75,2.6299556397,88,2.645751311,GMI,Vimmerby,SWE,Vimmerby,57.7,15.8,Magnus Nordborg,,CS78845,south_sweden,,red_circle
8256,73.25,6.3966136875,45.25,2.753785274,GMI,Bå1-2,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,CS76676,admixed,,forbidden
8258,93,NA,NA,NA,GMI,Bå4-1,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,CS76677,south_sweden,,red_circle
8259,88,9.5393920142,65.5,2.121320344,GMI,Bå5-1,SWE,Bå,56.4,12.9,Magnus Nordborg,2000-05-01 00:00:00,CS76678,south_sweden,,red_circle
8264,65.5,2.3804761428,63.5,3.535533906,Salk,Bla-1,ESP,Bla,41.6833,2.8,Albert Kranz,,CS76451,spain,,pink_circle
8266,105,2.7080128015,NA,NA,,Boo2-1,SWE,Boo2,55.86,13.51,Magnus Nordborg,2000-05-14 00:00:00,,,,
8275,78.3333333333,3.0550504633,57,3,,Cen-0,FRA,Cen,49,0.5,Albert Kranz,,,,,
8283,84.25,4.3493294502,82.66666667,8.144527815,GMI,Dra3-1,SWE,Dra3,55.76,14.12,Magnus Nordborg,2000-06-01 00:00:00,CS76811,south_sweden,,red_circle
8284,83.25,6.2383224241,76,6.377042157,Salk,DraII-1,CZE,DraII,49.4112,16.2815,Jirina Relichov,2000-05-31 0:00:00,CS76813,central_europe,,ylw_circle
8285,66.5,1.2909944487,51.66666667,4.163331999,Salk,DraIII-1,CZE,DraIII,49.4112,16.2815,Jirina Relichov,2000-05-31 0:00:00,CS76815,central_europe,,ylw_circle
8290,63.25,5.6199051,44.25,2.62995564,Salk,En-1,GER,Enkheim/Frankfurt,50,8.5,Albert Kranz,,CS76841,central_europe,,ylw_circle
8297,85.75,1.2583057392,79,3.559026084,Salk,Ge-0,SUI,Ge,46.5,6.08,Albert Kranz,,CS76875,western_europe,,blu_circle
8306,102.5,10.3762549442,95,3.605551275,GMI,Hov4-1,SWE,Hovdala,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,CS76936,south_sweden,,red_circle
8307,79.25,1.2583057392,64.25,5.439056291,GMI,Hovdala-6,SWE,Hovdala,56.1,13.74,Torbjorn Sall,1999-01-01 00:00:00,CS76938,south_sweden,,red_circle
8311,65.5,8.9628864398,59.25,10.34005158,Salk,In-0,AUT,In,47.5,11.5,Albert Kranz,,CS78903,central_europe,,ylw_circle
8312,65.75,2.2173557826,52,14.02378931,"MPI,Salk",Is-0,GER,Isenburg/Neuwied,50.5,7.5,Albert Kranz,,CS78904,germany,,ltblu_circle
8325,77,9.2014491612,64.33333333,2.081665999,,Lip-0,POL,Lip,50,19.3,Albert Kranz,,,,,
8326,86.75,3.4034296428,58,2.943920289,GMI,Lis-1,SWE,Lis,56.0328,14.775,Magnus Nordborg,2000-06-13 0:00:00,CS77042,south_sweden,,red_circle
8334,74.75,4.9916597106,54,1.732050808,GMI,Lu-1,SWE,Lund,55.71,13.2,Albert Kranz,,CS77056,admixed,,forbidden
8335,100,4.6904157598,92.25,3.201562119,GMI,Lund,SWE,Lund,55.71,13.2,Magnus Nordborg,,CS77060,south_sweden,,red_circle
8337,74,3.559026084,72.5,4.725815626,Salk,Mir-0,ITA,Mir,44,12.37,Albert Kranz,,CS76551,western_europe,,blu_circle
8343,81.25,5.7951128836,59.75,3.774917218,Salk,Na-1,FRA,Na,47.5,1.5,Albert Kranz,,CS76558,admixed,,forbidden
8351,103,5.1639777949,97.5,3.785938897,GMI,Ost-0,SWE,Ost,60.25,18.37,Albert Kranz,,CS77154,north_sweden,,orange_circle
8353,50.75,4.9244289009,35.25,0.957427108,,Pa-1,ITA,Pa,38.07,13.22,Albert Kranz,,,,,
8354,82,3.1622776602,58.75,3.5,Salk,Per-1,RUS,Per,58,56.3167,Albert Kranz,,CS76571,asia,,purple_circle
8357,71.75,2.2173557826,55.5,2.380476143,Salk,Pla-0,ESP,Pla,41.5,2.25,Albert Kranz,,CS76573,spain,,pink_circle
8365,74,13.3416640641,39.5,3,Salk,Rak-2,CZE,Rak,49,16,Albert Kranz,,CS77201,central_europe,,ylw_circle
8366,78.3333333333,2.0816659995,62.75,30.18139604,Salk,Rd-0,GER,Rodenbach/Dill,50.5,8.5,Albert Kranz,,CS76584,admixed,,forbidden
8369,98,7.0710678119,94.66666667,5.507570547,GMI,Rev-1,SWE,Rev1,55.6942,13.4504,Magnus Nordborg,1999-05-16 00:00:00,CS77214,south_sweden,,red_circle
8376,103,8.1240384046,104,6.976149845,GMI,Sanna-2,SWE,San,62.69,18,Magnus Nordborg,2000-06-25 00:00:00,CS77234,north_sweden,,orange_circle
8378,66.25,6.3966136875,50.33333333,3.055050463,,Sap-0,CZE,Sap,49.49,14.24,Albert Kranz,,,,,
8386,75,2.1602468995,49,1.414213562,GMI,Sr:5,SWE,Sr,58.9,11.2,Ivo Cetl,1992-07-01 00:00:00,CS77268,central_europe,,ylw_circle
8387,74.25,7.5,48.33333333,1.154700538,GMI,St-0,SWE,St,59,18,Albert Kranz,,CS77270,germany,,ltblu_circle
8419,94.25,20.6135068988,58.75,4.11298756,Salk,Wil-1,LTU,Wil,54.6833,25.3167,Albert Kranz,,CS78855,central_europe,,ylw_circle
8420,74.75,5.8523499554,47.5,2.380476143,Salk,Kelsterbach-4,GER,Kelsterbach,50.0667,8.5333,Paul Williams,,CS76525,germany,,ltblu_circle
8422,116.75,6.7515430335,116.25,17.01714821,GMI,Fjä1-1,SWE,Fjä1,56.06,14.29,Magnus Nordborg,2000-05-14 00:00:00,CS76859,south_sweden,,red_circle
8423,98.5,24.0762677063,69.75,8.995369179,,Hov2-1,SWE,Hov2,56.1,13.74,Magnus Nordborg,2000-05-12 00:00:00,,,,
8424,68.25,4.9916597106,80,3.366501646,Salk,Kas-2,IND,Kas,35,77,Shauna Somerville,1976-01-01 0:00:00,CS78905,asia,,purple_circle
8424,68.25,4.9916597106,75.5,5.066228051,Salk,Kas-2,IND,Kas,35,77,Shauna Somerville,1976-01-01 0:00:00,CS78905,asia,,purple_circle
8426,62.75,3.4034296428,40.25,1.258305739,GMI,Ull1-1,SWE,Ull1,56.06,13.97,Magnus Nordborg,2000-05-14 0:00:00,CS78816,south_sweden,,red_circle
8428,66.75,8.995369179,41.5,0.577350269,,Uod-2,AUT,Uod,48.3,14.45,Marcus Koch,2000-06-23 00:00:00,,,,
8430,90.5,3.109126351,78,1.154700538,,Lisse,NED,Lisse,52.25,4.5667,Paul Williams,,,,,
8472,63.5,6.8068592856,40.5,1.290994449,,LP3413.41,USA,LP,41.6862,-86.8513,Justin Borevitz,,,,,
8584,89,7.0710678119,74.75,8.883505314,,328ME059,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,,,,
870,72.5,1.7320508076,62.25,10.0124922,Monsanto,MIC-31,USA,MIC,41.8266,-86.4366,Kathleen Donohue,1999-05-21 00:00:00,CS77082,germany,,ltblu_circle
88,61.25,4.7871355388,50.5,7.778174593,Monsanto,CYR,FRA,CYR,47.4,0.683333,Valerie Le Corre,,CS76790,western_europe,,blu_circle
9045,88.75,14.8632656797,78,24.04163056,,RMXF413.15,USA,RMXF,42.039,-86.5154,Justin Borevitz,,,,,
9057,87.5,4.2031734043,67.5,1.732050808,GMI,Vinslöv,SWE,Vinslöv,56.1,13.9167,Torbjorn Sall,,CS78847,south_sweden,,red_circle
9058,113.25,5.1881274721,123,NA,GMI,Västervik,SWE,Västervik,57.75,16.6333,Magnus Nordborg,,CS78834,admixed,,forbidden
9061,97.25,2.8722813233,102.6666667,0.577350269,,Dog-5,TUR,Dogruyol,38.3011,42.2239,James Beck,,,,,
9063,97.75,3.4034296428,98.75,0.957427108,,Dog-7,TUR,Dogruyol,38.3011,42.2239,James Beck,,,,,
9064,94.75,7.2284161474,107.6666667,8.504900548,,Dog-8,TUR,Dogruyol,38.3011,42.2239,James Beck,,,,,
9066,95.25,3.5939764421,101,6,,Xan-2,AZE,Xanbulan,38.6536,48.7992,James Beck,,,,,
9067,101.75,3.8622100754,130,5.656854249,Monsanto,Xan-3,AZE,Xanbulan,38.6536,48.7992,James Beck,,CS78860,italy_balkan_caucasus,,wht_circle
9069,82.75,4.9244289009,90.75,1.707825128,Monsanto,Xan-5,AZE,Xanbulan,38.6536,48.7992,James Beck,,CS78861,italy_balkan_caucasus,,wht_circle
9070,80,4.7609522857,88.5,5.686240703,Monsanto,Xan-6,AZE,Xanbulan,38.6536,48.7992,James Beck,,CS78862,italy_balkan_caucasus,,wht_circle
9073,93.25,4.0311288741,101.5,2.380476143,,Lerik1-2,AZE,Lerik,38.7406,48.6131,James Beck,,,,,
9075,93.25,2.5,98.25,6.075908711,Monsanto,Lerik1-4,AZE,Lerik,38.7406,48.6131,James Beck,,CS77023,italy_balkan_caucasus,,wht_circle
9078,100.25,5.737304826,104.25,4.425306016,Monsanto,Lerik1-7,AZE,Lerik,38.7406,48.6131,James Beck,,CS77024,italy_balkan_caucasus,,wht_circle
9079,101,2.3094010768,102,0,Monsanto,Lerik2-1,AZE,Lerik,38.7833,48.5517,James Beck,,CS77025,italy_balkan_caucasus,,wht_circle
9081,91.25,4.716990566,99.66666667,7.571877794,Monsanto,Lerik2-3,AZE,Lerik,38.7833,48.5517,James Beck,,CS77026,italy_balkan_caucasus,,wht_circle
9082,91.25,3.7749172176,100.3333333,2.516611478,,Lerik2-4,AZE,Lerik,38.7833,48.5517,James Beck,,,,,
9084,103.75,3.5939764421,114.25,4.645786622,Monsanto,Lerik2-6,AZE,Lerik,38.7833,48.5517,James Beck,,CS77028,italy_balkan_caucasus,,wht_circle
9085,103,3.559026084,101,4.618802154,Monsanto,Lerik2-7,AZE,Lerik,38.7833,48.5517,James Beck,,CS77029,italy_balkan_caucasus,,wht_circle
9089,88.6666666667,4.7258156263,125.5,2.121320344,Monsanto,Nar-3,AZE,Narimanabad,38.9522,48.925,James Beck,,CS77119,italy_balkan_caucasus,,wht_circle
9090,89.5,3.6968455021,122,7.071067812,,Nar-4,AZE,Narimanabad,38.9522,48.925,James Beck,,,,,
9091,99.75,4.1129875598,97.5,3.511884584,Monsanto,Nar-5,AZE,Narimanabad,38.9522,48.925,James Beck,,CS77121,italy_balkan_caucasus,,wht_circle
9094,93.5,3.4156502553,91,5,,Istisu-4,AZE,Istisu,38.9786,48.5594,James Beck,,,,,
9095,104,3.4641016151,113.3333333,4.041451884,Monsanto,Istisu-5,AZE,Istisu,38.9786,48.5594,James Beck,,CS76950,italy_balkan_caucasus,,wht_circle
9096,105,1.4142135624,121.3333333,8.020806277,,Istisu-6,AZE,Istisu,38.9786,48.5594,James Beck,,,,,
9098,99.75,2.2173557826,99.5,18.08314132,,Istisu-8,AZE,Istisu,38.9786,48.5594,James Beck,,,,,
9099,100.25,4.0311288741,112.6666667,4.509249753,Monsanto,Istisu-9,AZE,Istisu,38.9786,48.5594,James Beck,,CS76953,italy_balkan_caucasus,,wht_circle
9100,77.5,9.1833182093,74,2.645751311,Monsanto,Lag1-2,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS76998,italy_balkan_caucasus,,wht_circle
9102,83.75,3.4034296428,80.75,5.439056291,Monsanto,Lag1-4,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS76999,italy_balkan_caucasus,,wht_circle
9103,83.25,7.5,82.75,6.396613687,Monsanto,Lag1-5,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77000,italy_balkan_caucasus,,wht_circle
9104,60.75,2.9860788112,60,5.477225575,Monsanto,Lag1-6,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77001,italy_balkan_caucasus,,wht_circle
9105,77.25,5.3150729064,78.75,10.71991915,Monsanto,Lag1-7,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77002,italy_balkan_caucasus,,wht_circle
9106,87.25,5.123475383,87.5,4.932882862,Monsanto,Lag1-8,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77003,italy_balkan_caucasus,,wht_circle
9111,100.5,1.2909944487,89.25,4.645786622,Monsanto,Lag2-4,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77005,italy_balkan_caucasus,,wht_circle
9113,76,11.105554166,70.25,9.069178574,Monsanto,Lag2-6,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77006,italy_balkan_caucasus,,wht_circle
9114,99.75,3.6855573979,100.5,13.43502884,Monsanto,Lag2-7,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77007,italy_balkan_caucasus,,wht_circle
9115,91.25,7.5443135318,71.75,28.2415179,Monsanto,Lag2-10,GEO,Lagodechi,41.8296,46.2831,James Beck,,CS77004,italy_balkan_caucasus,,wht_circle
9119,97.5,2.0816659995,110,11.35781669,,Bak-3,GEO,Bakuriani,41.7942,43.4767,James Beck,,,,,
9120,105.5,1.9148542155,125,13,,Bak-4,GEO,Bakuriani,41.7942,43.4767,James Beck,,,,,
9121,105.25,1.7078251277,102,11.13552873,Monsanto,Bak-5,GEO,Bakuriani,41.7942,43.4767,James Beck,,CS76685,italy_balkan_caucasus,,wht_circle
9124,104.5,5.7445626465,118.25,9.673847907,,Bak-9,GEO,Bakuriani,41.7942,43.4767,James Beck,,,,,
9125,74,4.3204937989,69.25,3.862210075,Monsanto,Geg-14,ARM,Geghard,40.1408,44.8203,James Beck,,CS76876,asia,,purple_circle
9128,69.5,4.6547466813,61,4.242640687,Monsanto,Yeg-2,ARM,Yeghegis,39.8692,45.3622,James Beck,,CS78864,asia,,purple_circle
9130,72.75,2.8722813233,63.25,1.707825128,Monsanto,Yeg-4,ARM,Yeghegis,39.8692,45.3622,James Beck,,CS78865,asia,,purple_circle
9131,72.5,5.0662280512,63.5,6.403124237,Monsanto,Yeg-5,ARM,Yeghegis,39.8692,45.3622,James Beck,,CS78866,asia,,purple_circle
9133,73.25,2.9860788112,68,4.082482905,Monsanto,Yeg-7,ARM,Yeghegis,39.8692,45.3622,James Beck,,CS78867,asia,,purple_circle
9134,79.75,5.9651767227,64.5,3.535533906,Monsanto,Yeg-8,ARM,Yeghegis,39.8692,45.3622,James Beck,,CS78868,asia,,purple_circle
915,63.75,4.7871355388,43.5,1.290994449,Monsanto,LIN S-5,USA,LIN S,41.8972,-71.4378,Kathleen Donohue,1999-01-01 00:00:00,CS77040,germany,,ltblu_circle
9298,60,7.118052168,45.5,0.577350269,Monsanto,Edi-1,UK,Edinburgh,55.9681,-3.21833,James Beck,,CS76832,western_europe,,blu_circle
9312,75.25,7.8049129826,57.5,2.886751346,Monsanto,Ullapool-8,UK,Ullapool,57.9,-5.1525,James Beck,,CS78821,western_europe,,blu_circle
9314,74.25,8.1802607945,60,3.464101615,Monsanto,Gol-2,UK,Golspie,57.9672,-3.96722,James Beck,,CS76883,western_europe,,blu_circle
932,78,5.0990195136,68.75,5.439056291,Monsanto,CHA-41,USA,CHA,42.3634,-71.1445,Kathleen Donohue,2002-06-13 00:00:00,CS76765,western_europe,,blu_circle
9321,106.75,13.7689263682,140,NA,GMI,Ådal 1,SWE,Ådal,62.8622,18.336,Alison Anastasio,,CS76643,north_sweden,,orange_circle
9323,97,5.4160256031,80.75,5.560275773,GMI,Ådal 3,SWE,Ådal,62.8622,18.336,Alison Anastasio,,CS76644,north_sweden,,orange_circle
9330,90.5,2.1213203436,,,,Bag 1,SWE,Bagregatan,56.9591,16.4052,Alison Anastasio,,,,,
9332,114.25,7.9739158093,129,NA,GMI,Bar 1,SWE,Barsta,62.8698,18.381,Alison Anastasio,,CS76688,north_sweden,,orange_circle
9336,84,2.8284271247,66.75,2.872281323,GMI,Bön 1,SWE,Bönhamn,62.8794,18.4473,Alison Anastasio,,CS76715,admixed,,forbidden
9339,104.5,3.8729833462,116.5,9.192388155,GMI,Böt 1,SWE,Bötteryd,57.7133,15.0689,Alison Anastasio,,CS76720,south_sweden,,red_circle
9343,94.5,2.5166114784,88,2.160246899,GMI,Dju-1,SWE,Djupvik,57.3089,18.1512,Alison Anastasio,,CS78896,admixed,,forbidden
9352,127.75,2.5,134.3333333,5.507570547,GMI,Död 2,SWE,Döderhult,57.2608,16.3675,Alison Anastasio,,CS76797,south_sweden,,red_circle
9353,126,13.638181697,134,NA,GMI,Död 3,SWE,Döderhult,57.2608,16.3675,Alison Anastasio,,CS76798,south_sweden,,red_circle
9356,100.5,2.0816659995,118,14.17744688,,Eden 17,SWE,Eden,62.8762,18.1746,Alison Anastasio,,CS78645,,,
9363,134,6.2716292407,NA,NA,GMI,EdJ 2,SWE,Edsättersjön,62.9147,18.4045,Alison Anastasio,,CS76833,north_sweden,,orange_circle
9369,81.75,0.5,71.25,3.095695937,GMI,EkS 2,SWE,Eksjöholm-Sud,57.6781,14.9986,Alison Anastasio,,CS76837,south_sweden,,red_circle
9371,129.25,5.8523499554,145,NA,GMI,FäL 1,SWE,Fäberget-Lower,63.016,18.3175,Alison Anastasio,,CS76852,north_sweden,,orange_circle
9380,101,3.3665016461,98.25,2.753785274,GMI,FlyA 3,SWE,Flyinge,55.7488,13.3742,Alison Anastasio,,CS76865,south_sweden,,red_circle
9381,98.25,10.2428837085,NA,NA,GMI,Fri 1,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,CS76868,admixed,,forbidden
9382,99,7.6157731059,110.6666667,8.386497084,GMI,Fri 2,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,CS76869,admixed,,forbidden
9383,99.3333333333,2.8867513459,103,1,GMI,Fri 3,SWE,Frisaboda,55.8106,14.2091,Alison Anastasio,,CS76870,admixed,,forbidden
9386,115.5,8.5829287931,107.75,10.71991915,GMI,Grön 12,SWE,Grönsvik,62.806,18.1896,Alison Anastasio,,CS76891,north_sweden,,orange_circle
9388,127.25,4.3493294502,137,NA,GMI,Grön 14,SWE,Grönsvik,62.806,18.1896,Alison Anastasio,,CS76892,north_sweden,,orange_circle
9390,79.75,3.3040379336,55,2,GMI,Hadd-1,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,CS78659,south_sweden,,red_circle
9391,85,2.7080128015,64.5,2.081665999,GMI,Hadd-2,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,CS76905,south_sweden,,red_circle
9392,87.25,3.6855573979,59,1.632993162,GMI,Hadd-3,SWE,Haddetorp,57.3263,15.8979,Alison Anastasio,,CS76906,south_sweden,,red_circle
9394,110.6666666667,2.0816659995,110.5,3.696845502,GMI,Hag-2,SWE,Haga Park,56.5804,16.4063,Alison Anastasio,,CS76907,admixed,,forbidden
9395,104.5,4.7958315233,118.25,12.52663828,GMI,Hal-1,SWE,Hallamåla,57.5089,15.0105,Alison Anastasio,,CS76908,south_sweden,,red_circle
9399,97,5.5976185412,91,7.393691004,GMI,Hamm-1,SWE,Hammar,55.4234,13.9905,Alison Anastasio,,CS76910,south_sweden,,red_circle
9402,92.25,6.7019897543,78.75,1.5,GMI,Hel-3,SWE,Helgarp,57.8765,14.8549,Alison Anastasio,,CS76918,south_sweden,,red_circle
9404,95,3.559026084,78.75,2.5,GMI,HolA-1 1,SWE,Holmby,55.7491,13.399,Alison Anastasio,,CS76926,south_sweden,,red_circle
9405,103.5,7.1879528843,95.5,8.266397845,GMI,HolA-1 2,SWE,Holmby,55.7491,13.399,Alison Anastasio,,CS76927,south_sweden,,red_circle
9407,91.75,5.9651767227,75,0,GMI,HolA-2 2,SWE,Holmby,55.7491,13.399,Alison Anastasio,,CS76928,south_sweden,,red_circle
9408,108.25,3.6855573979,124,20.95232684,GMI,Kal 1,SWE,Kalvaboda,56.047,13.9519,Alison Anastasio,,CS76959,south_sweden,,red_circle
9409,108.25,3.3040379336,119.25,19.25919694,GMI,Kia 1,SWE,Kiaby,56.0573,14.302,Alison Anastasio,,CS76968,south_sweden,,red_circle
9412,87.25,4.7871355388,64,6,GMI,Kor 3,SWE,Korsvägen,57.2746,16.1494,Alison Anastasio,,CS76981,south_sweden,,red_circle
9413,86,0.8164965809,75,6.92820323,GMI,Kor 4,SWE,Korsvägen,57.2746,16.1494,Alison Anastasio,,CS76982,south_sweden,,red_circle
9416,135.5,8.8128693776,129,NA,GMI,Kru-3,SWE,Krusmyntagården,57.7215,18.3837,Alison Anastasio,,CS76986,south_sweden,,red_circle
9421,107,5.2915026221,103,6.055300708,GMI,Lan 1,SWE,Landön,55.9745,14.3997,Alison Anastasio,,CS77009,south_sweden,,red_circle
9427,96.75,4.5734742447,119.5,7.778174593,GMI,Näs 2,SWE,Näsänget,62.8815,18.4055,Alison Anastasio,,CS77122,north_sweden,,orange_circle
9433,138,12.7279220614,137,NA,GMI,Nyl 13,SWE,Nyland,62.9513,18.2763,Alison Anastasio,,CS77135,north_sweden,,orange_circle
9434,110.25,3.8622100754,102.25,5.560275773,,Öde 2,SWE,Öden,62.8959,18.3659,Alison Anastasio,,CS78679,,,
9436,89,5.4772255751,77.5,26.61453237,GMI,Puk-1,SWE,Pukavik Bus,56.1633,14.6806,Alison Anastasio,,CS77194,south_sweden,,red_circle
9437,91.75,5.5602757725,90,8.602325267,GMI,Puk-2,SWE,Pukavik Bus,56.1633,14.6806,Alison Anastasio,,CS77195,south_sweden,,red_circle
9442,104.75,4.6457866216,113.25,27.47574688,GMI,Sim-1,SWE,Simrishamn,55.5678,14.3398,Alison Anastasio,,CS77250,germany,,ltblu_circle
9450,88,2.9439202888,78.5,5.066228051,GMI,Spro 1,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,CS77263,south_sweden,,red_circle
9451,107.5,3.5118845843,113.6666667,11.2398102,GMI,Spro 2,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,CS77264,south_sweden,,red_circle
9452,101.5,6.2449979984,103,12.1380943,GMI,Spro 3,SWE,Sproge,57.2545,18.2109,Alison Anastasio,,CS77265,south_sweden,,red_circle
9453,106.5,4.5092497528,129.5,7.778174593,GMI,Stenk-2,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,CS77274,south_sweden,,red_circle
9454,101.25,2.2173557826,138,4.242640687,GMI,Stenk-3,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,CS77275,south_sweden,,red_circle
9455,93.25,6.0207972894,102.75,21.31314149,GMI,Stenk-4,SWE,Stenkyrka,57.8009,18.5162,Alison Anastasio,,CS77276,south_sweden,,red_circle
9470,102.6666666667,1.1547005384,90.5,4.949747468,GMI,Tur-4,SWE,Turlunda,57.6511,14.8043,Alison Anastasio,,CS77399,south_sweden,,red_circle
9476,120.25,1.7078251277,126.3333333,12.42309677,GMI,VårA 1,SWE,Vårhallarna,55.5796,14.3336,Alison Anastasio,,CS78832,germany,,ltblu_circle
9481,110.5,8.8881944173,121,1.414213562,GMI,Yst-1,SWE,Ystad,55.4242,13.8484,Alison Anastasio,,CS78869,south_sweden,,red_circle
9503,64,5.8878405776,53.5,3.109126351,Monsanto,11C1,UK,11 Hillend,55.8877,-3.21072,Andrew Hudson,,CS76640,western_europe,,blu_circle
9506,77.75,2.6299556397,69,3.605551275,Monsanto,IP-Alo-0,POR,,40.11,-7.47,Carlos Alonso-Blanco,00/01/2007,CS76662,admixed,,forbidden
9507,55,2.4494897428,46.66666667,3.214550254,Monsanto,IP-Coa-0,POR,,38.45,-7.5,Carlos Alonso-Blanco,00/01/2005,CS76775,spain,,pink_circle
9508,62,3.7416573868,60.66666667,11.67618659,Monsanto,IP-Mos-1,POR,,40.04,-7.11,Carlos Alonso-Blanco,00/01/2007,CS77108,admixed,,forbidden
9509,64.5,5.5075705473,59,3,Monsanto,IP-Reg-0,POR,,39.29,-7.4,Carlos Alonso-Blanco,00/01/2005,CS77207,spain,,pink_circle
9510,59.25,4.5734742447,55.75,2.217355783,Monsanto,IP-Rei-0,POR,,38.75,-7.59,Carlos Alonso-Blanco,00/01/2005,CS77208,spain,,pink_circle
9511,64.25,5.9651767227,55,3.741657387,Monsanto,IP-Vav-0,POR,,38.53,-8.02,Carlos Alonso-Blanco,00/01/2005,CS78835,spain,,pink_circle
