"","id","latitude.x","longitude.x","kgroup","X6.5","X14.5","X18.5","X20.5","X22.5","X25.5","X27.5","X29.5","X32.5","X34.5","X36.5","X39.5","X42.5","X47.5","X49.5","X53.5","X57.5","X62.5","X69.5","peakday","peakvalue","endday","endvalue","lm.r","lm.a","lm.b","exp.r","exp.a","exp.b","pol.r","pol.a","pol.b","pol.c","pol.d"
"44",7003,47.5,7.5,9,2659.5,18955.75,46338,59432.75,71330.75,85082.5,118651.25,115398,127335.5,127855.25,137372.25,130230.75,82147.5,18832.75,10329,2366,933.75,771.5,324.5,32.5,148660,69.5,324.5,0.715896902126792,279703.971412271,-4634.63635590984,0.880915488275474,20.277463216512,-0.236884520218926,0.893776917676484,1060434.83414402,-38393.4513426255,398.113947117206,-0.922687818292694
"45",7008,52,5.675,9,1262.66666666667,9902,27713.6666666667,NA,65917,103473.5,122710.666666667,138315.5,157633.166666667,170361.166666667,178307.5,175926,127824.666666667,50271.1666666667,36129.3333333333,19264.1666666667,9437,3431.66666666667,NA,39.8333333333333,184032.833333333,68.3333333333333,3116.33333333333,0.676413960625898,397422.245066177,-6475.83315531634,0.903031858272018,21.6315483940282,-0.238708321198386,0.9049837696941,1268086.7484886,-41854.6057614954,349.107812975951,-0.0616735078975508
"46",7013,52.4584,13.287,3,2424.85714285714,8979.14285714286,25962.1428571429,37820.2857142857,54346.2857142857,71933.2857142857,76956.8571428571,80298,91571.2857142857,99402.8571428571,104418.428571429,111687.714285714,107917.142857143,70425.5714285714,46729.7142857143,15163.8571428571,3955.28571428571,1671.42857142857,NA,37.3571428571429,125002.714285714,68.5,522.571428571429,0.660336663713081,305473.792716133,-4922.24714275681,0.792744469108674,22.7716857858181,-0.284956481342527,0.850349313126848,-1110028.31556994,86552.6384916601,-1926.8730176769,13.1886934532238
"47",7025,44.5041,11.3396,2,1865.6,12460.6,30607.8,NA,58801.4,91987,110281.2,117972.8,118025,129993.2,145429.8,146271.4,109045.4,50720.6,41935,18716.8,10510.2,2730.8,375.8,37.5,171777.8,69.5,375.8,0.648481837018281,332975.090370493,-5354.1170994075,0.838278106765645,23.0102050851927,-0.267334897481055,0.870190295068463,1417749.14848926,-58153.868989261,787.59758379268,-3.51485268049759
"48",7028,49.5166,9.3166,9,3623.4,7482.6,26685.4,NA,59361.2,93965.4,111219,111724,111588.6,121609,130006.4,127224,116425.6,67795.4,46658.2,7039,3061.8,543.4,153.2,34.7,150286.8,69.5,153.2,0.591323819992815,295021.980029959,-4713.43345308288,0.711079826711467,23.4783942635867,-0.289779145422246,0.783326228366335,1443929.71044004,-55433.7950672107,672.709786274385,-2.50291179013472
"49",7031,50.0167,8.6667,9,3092,11134.25,35562.5,49846,61894,85086.75,95499,101522.25,90205,93151.25,102129.75,115640,120682.5,64435.75,53205.5,14227.5,2635.5,623.5,NA,39.75,125640,67.75,524.75,0.722841800561377,328428.373339397,-5342.29590027634,0.833330172807697,26.9666697245504,-0.349435308093626,0.884161787547636,-2871691.71852891,192031.617790545,-4001.94978256835,26.6135045200464
"50",7036,50.5,9.5,9,590.333333333333,1966,6414.33333333333,8679.33333333333,12400.3333333333,25267.3333333333,41982.6666666667,76561,102635.666666667,117289.666666667,123517.666666667,119275.666666667,99406.6666666667,39219,22002,701.333333333333,197,35,8.33333333333333,35.8333333333333,124545.333333333,69.5,8.33333333333333,0.760001673886906,267731.593222953,-4371.94667102336,0.818498147087883,26.5250965336505,-0.376462668278113,0.929842139765178,264110.802305832,6605.16198348519,-423.642049130539,3.95621403981682
"51",7062,50.2981,8.26607,9,3607,10007.6,33045.8,50358.6,76530.2,108224,121820,131347.6,147089.4,155495.4,158282.4,163709.4,155094,82563,68089.8,31717.8,12254.4,8033.2,NA,36.7,173369.6,68.1,514.8,0.708613778058847,426366.443636362,-6866.31598749094,0.837557003216032,22.6453450046636,-0.275582957491698,0.930853070444659,-486523.824429874,59601.1106111498,-1540.42722973793,11.3871508559316
"52",7063,29.2144,-13.4811,5,245,5867,16861,25253,26738,29676,26718,8658,616,164,1683,17532,9465,11232,12007,11153,1098,465,222,25.5,29676,69.5,222,0.216173668023057,25689.1554036171,-376.577591530657,0.124468512209069,10.6830693549429,-0.0584568554470202,0.352114963819911,235257.121948631,-14837.5589679046,313.389617949791,-2.15150937263679
"53",7071,48.0717,1.33867,9,2124.42857142857,9616,24905,40279.8571428571,56014.1428571429,74695.5714285714,95629.2857142857,113555.571428571,123043.571428571,123169.285714286,124486.571428571,114025.857142857,84778.7142857143,18999,4064.14285714286,650.571428571429,258.571428571429,170.857142857143,105.428571428571,35.2142857142857,136850.714285714,69.5,105.428571428571,0.621825319723271,258183.167807476,-4287.53992594092,0.769602061371278,24.0892704064933,-0.336426461386606,0.870086849828907,1914519.04460769,-87611.8887958363,1317.95164195835,-6.51978915354542
"54",7077,40.12,-8.25,8,2779,10701,31864,47409.3333333333,77881,106318,120922,136881,141167,141219.333333333,146485.333333333,148027,112054.333333333,48898,40291,26044.6666666667,6101.66666666667,5891,369.333333333333,35.8333333333333,165488,69.5,369.333333333333,0.800779772740719,372035.952117983,-6000.23657221776,0.878186171836129,22.5550633763474,-0.271345518626892,0.903865483209142,-1006660.89311402,81145.7748017383,-1819.75775740917,12.4101199806537
"55",7092,49.416,2.823,1,671.4,6066.2,16226.8,21798.6,35352.6,65303.6,78762.4,97528.6,116238.4,124055.2,124729,118947.6,78571,47871.4,41636,8106.6,5382.8,3016.8,NA,35.1,151916.4,68.1,3063.6,0.567492866133585,376468.791676883,-6262.92330254828,0.65559582079586,18.6867532525822,-0.222345320938232,0.824448273271542,875545.16242581,-13917.4743728349,-276.008319717088,4.38807337305188
"56",7106,51.051,13.7336,2,3544.33333333333,8959.33333333333,31656.3333333333,47133.3333333333,63526.3333333333,97640.3333333333,124508,149970.666666667,172303.333333333,170416,177088.666666667,186694.666666667,160873.333333333,76845.6666666667,50289,9699,4268,2359.66666666667,NA,38.1666666666667,188827.666666667,67.1666666666667,2338.66666666667,0.743034951715117,462090.927698401,-7619.44330857685,0.884334813707633,25.0977030899259,-0.319491939295875,0.936724087703051,-1756955.72669627,143372.075704834,-3327.10648208444,23.7019251116392
"57",7125,49.5955,11.0087,9,4471.28571428571,15641.7142857143,47181,67305.5714285714,93429.5714285714,125779.285714286,150762.571428571,152278.285714286,157959,162130,159687.857142857,132997.428571429,112264.285714286,61169.5714285714,44937.2857142857,18094.2857142857,6184.28571428571,3553,NA,37.6428571428571,187148,68.5,1189.28571428571,0.697778239293525,396081.684033679,-6429.00325263954,0.873216803005436,24.3037336926207,-0.312646531171436,0.909755376502421,1676112.92648949,-60530.5012029132,643.033962401435,-1.67997481907401
"58",7126,60.1997,24.5682,3,781.4,7137.6,23137.2,34411,48308.8,73640.6,86163.2,88697.6,88441,99297.6,103418.6,102058.4,93897.2,85878.8,69813.8,10755.4,7876,3443,649.4,34.5,124847.6,69.5,649.4,0.574159316232338,270786.316309275,-4240.95357826667,0.76991216912852,19.0840027636771,-0.222499462477334,0.822957645585045,-1280146.97116619,89967.0727759441,-1869.18962142988,12.0903603693651
"59",7127,58.6656,24.9871,2,4769.25,7854.5,20729.25,38857.5,52906.25,85413.5,108523.5,125824,147747,145399.75,146399.5,145777.25,123494,34011.25,10150.5,1155.5,262,91.25,82.5,33.5,153083.5,69.5,82.5,0.748108582669424,319060.681236657,-5250.25812537921,0.830156516737622,23.3934990161056,-0.308109163099993,0.892090302438148,140960.868561438,18386.7869723324,-717.340665864959,6.12008554178746
"60",7143,51.0167,5.86667,9,5241.85714285714,17996.8571428571,51178,70963.5714285714,95712.5714285714,108008,135501.428571429,140466.142857143,150449,155786.714285714,162315.428571429,158973.571428571,125735,49482,25397.1428571429,2250.85714285714,1009.42857142857,651,135,33.7857142857143,170186.285714286,69.5,135,0.671555787643461,347327.760908115,-5666.70612434926,0.752606143922982,23.6091550949668,-0.304514507001864,0.828150221417605,565125.556032293,-4481.5073151752,-300.777398410944,3.58895448503378
"61",7164,55.675,12.5686,3,2561.8,8965.8,26599,37141.6,51376,81317.6,99874.2,123309,136534.2,148103.6,159080.2,168211.2,167292,118472.6,71505,27146.2,16132,7403.6,247.4,42.7,176736.8,69.5,247.4,0.722239888466569,433609.588700018,-6804.38748455798,0.80952482672149,27.6656213287661,-0.342682068187209,0.853567537991039,83329.6837528124,28192.9464510158,-937.458637923834,7.41729065819315
"62",7165,51.3472,8.28844,9,2171,12468.6,37458.8,52830,74189.4,124179.6,148436,165664.6,174749.6,182427.4,189129.6,170010,127900.8,44172.4,30617.4,7491.4,1532,1054.4,9.6,38.1,197750.2,69.5,9.6,0.643093732978859,401699.831333303,-6588.50943174468,0.855477760217109,28.2679889215251,-0.398216040689478,0.914801150007574,2414955.67143362,-104578.453461582,1479.96341175462,-6.8262167638102
"63",7186,54.8969,23.8924,2,6260.42857142857,20373.1428571429,55779.5714285714,79533.8571428571,114160.857142857,147523.428571429,167762.428571429,179424.285714286,188657.428571429,186241.571428571,189450.857142857,181747.428571429,102821.428571429,15126,12693.7142857143,4630,3628.85714285714,501.428571428571,317.142857142857,34.6428571428571,206138.428571429,69.5,317.142857142857,0.565098324766314,365227.33456034,-6063.18680668705,0.831930960870162,24.0273215521182,-0.32512167080172,0.895611120293774,4040355.49349292,-198380.857372346,3225.84100698154,-17.3742239383392
"64",7203,49.631,11.5722,2,3018,7225.28571428571,22270.1428571429,37031.2857142857,61476,94931.1428571429,116492.714285714,133219.571428571,145683.571428571,146044,146761.857142857,142687,117594.142857143,30429,21193.2857142857,6043.71428571429,3076.85714285714,2235.71428571429,35,34.3571428571429,155826.428571429,69.5,35,0.755949794157156,322658.867301468,-5278.67651380438,0.783003615835262,23.9976154592578,-0.320369090147479,0.896663366603195,516898.977436111,-4567.64521770828,-261.857900942017,3.19303634875238
"65",7207,35.0085,135.752,2,2810.16666666667,12088.5,32429.3333333333,49934.3333333333,76395.3333333333,116368.166666667,130861.333333333,157328,160495.5,158445.5,164627.833333333,156537.333333333,88838.3333333333,36022.1666666667,30983.5,14996,4565.33333333333,4667,1124.83333333333,34.6666666666667,181001.666666667,69.5,1124.83333333333,0.756255789473621,380346.969097482,-6226.55558249341,0.871577061397171,24.870665001321,-0.346234707539658,0.910331281761111,497646.25942647,534.907686777819,-412.370453674254,4.37048905356213
"66",7209,52.7333,15.2333,9,2009.5,12328.6666666667,40131.6666666667,NA,86381.1666666667,106084,111552.5,118668.833333333,115605.833333333,113323,113882.5,99118.5,73673.1666666667,8935,3639.5,664.166666666667,230.833333333333,275.166666666667,29.6666666666667,33.1666666666667,131923,69.5,29.6666666666667,0.625151408830294,238858.072996705,-3995.84190270221,0.855130179430373,23.8563800509381,-0.338614058597661,0.889128738030397,1148726.18364498,-47953.1516032349,637.506107013374,-2.65605045333998
"67",7217,48,0.5,1,3076.42857142857,9883.42857142857,28423.1428571429,40839.4285714286,51860.7142857143,64059.8571428571,75796,78292.8571428571,82554.4285714286,85166.4285714286,89500.7142857143,89743.7142857143,77537.1428571429,43637.1428571429,33910,5521.85714285714,729,344.142857142857,NA,30.5,108386.285714286,68.5,259.714285714286,0.648239035855721,234378.351226892,-3803.47377309265,0.690749472789482,19.8700705486301,-0.252025243419273,0.877589629206762,-624691.331028383,52627.8910133908,-1201.6415621845,8.25847250150493
"68",7218,52.1611,4.49015,9,5386.125,14841.125,42239.625,NA,82796.625,83996.125,103061,111314.125,125681,136904.75,142083.375,141468.5,107717.125,32187.25,18598.75,4532.5,937.875,642.25,160.625,34,151656.375,69.5,160.625,0.632833383009764,286976.688583754,-4690.31606153795,0.790745214820397,21.8515067538456,-0.272984097291582,0.826189434941916,2365843.30952343,-109379.683294899,1675.67360428256,-8.5096857923461
"69",7255,50.95,7.5,9,401,5545,15991,29071.3333333333,51472.6666666667,104679,126878,140774.666666667,165719.333333333,181913.666666667,198579.666666667,188928.333333333,161770.666666667,66649.6666666667,31486,4026.33333333333,462.666666666667,107.333333333333,0,38.5,201975,69.5,0,0.63930060364503,418884.176844192,-6828.80141423054,0.875106157323122,31.1835789173888,-0.463687139161993,0.923117443714286,2897560.12850087,-123641.349090294,1714.68057136684,-7.69260298818298
"70",7268,52.6969,10.981,9,2144,18069.25,49725.75,62565.25,63987.75,69187,68935.75,47229.25,32215.75,31766,32940,28532,14317.75,4061.5,2798.5,1361,315.5,339.25,332.25,27.5,82039.75,69.5,332.25,0.505432190790768,94605.059168382,-1633.07543554054,0.833326473676755,16.1679265281788,-0.181452615752322,0.815869003049618,714560.900468456,-38194.7600265774,678.156283763312,-3.98496842947387
"71",7273,51.0581,13.2995,2,3101.16666666667,15639.1666666667,49612.3333333333,73112.3333333333,97169.6666666667,122618.666666667,134622.5,141524.166666667,142520.833333333,139121.5,144102.333333333,143434.166666667,112617.333333333,58304.5,37389.8333333333,19289.5,4540.16666666667,3362.83333333333,389.666666666667,35.1666666666667,168763,69.5,389.666666666667,0.667739440964241,359967.002147489,-5827.48481572219,0.816319836446742,20.4114353372291,-0.225105498582759,0.879592583042182,-152283.872824118,32448.0359699506,-915.76615972818,6.92915719752266
"72",7282,50.3827,8.01161,9,2452,8446.33333333333,23154.8333333333,30863.5,41423.6666666667,46953.5,52678.1666666667,49996.8333333333,40256,40213.1666666667,42891,44892.3333333333,44448.8333333333,28978.3333333333,21342,6314.33333333333,1797.66666666667,1185.16666666667,NA,29.5,59998,68.3333333333333,333.833333333333,0.605873910486741,110582.092101073,-1749.90306577894,0.716285505769278,18.0345897319856,-0.209186977181383,0.839952012008644,63051.8316921713,2827.77792479671,-121.984469175498,0.961472802354627
"73",7287,53.3422,8.42255,9,5343.4,10647.8,30879.6,44803.2,63367.2,87582,112016,114317,126547.6,133184.8,142309.2,139108.8,116077,55576.8,37113.6,12437.2,4764,1831.2,NA,33.9,155067,68.1,270.4,0.614113957521327,337016.269113134,-5538.8315647652,0.761905168045552,20.3207266666972,-0.219987263598514,0.782408909118174,-286687.828426231,44213.0490897249,-1225.45063283898,9.44876579061539
"74",7288,60.385543,6.193019,NA,1961.83333333333,11413.1666666667,35848.1666666667,54993.8333333333,81725.1666666667,114017.333333333,120099.166666667,134046.833333333,146676.166666667,148552.166666667,158140.666666667,159618,140378.5,85466.3333333333,60488,38460.8333333333,15278,8592.16666666667,1634.83333333333,40.3333333333333,179494.333333333,69.5,1634.83333333333,0.744330279516495,439310.675418587,-6951.08825588651,0.909829181935483,24.1937427960395,-0.291715258105275,0.845048428185556,-735822.459931709,69134.0385129135,-1619.89448230128,11.2089874133345
"75",7296,59,29,2,4415.5,13837,37429.6666666667,57524.1666666667,80263.8333333333,114797.5,129903.5,150609.5,164593.166666667,168470,173716.666666667,166153.833333333,132099,40221.1666666667,29013.3333333333,6916.83333333333,3100.33333333333,652.833333333333,NA,35.1666666666667,183843.166666667,68.3333333333333,245.333333333333,0.632878658374562,390504.752326517,-6515.84286523191,0.801677522202287,24.2673156966249,-0.313690848676749,0.91246160981091,794438.080763194,-11429.1399236451,-295.46813863144,4.39128772766384
"76",7298,47.04,10.51,2,2720.42857142857,16650,42035.7142857143,58583.5714285714,80606.8571428571,112963.571428571,154502.571428571,168536.714285714,161145.857142857,159776.428571429,167511.142857143,161325.714285714,121170.857142857,33630.8571428571,30241.4285714286,13805,1955.42857142857,1230.28571428571,NA,36.3571428571429,185306.428571429,68.5,435.714285714286,0.722336171866069,409918.365786637,-6805.0553524729,0.89096654384971,22.6194897450711,-0.276761378508318,0.857291555534788,-663875.714971366,68835.1153296072,-1732.62811320189,12.7618966766596
