accessionid;idFlat;Pot_position;Pot_row;Pot_column;Flat_position_16LD;T_germ;T_inf;T_repro;PostInf_duration;nSiliques;RosetteArea;RosetteDM;InfloDM;RootDM;ShootAlloc;RootAlloc;ReproAlloc;LUEinf;FvFm_mean;FvFm_sd;FvFm_median;FvFm_S;FvFm_Wmax;RAinf;ERinf;RERinf;DMinf;GRinf;RGRinf
7028;F7;B8;B;8;G_4_m;5;22.71240399;44;21.28759601;143;75.5089377;219.3;800.81;271.211946;16.98259684;21.00265908;62.01474408;0.761310452;0.826917756;0.082713588;0.831373;0.33665596;0.77264849;18.87723443;5.031177953;133.2604618;109.65;14.37143587;131.0664466
7028;F21;C3;C;3;H_3_r;8;24.59766519;49;24.40233481;209;64.74262788;199.94;1062.48;316.432416;12.66362821;20.04192493;67.29444685;0.820610536;0.81503434;0.08931979;0.819608;0.475756198;0.655230918;16.18565697;3.566103025;110.1624429;99.97;13.28212065;132.8610648
7031;F5;E7;E;7;G_3_m;1;27.78429009;47;19.21570991;142;83.50912;414.05;641.24;349.746193;29.46899176;24.89232624;45.63868199;1.149805801;0.830771709;0.079266833;0.835294;0.415295674;0.832235619;20.87728;5.59910015;134.0955371;207.025;24.00481766;115.9512989
7031;F26;A9;A;9;D_3_m;3;28.66852214;52;23.33147786;249;91.8398427;343.59;760.76;496.274569;21.46599563;31.00505756;47.52894681;0.791549544;0.827909427;0.078269438;0.831373;0.300297438;0.848146451;22.95996068;5.179028494;112.7839147;171.795;18.1739464;105.7885643
7036;F13;D10;D;10;A_4_l;6;25.52052725;47;21.47947275;155;74.97444586;253.13;731.89;303.126741;19.65071152;23.53200387;56.81728461;0.773500353;0.830309602;0.079282078;0.835294;0.267714635;0.816085603;18.74361147;4.220749241;112.5916755;126.565;14.49819008;114.5513379
7036;F29;F8;F;8;B_4_m;5;28.6832865;51;22.3167135;106;78.64560863;227.64;705.24;304.895768;18.3910532;24.63255267;56.97639413;0.605998159;0.834540646;0.081022033;0.839216;0.401353237;0.654142791;19.66140216;3.497542715;88.94438676;113.82;11.9147735;104.6808426
7058;F15;A5;A;5;F_4_r;4;33.54214671;71;37.45785329;91;92.87521101;1018.17;981.88;473.508205;41.16216056;19.14279616;39.69504328;2.347587672;0.833481696;0.081808386;0.839216;0.418733976;0.651290103;23.21880275;5.247142328;112.993387;509.085;54.5081751;107.0708725
7058;F25;F2;F;2;G_1_m;7;33.9697917;79;45.0302083;80;117.3014736;1276.11;968.6;554.906828;45.58159485;19.82081342;34.59759172;2.483256143;0.837771174;0.078993302;0.843137;0.410777008;0.722835517;29.3253684;6.478099069;110.4521345;638.055;72.82240122;114.1318557
7062;F9;B4;B;4;B_4_l;4;27.68910921;48;20.31089079;154;82.09284566;347.2;818.75;322.344848;23.32871074;21.65866854;55.01262073;1.052433969;0.823437421;0.080320383;0.827451;0.404630212;0.699610117;20.52321142;4.261058129;103.8107059;173.6;21.59932485;124.420074
7062;F23;E5;E;5;E_4_l;4;27.89331606;51;23.10668394;166;83.97908409;328.08;783.48;412.668626;21.52433004;27.07393228;51.40173768;0.96586623;0.821812362;0.082507904;0.827451;0.516292928;0.761458539;20.99477102;4.816080245;114.6971367;164.04;20.27814033;123.6170467
7063;F5;A5;A;5;G_3_m;5;22.94088656;41;18.05911344;216;71.39429282;218.41;850.83;285.601018;16.12071063;21.08003922;62.79925015;0.767820364;0.821244411;0.089669848;0.827451;0.611214034;0.841294996;17.84857321;4.593940361;128.6920895;109.205;13.70449798;125.4933197
7063;F17;C5;C;5;E_1_m;7;24.95251243;45;20.04748757;203;99.91023078;400.52;863.09;327.316876;25.17526142;20.57397363;54.25076495;1.100689752;0.831292128;0.08071327;0.835294;0.388688493;0.795595372;24.9775577;6.02006179;120.5094162;200.26;27.49254179;137.2842394
7064;F3;D6;D;6;B_1_m;2;44.23140281;81;36.76859719;160;47.14675999;292.22;1002.07;242.852151;19.01060353;15.79893901;65.19045746;0.769109467;0.828823815;0.082625923;0.835294;0.33788708;0.721509986;11.78669;2.380902407;100.9996194;146.11;9.065254859;62.04404119
7064;F30;A5;A;5;C_4_r;8;31.80788384;63;31.19211616;254;100.818164;512.92;1017.54;357.089252;27.17386047;18.91814222;53.90799731;0.879320955;0.820418334;0.082534143;0.827451;0.395617992;0.614628603;25.204541;6.442111891;127.7966516;256.46;22.16288107;86.418471
7071;F1;F2;F;2;H_4_l;2;34.22090493;62;27.77909507;213;111.0273973;562.41;1155.47;493.797943;25.42910923;22.32684666;52.2440441;1.147774706;0.828241782;0.0787115;0.831373;0.374899346;0.904024681;27.75684933;7.372870089;132.8117252;281.205;31.85860956;113.2931831
7071;F31;A5;A;5;F_2_l;9;26.66030764;52;25.33969236;149;89.02655852;474.21;1159.99;449.331289;22.75991738;21.56585271;55.67422991;1.316371583;0.824033456;0.087456847;0.831373;0.444534971;0.682279131;22.25663963;5.807781769;130.4730154;237.105;29.29800795;123.5655425
7075;F6;E9;E;9;C_2_m;5;31.68635718;67;35.31364282;162;117.1741071;783.29;809.06;305.769009;41.26664326;16.10905362;42.62430312;1.430638537;0.824581834;0.083997932;0.831373;0.387817913;0.4671725;29.29352678;6.865237701;117.1801155;391.645;41.90844829;107.006213
7075;F28;C5;C;5;G_3_r;10;37.24439374;83;45.75560626;55;118.9710352;1746.63;280.07;457.73532;70.30289684;18.42411901;11.27298416;3.110396695;0.825744413;0.084016849;0.831373;0.433945992;0.713757119;29.7427588;7.355110699;123.6454014;873.315;92.51177866;105.9317413
7077;F3;E7;E;7;B_1_m;2;22.26377488;42;19.73622512;166;16.80291557;37.78;284.1;111.837526;8.710738611;25.7857982;65.50346319;0.443120649;0.833669344;0.077368502;0.839216;0.446680268;0.796650717;4.200728893;1.148945644;136.75551;18.89;1.861429713;98.54048244
7077;F18;F8;F;8;A_2_l;4;15.99612286;39;23.00387714;132;19.24638257;26.41;321.31;163.801568;5.163027652;32.0224167;62.81455565;0.278759772;0.827470696;0.076791497;0.831373;0.411317479;0.792705652;4.811595643;1.185325731;123.1738719;13.205;1.341279303;101.5735935
7092;F11;A7;A;7;F_2_r;6;27.26095056;51;23.73904944;146;93.50324939;220.26;747.93;484.025911;15.16716614;33.33016167;51.50267218;0.514807136;0.821817044;0.077035724;0.823529;0.415225778;0.778802709;23.37581235;5.116219081;109.4340382;110.13;12.03403499;109.2711795
7092;F26;F8;F;8;D_3_m;7;25.67226263;47;21.32773737;256;79.5031805;441.47;795.52;371.670408;27.44333097;23.10434236;49.45232667;1.425134534;0.828082274;0.078277639;0.83268;0.345968276;0.818449841;19.87579513;4.879907804;122.760065;220.735;28.32568202;128.32438
7096;F15;A1;A;1;F_4_r;8;26.01753556;56;29.98246444;221;113.1383425;397.16;1278.82;536.011414;17.95486174;24.2320748;57.81306346;0.950732374;0.822858213;0.080827374;0.827451;0.257687649;0.791216119;28.28458563;6.486634982;114.6673151;198.58;26.89107123;135.4168155
7106;F2;B10;B;10;H_1_m;9;30.79537923;60;29.20462077;104;126.749965;663.29;933.54;637.16817;29.69071367;28.52142757;41.78785876;1.232571452;0.825839474;0.079940434;0.831373;0.345234746;0.787369134;31.68749125;6.644297976;104.8410227;331.645;39.05709711;117.7677852
7106;F24;F6;F;6;B_3_m;7;32.90773962;64;31.09226038;138;97.39928409;614.19;689.83;350.134016;37.13015802;21.16695378;41.7028882;1.372974794;0.835202421;0.074876054;0.840607;0.399219983;0.645256769;24.34982102;5.018102734;103.0418813;307.095;33.4316905;108.864327
7111;F15;D2;D;2;F_4_r;4;28.54476863;58;29.45523137;299;104.1794106;413.27;917.05;447.451663;23.24651746;25.16924261;51.58423993;0.891428107;0.825168495;0.083686087;0.831373;0.483911034;0.735547021;26.04485265;6.02923074;115.7470695;206.635;23.21711369;112.3580888
7111;F22;E5;E;5;H_2_m;6;31.46739333;61;29.53260667;140;93.7040793;411.71;810.43;539.323304;23.37318064;30.61791312;46.00890624;0.929462539;0.833240988;0.077089794;0.836642;0.421900178;0.781034804;23.42601983;4.500026468;96.04761076;205.855;21.77360787;105.7715764
7120;F2;C5;C;5;H_1_m;5;24.66350564;46;21.33649436;233;64.88934017;191.02;676.27;356.98967;15.60264412;29.15916018;55.2381957;0.706513449;0.829168462;0.080647427;0.835294;0.303883892;0.799250118;16.22233504;3.834799394;118.1950497;95.51;11.46129788;120.0010248
7120;F19;B2;B;2;C_3_r;5;20.5160355;43;22.4839645;137;97.7405719;217.33;747.05;286.254818;17.37757472;22.88876128;59.733664;0.685288867;0.826780022;0.08682133;0.835294;0.466311072;0.722355157;24.43514298;7.952696463;162.7307127;108.665;16.74513145;154.0986651
7125;F16;B10;B;10;H_2_r;7;27.78442882;60;32.21557118;188;129.6400629;710.47;1028.96;624.249552;30.05779694;26.4100754;43.53212766;1.651980116;0.826190459;0.075553355;0.827451;0.468382517;0.709569294;32.41001573;6.811379723;105.0814011;355.235;53.54070154;150.7191058
7125;F19;F6;F;6;C_3_r;5;24.78421253;48;23.21578747;139;100.9439281;658.74;799.8;405.83696;35.3329833;21.76796692;42.89904977;1.945004718;0.830222931;0.08189025;0.835294;0.214022401;0.757199624;25.23598203;5.752921332;113.9825137;329.37;49.0841041;149.0242101
7126;F6;E1;E;1;C_2_m;7;34.00691519;68;33.99308481;89;109.9766657;852.85;1013.43;352.850973;38.4317109;15.90041225;45.66787685;1.584588042;0.827604558;0.083896264;0.835294;0.27870638;0.741247529;27.49416643;6.016855117;109.4205772;426.425;43.56692734;102.1678545
7126;F29;B6;B;6;B_4_m;6;35.74758409;69;33.25241591;104;92.74619636;835.16;694.52;244.92058;47.06185772;13.80144821;39.13669407;1.780212338;0.830309516;0.084911351;0.835294;0.532492084;0.722609249;23.18654909;4.508137505;97.21449897;417.58;41.27698077;98.84807887
7127;F7;A3;A;3;G_4_m;6;19.45043142;37;17.54956858;160;41.53019153;91.9;455.1;198.30728;12.33048468;26.60745243;61.06206288;0.506898948;0.822478801;0.077647291;0.827451;0.60420446;0.932358937;10.38254788;2.805053937;135.085047;45.95;5.262902602;114.5354211
7127;F29;B10;B;10;B_4_m;7;19.70314976;35;15.29685024;161;59.08302381;123.3;515.4;94.597367;16.81446103;12.90027365;70.28526532;0.539415174;0.82738292;0.077277632;0.831373;0.412347403;0.746461388;14.77075595;3.901854406;132.0803898;61.65;7.967569889;129.2387654
7143;F9;F4;F;4;B_4_l;5;28.92046288;57;28.07953712;226;106.7071121;545.16;944.63;507.58248;27.29385758;25.41250994;47.29363248;1.166407924;0.82646994;0.083098032;0.831373;0.423985828;0.751931682;26.67677803;6.21361071;116.4610416;272.58;31.11600527;114.1536623
7143;F17;A5;A;5;E_1_m;7;27.54968728;56;28.45031272;176;112;630.78;953.63;576.461244;29.19100348;26.67726018;44.13173634;1.445071565;0.829318626;0.085096589;0.835294;0.528146087;0.728568297;28;7.251878042;129.4978222;315.39;40.46200382;128.2919681
7148;F8;E3;E;3;A_1_r;8;31.17037539;86;54.82962461;45;82.41216571;1486.75;1085.09;558.005335;47.50234727;17.82852746;34.66912527;5.116399479;0.833171521;0.077535126;0.839216;0.523047268;0.855749366;20.60304143;4.793311219;116.3253308;743.375;105.4133904;141.8037874
7148;F30;B6;B;6;C_4_r;3;27.96828439;69;41.03171561;63;57.41467533;1622.35;1011.12;560.844444;50.78867558;17.55758407;31.65374035;8.125781348;0.832231834;0.081435859;0.839216;0.555047325;0.76488745;14.35366883;8.634478703;300.7760178;811.175;116.6347745;143.7849718
7164;F14;D8;D;8;A_1_l;4;34.34507585;63;28.65492415;70;92.81050151;485.28;492.9;196.934338;41.29640702;16.75873842;41.94485456;1.012696347;0.833297863;0.078782554;0.839216;0.383543525;0.636846453;23.20262538;4.367836455;94.12375505;242.64;23.49721397;96.83982017
7164;F32;F2;F;2;B_2_m;9;31.52233832;61;29.47766168;87;112.4422475;736.11;513.11;280.951184;48.10638232;18.36076819;33.53284949;1.494700249;0.836172166;0.075762116;0.839216;0.479143572;0.692624546;28.11056188;6.346512096;112.8848318;368.055;42.01686383;114.1591986
7165;F27;B2;B;2;H_4_r;8;30.4402239;59;28.5597761;132;97.40396705;452.98;783.15;523.164658;25.74781876;29.73718221;44.51499903;1.015304938;0.824057603;0.08047711;0.827451;0.521788802;0.709659568;24.35099176;5.471868128;112.3541123;226.49;24.72368217;109.1601491
7167;F14;A1;A;1;A_1_l;8;21.18344962;43;21.81655038;202;58.03994319;155.5;661;308.400951;13.82343929;27.41583165;58.76072906;0.822706567;0.812420697;0.077656922;0.815686;0.284460267;0.868609115;14.5099858;3.801475124;130.9951359;77.75;11.9374606;153.5364707
7167;F26;D6;D;6;D_3_m;6;24.98493339;44;19.01506661;126;35.94270947;116.54;539.89;218.734938;13.316347;24.99356733;61.69008567;0.808986323;0.83460369;0.086564768;0.843137;0.374381798;0.482171935;8.985677368;1.675740499;93.24508493;58.27;7.269290092;124.7518464
7177;F13;B6;B;6;A_4_l;5;20.47905633;43;22.52094367;178;56.50445257;153.86;582.68;289.347577;14.99774473;28.20460872;56.79764655;0.773728113;0.831948603;0.075623601;0.835294;0.280179087;0.902195421;14.12611314;4.464786242;158.0330766;76.93;10.92977086;142.0742345
7177;F19;E5;E;5;C_3_r;6;18.24751054;44;25.75248946;174;50.34434966;180.26;594.24;337.235666;16.21428596;30.33415913;53.45155491;1.186726856;0.833582439;0.078313463;0.839216;0.439869544;0.682276356;12.58608742;5.364835214;213.1256139;90.13;14.93624795;165.7189387
7182;F12;A1;A;1;H_1_l;8;24.8180422;46;21.1819578;194;73.37272201;138.9;708.9;310.38412;11.9929118;26.79920357;61.20788463;0.458557769;0.820529546;0.079671372;0.823529;0.417504161;0.801422294;18.3431805;4.074188479;111.0545818;69.45;8.411407923;121.1145849
7182;F26;D4;D;4;D_3_m;4;26.46489023;48;21.53510977;276;65.71332621;171.97;984.1;375.203875;11.23051877;24.50272816;64.26675307;0.570906098;0.823974454;0.08212036;0.831373;0.583718622;0.764523793;16.42833155;3.506730822;106.7281486;85.985;9.379034656;109.0775677
7186;F16;E1;E;1;H_2_r;6;28.14435741;53;24.85564259;255;79.29576104;266.66;1129.78;498.035493;14.07566374;26.28883271;59.63550356;0.702269919;0.821207439;0.080264107;0.827451;0.054355149;-0.179365485;19.82394026;4.396726016;110.8943519;133.33;13.92175692;104.4157873
7186;F17;E7;E;7;E_1_m;3;25.25978546;47;21.74021454;417;84.0733867;348.8;948.11;359.86683;21.052926;21.72089949;57.22617451;1.048583921;0.824614352;0.081762096;0.831373;0.523706481;0.75097841;21.01834668;6.548973173;155.791825;174.4;22.03950037;126.3732819
7192;F12;F4;F;4;H_1_l;6;29.47472183;62;32.52527817;108;131.7186064;695.22;880.49;630.205624;31.51616465;28.56889072;39.91494463;1.513755768;0.824769821;0.077556439;0.827451;0.309394189;0.693561566;32.9296516;6.401970053;97.2067687;347.61;49.84745006;143.4005065
7192;F24;A1;A;1;B_3_m;6;28.31925398;57;28.68074602;112;122.7391174;742.16;920.58;512.092372;34.12492887;23.54629159;42.32877954;1.733786376;0.828556255;0.085173071;0.835294;0.583675252;0.754377895;30.68477935;6.51540404;106.1667083;371.08;53.20085238;143.3676091
7199;F15;C9;C;9;F_4_r;6;20.30651775;38;17.69348225;119;71.98600379;141.37;541.89;231.385448;15.45626235;25.29782972;59.24590793;0.55407219;0.831552582;0.083141113;0.839216;0.548542578;0.779627093;17.99650095;4.922179737;136.7537987;70.685;9.971360694;141.067563
7199;F21;A7;A;7;H_3_r;10;21.346732;51;29.653268;151;54.69267682;92.18;503.63;188.451783;11.75372841;24.02919371;64.21707788;0.465721892;0.825063155;0.091267056;0.831373;0.496898496;0.576223997;13.67316921;2.995125155;109.5256378;46.09;6.367894237;138.1621661
7202;F5;F4;F;4;G_3_m;5;24.72411631;46;21.27588369;291;74.35001069;219.04;863.83;311.948581;15.70383439;22.36481398;61.93135163;0.694302715;0.833115333;0.077002036;0.835294;0.291828697;0.749150938;18.58750267;4.474573572;120.365109;109.52;12.90535357;117.8355877
7202;F25;B8;B;8;G_1_m;8;22.21395792;43;20.78604208;183;78.26382501;138.38;735.45;294.85946;11.84061333;25.22992378;62.92946289;0.445251641;0.832507256;0.080075641;0.839216;0.494206316;0.699092475;19.56595625;4.810369519;122.9270233;69.19;8.711774127;125.9108849
7203;F3;A3;A;3;B_1_m;5;28.26808741;56;27.73191259;na;72.40413318;209.54;739.38;436.148404;15.12849469;31.48930426;53.38220104;0.738892966;0.820262644;0.083014644;0.823529;0.339787562;0.591520821;18.1010333;4.298274252;118.7300797;104.77;13.37472617;127.6579763
7206;F6;B10;B;10;C_2_m;6;25.16152088;48;22.83847912;211;80.99669749;277.87;794.01;346.285503;19.59362285;24.41784843;55.98852872;0.820513633;0.82067324;0.076807149;0.823529;0.45607761;0.834373825;20.24917437;4.488287777;110.826439;138.935;16.61472362;119.5863074
7206;F24;B8;B;8;B_3_m;8;22.98825969;43;20.01174031;142;61.87092558;203.24;670.45;313.383663;17.12109419;26.39968123;56.47922458;0.916377302;0.822838921;0.08069583;0.827451;0.302072814;0.764788342;15.4677314;3.571493706;115.4498231;101.62;14.17427797;139.4831526
7207;F3;B8;B;8;B_1_m;3;31.58909295;63;31.41090705;243;57.16947993;393.42;698.09;491.53349;24.85212835;31.04990438;44.09796726;1.650387907;0.829879629;0.082506072;0.835294;0.4993637;0.777746205;14.29236998;3.040790871;106.378119;196.71;23.58795458;119.9123308
7207;F30;D2;D;2;C_4_r;7;25.81697145;50;24.18302855;187;82.50552551;424.79;791.51;457.112063;25.38466224;27.31616875;47.29916902;1.39077435;0.830884674;0.084603787;0.839216;0.557336669;0.760334761;20.62638138;4.934522832;119.6167845;212.395;28.68664216;135.0627
7209;F7;A1;A;1;G_4_m;6;29.657506;54;24.342494;na;87.29205447;243.09;713.1;329.578165;18.90620771;25.63278311;55.46100918;0.579360384;0.826086731;0.082954892;0.831373;0.474164437;0.70133188;21.82301362;3.79640607;86.98170969;121.545;12.64338955;104.0222926
7209;F32;E7;E;7;B_2_m;10;27.6144119;56;28.3855881;144;55.20055846;188.61;559.26;358.835018;17.04248169;32.42372739;50.53379093;0.739598901;0.835061271;0.080228435;0.839216;0.388642121;0.709792874;13.80013962;2.742081605;99.34977767;94.305;10.20656809;108.2293419
7213;F3;F2;F;2;B_1_m;2;36.16918436;66;29.83081564;181;97.87909887;332.27;911.97;497.736273;19.07431262;28.57307994;52.35260745;0.652430865;0.825905522;0.079013058;0.829102;0.391474593;0.663050434;24.46977472;5.080486721;103.8114731;166.135;15.96483629;96.09556258
7213;F29;F2;F;2;B_4_m;4;30.36269254;57;26.63730746;175;94.94603507;355.08;843.9;433.634579;21.74916264;26.56074401;51.69009335;0.7350948;0.830642134;0.078710115;0.835294;0.290593473;0.777227056;23.73650877;4.895885727;103.1298616;177.54;17.44858417;98.2797351
7217;F7;E5;E;5;G_4_m;3;17.56581917;40;22.43418083;186;73.42014901;110.83;708.41;250.309483;10.36230691;23.40326343;66.23442966;0.469065566;0.822710614;0.085384866;0.831373;0.353714262;0.827272946;18.35503725;6.336652333;172.6134425;55.415;8.609715932;155.3679677
7217;F18;F10;F;10;A_2_l;7;19.66388776;40;20.33611224;161;53.38647015;60.1;556.41;192.31786;7.43050567;23.77735356;68.79214077;0.272130074;0.820017714;0.083032163;0.827451;0.402131038;0.613370087;13.34661754;3.507317884;131.3935113;30.05;3.632016024;120.8657579
7218;F12;D6;D;6;H_1_l;5;25.63696093;48;22.36303907;226;93.48169717;219.27;760.65;192.290599;18.70568311;16.40410001;64.89021688;0.585906212;0.823924935;0.07388273;0.827451;0.418459426;0.732862245;23.37042429;5.046471315;107.9670453;109.635;13.69287678;124.8951227
7218;F30;B2;B;2;C_4_r;5;20.71028769;42;21.28971231;147;73.12720157;160.1;720.72;245.664828;14.21235298;21.80809026;63.97955677;0.675167725;0.822776668;0.08239431;0.827451;0.322301939;0.639434515;18.28180039;4.629340177;126.6106203;80.05;12.34328158;154.1946481
7231;F6;E3;E;3;C_2_m;6;22.92114333;48;25.07885667;239;53.87473957;212.36;900.89;341.724033;14.59544948;23.48660699;61.91794352;1.058382557;0.829448539;0.077524401;0.835294;0.52060175;0.847886946;13.46868489;3.859233364;143.2668963;106.18;14.25502115;134.2533542
7231;F25;F6;F;6;G_1_m;10;26.58816351;56;29.41183649;292;58.44816122;259.59;1296.55;554.092125;12.30149029;26.25740166;61.44110805;1.060389749;0.828664749;0.08037986;0.835294;0.337209055;0.804799796;14.61204031;3.25449294;111.3633987;129.795;15.49445776;119.376384
7236;F1;E1;E;1;H_4_l;7;26.93069362;57;30.06930638;273;92.40089698;237.13;1058.11;526.504651;13.01664313;28.90112238;58.08223449;0.58015761;0.824443974;0.078840537;0.827451;0.450094283;0.674202974;23.10022425;4.914401649;106.3712975;118.565;13.40177089;113.0331117
7255;F11;C9;C;9;F_2_r;4;26.37739031;55;28.62260969;173;106.6632306;365.72;1039.35;594.950744;18.28581034;29.74722866;51.966961;0.856823216;0.833207711;0.077137606;0.839216;0.307217661;0.71205816;26.66580765;6.930198969;129.9454166;182.86;22.84788306;124.9474082
7255;F23;F4;F;4;E_4_l;12;26.48158512;57;30.51841488;259;98.25537757;359.71;1143.47;577.887839;17.28487622;27.76881311;54.94631067;0.97446746;0.824875194;0.082209659;0.831373;0.456044545;0.708933689;24.56384439;5.995410411;122.0372983;179.855;23.93666704;133.0886939
7258;F15;D4;D;4;F_4_r;5;26.6401599;47;20.3598401;180;71.49754881;300.25;845.2;355.263405;20.0071512;23.67296806;56.31988074;1.037075067;0.829794555;0.080673086;0.835294;0.292388844;0.798042784;17.8743872;3.618972401;101.2334678;150.125;18.5370813;123.477644
7268;F7;B2;B;2;G_4_m;6;23.70585882;47;23.29414118;165;69.23599077;179.98;705.41;196.469276;16.63617478;18.16033567;65.20348955;0.615283216;0.828096703;0.084559026;0.835294;0.364922765;0.735694308;17.30899769;4.07187665;117.6231207;89.99;10.64993576;118.3457691
7268;F25;D10;D;10;G_1_m;9;23.79956301;48;24.20043699;122;96.40323512;224.09;759.05;345.343618;16.86810413;25.99532379;57.13657208;0.636530958;0.821701367;0.082969538;0.827451;0.398483971;0.648653951;24.10080878;5.777540607;119.8619652;112.045;15.3409109;136.9174073
7273;F10;B8;B;8;C_1_r;6;23.16713445;47;23.83286555;176;84.76122531;184.94;754.88;300.519965;14.91042821;24.22883834;60.86073345;0.639747145;0.823557379;0.069222131;0.827451;0.370183073;0.623325881;21.19030633;4.836214844;114.1138493;92.47;13.55643797;146.6036333
7273;F21;C5;C;5;H_3_r;8;20.37706575;45;24.62293425;109;70.68174132;200.6;805.06;301.223552;15.34949305;23.0489971;61.60150985;1.057782702;0.817098141;0.074606532;0.819608;0.382294145;0.796730157;17.67043533;4.594404823;130.0025929;100.3;18.69148082;186.355741
7282;F3;D2;D;2;B_1_m;7;23.2846056;49;25.7153944;141;64.78764849;230.44;717.81;309.297558;18.32455548;24.59529709;57.08014742;0.994560663;0.824933907;0.071735133;0.827451;0.276998573;0.816813591;16.19691212;4.155341845;128.2757421;115.22;16.10881165;139.8091621
7282;F31;E5;E;5;F_2_l;6;23.44347247;46;22.55652753;196;64.24041218;225.19;872.05;353.423807;15.52323832;24.36290237;60.11385931;0.930253155;0.828564373;0.074594253;0.831373;0.495424611;0.79988085;16.06010305;4.267452125;132.8588027;112.595;14.93996153;132.6876107
7287;F12;D2;D;2;H_1_l;4;31.84275897;59;27.15724103;217;124.809156;399.5;1132.47;299.010829;21.81890677;16.3306368;61.85045644;0.668176323;0.82590383;0.080888617;0.831373;0.299766179;0.82481074;31.202289;6.211389741;99.5341999;199.75;20.84863072;104.3736206
7287;F22;A3;A;3;H_2_m;6;31.60299841;59;27.39700159;176;114.761968;948.53;436.13;198.641764;59.90835238;12.54604577;27.54560185;1.996102161;0.827051575;0.087538532;0.835294;0.432519813;0.713064119;28.690492;6.570961985;114.5146271;474.265;57.26915308;120.7534882
7288;F2;B4;B;4;H_1_m;3;32.61099718;61;28.38900282;210;136.0563288;594.9;1030.71;599.449783;26.73636028;26.94083941;46.32280031;0.950599802;0.832143842;0.073121883;0.835294;0.295322308;0.890348073;34.0140822;6.668498767;98.02555788;297.45;32.33377981;108.7032436
7288;F31;A7;A;7;F_2_l;6;30.1382704;57;26.8617296;232;98.3443316;456.22;1272.19;540.484482;20.10759;23.82149043;56.07091956;1.071235079;0.832230085;0.077259703;0.835294;0.550641121;0.862864953;24.5860829;4.638407651;94.32994409;228.11;26.33747445;115.4595347
7296;F9;D8;D;8;B_4_l;4;24.27630866;51;26.72369134;168;102.845083;419.3;952.2;443.411487;23.10305505;24.43157643;52.46536852;1.143638661;0.815010447;0.085083002;0.819608;0.392163103;0.70400232;25.71127075;8.308634887;161.575734;209.65;29.40440325;140.2547257
7298;F10;B4;B;4;C_1_r;7;31.31982108;59;27.68017892;221;143.964814;610.04;1138.05;538.098847;26.68370991;23.5369378;49.77935228;0.919062475;0.82705271;0.074054003;0.831373;0.350268476;0.815969077;35.9912035;7.894002704;109.665723;305.02;33.07816455;108.4458873
7298;F32;D4;D;4;B_2_m;6;32.93621463;62;29.06378537;161;130.5516135;512.53;1004.01;464.899247;25.86655134;23.46270509;50.67074358;0.783415838;0.827617762;0.07766634;0.831373;0.399721687;0.82104122;32.63790338;6.465198842;99.04433455;256.265;25.56905044;99.77581971
7308;F2;D2;D;2;H_1_m;4;32.54027191;63;30.45972809;253;107.7418289;508.81;1608.48;1162.791019;15.51211684;35.45007005;49.03781311;0.970988025;0.832049462;0.074263308;0.835294;0.511308728;0.775034135;26.93545723;5.417197615;100.5588576;254.405;26.15400642;102.8046085
7308;F26;C9;C;9;D_3_m;8;27.45146846;56;28.54853154;166;48.7936479;151.52;927.35;413.569283;10.15250682;27.71096203;62.13653115;0.6887891;0.832549882;0.076099293;0.835294;0.219707537;0.88198706;12.19841198;2.272811414;93.16013506;75.76;8.402133204;110.9046093
7314;F11;C1;C;1;F_2_r;8;23.09029493;44;20.90970507;150;74.62366022;156.42;919.31;331.732919;11.11361428;23.56956723;65.31681848;0.513400302;0.824004394;0.074395438;0.827451;0.483247399;0.687354336;18.65591506;4.525573458;121.2905785;78.21;9.57795242;122.4645495
7314;F18;D4;D;4;A_2_l;6;18.93938908;37;18.06061092;138;72.81625291;115.98;629.59;237.854333;11.79348488;24.18633798;64.02017714;0.447305945;0.82486575;0.078360114;0.827451;0.484165442;0.771431677;18.20406323;5.44870851;149.6563828;57.99;8.14278571;140.4170669
7316;F9;E9;E;9;B_4_l;4;25.97386342;59;33.02613658;170;88.01855594;512.6;1114.23;528.459985;23.78334255;24.51920571;51.69745175;1.577376134;0.82371181;0.080471097;0.827451;0.493360905;0.754301343;22.00463899;6.682733089;151.8482783;256.3;34.70959238;135.4256433
7319;F15;B4;B;4;F_4_r;4;25.64511682;45;19.35488318;260;99.36120408;241.78;907.54;304.927802;16.62577723;20.96807721;62.40614555;0.602664417;0.827490667;0.075196379;0.831373;0.330425481;0.83032799;24.84030102;5.28866585;106.4533366;120.89;14.97036553;123.834606
7319;F26;B10;B;10;D_3_m;3;28.23720577;50;21.76279423;260;101.9480695;370.39;846.2;315.754485;24.17145776;20.60597262;55.22256962;1.047298171;0.831900539;0.074982443;0.835294;0.336442444;0.9307237;25.48701738;6.117883357;120.0196019;185.195;26.69250667;144.131897
7320;F2;B2;B;2;H_1_m;9;22.77420492;56;33.22579508;174;75.38883126;251.08;674.9;463.683914;18.06767791;33.36662263;48.56569946;1.20698496;0.825655321;0.078530249;0.829102;0.296271756;0.626348667;18.84720782;3.934832515;104.3876778;125.54;22.74829638;181.2035716
