pathimage,site,totarea,sk,bp,ep,datelabeled,tray,pos,organ,ptype,num,i.pred,r.pred,pred
../data/field_madrid_harvesting/2016_427/P1110975.JPG,madrid,79534,15412,490,75,Rocio,27,b5,i,p,3,0.802,0.198,r
../data/field_madrid_harvesting/2016_427/P1110985.JPG,madrid,58064,8958,194,51,Rocio,26,c6,i,p,2,0.806,0.194,r
../data/field_madrid_harvesting/2016_427/P1110987.JPG,madrid,113594,14996,299,51,Rocio,25,a2,i,p,4,0.808,0.192,r
../data/field_madrid_harvesting/2016_427/P1120017.JPG,madrid,66131,10712,437,49,Rocio,22,d6,r,p,3,0.178,0.822,i
../data/field_madrid_harvesting/2016_427/P1120065.JPG,madrid,42234,6505,293,45,Rocio,51,a2,r,p,7,0.192,0.808,i
../data/field_madrid_harvesting/2016_428/P1120168.JPG,madrid,259730,22001,600,172,Rocio,86,e6,i,i,1,0.814,0.186,r
../data/field_madrid_harvesting/2016_428/P1120241.JPG,madrid,117591,15368,422,64,Rocio,89,b2,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_428/P1120243.JPG,madrid,98064,9969,334,76,Rocio,89,c1,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_428/P1120273.JPG,madrid,103276,9550,414,61,Rocio,77,d7,r,i,1,0.176,0.824,i
../data/field_madrid_harvesting/2016_428/P1120276.JPG,madrid,20985,2667,40,16,Rocio,91,b6,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_428/P1120282.JPG,madrid,54032,7155,204,49,Rocio,92,b1,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_428/P1120289.JPG,madrid,70971,6427,196,63,Rocio,79,a6,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_428/P1120343.JPG,madrid,107462,14472,340,91,Rocio,94,b1,i,i,1,0.806,0.194,r
../data/field_madrid_harvesting/2016_428/P1120380.JPG,madrid,40308,3420,145,24,Rocio,95,c8,r,i,1,0.184,0.816,i
../data/field_madrid_harvesting/2016_428/P1120404.JPG,madrid,63902,9216,276,38,Rocio,96,b6,r,i,1,0.184,0.816,i
../data/field_madrid_harvesting/2016_428/P1120435.JPG,madrid,115598,14394,102,46,Rocio,83,d1,i,i,1,0.812,0.188,r
../data/field_madrid_harvesting/2016_429/P1120510.JPG,madrid,43175,3472,101,30,Rocio,125,c3,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_429/P1120538.JPG,madrid,142671,14476,487,110,Rocio,126,e5,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_429/P1120548.JPG,madrid,171507,19217,426,141,Rocio,127,a2,i,i,1,0.826,0.174,r
../data/field_madrid_harvesting/2016_429/P1120721.JPG,madrid,245695,28142,788,167,Rocio,137,c1,i,i,1,0.806,0.194,r
../data/field_madrid_harvesting/2016_429/P1120744.JPG,madrid,48260,3409,83,34,Rocio,158,a7,r,i,1,0.196,0.804,i
../data/field_madrid_harvesting/2016_429/P1120815.JPG,madrid,50884,7394,103,44,Rocio,154,c3,r,i,1,0.172,0.828,i
../data/field_madrid_harvesting/2016_429/P1120823.JPG,madrid,78879,12295,237,46,Rocio,153,b1,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_429/P1120830.JPG,madrid,228379,31698,976,156,Rocio,153,b8,i,i,1,0.814,0.186,r
../data/field_madrid_harvesting/2016_429/P1120835.JPG,madrid,42005,7210,74,34,Rocio,153,c4,r,i,1,0.178,0.822,i
../data/field_madrid_harvesting/2016_429/P1120879.JPG,madrid,198417,25286,795,76,Rocio,151,d7,r,i,1,0.172,0.828,i
../data/field_madrid_harvesting/2016_503/P1120942.JPG,madrid,219757,25412,403,157,Rocio,108,a5,i,i,1,0.816,0.184,r
../data/field_madrid_harvesting/2016_503/P1120943.JPG,madrid,102591,8434,319,65,Rocio,108,a7,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_503/P1120965.JPG,madrid,42746,4289,62,40,Rocio,120,e6,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_503/P1120998.JPG,madrid,63500,7556,199,46,Rocio,106,b1,i,i,1,0.806,0.194,r
../data/field_madrid_harvesting/2016_503/P1130048.JPG,madrid,197571,26026,425,83,Rocio,105,e7,i,i,1,0.802,0.198,r
../data/field_madrid_harvesting/2016_503/P1130052.JPG,madrid,161338,19881,345,48,Rocio,117,b7,i,i,1,0.82,0.18,r
../data/field_madrid_harvesting/2016_503/P1130071.JPG,madrid,228074,31844,936,139,Rocio,104,a3,i,i,1,0.806,0.194,r
../data/field_madrid_harvesting/2016_503/P1130079.JPG,madrid,139770,19296,361,53,Rocio,104,c5,i,i,1,0.814,0.186,r
../data/field_madrid_harvesting/2016_503/P1130089.JPG,madrid,201142,25392,372,93,Rocio,104,d5,i,i,1,0.826,0.174,r
../data/field_madrid_harvesting/2016_503/P1130095.JPG,madrid,97104,13438,361,34,Rocio,116,b4,r,i,1,0.182,0.818,i
../data/field_madrid_harvesting/2016_503/P1130099.JPG,madrid,34907,5074,31,19,Rocio,116,b8,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_503/P1130130.JPG,madrid,170191,22995,590,104,Rocio,103,b3,i,i,1,0.804,0.196,r
../data/field_madrid_harvesting/2016_503/P1130140.JPG,madrid,87241,11672,401,98,Rocio,103,c1,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_503/P1130144.JPG,madrid,166382,23209,611,129,Rocio,103,c6,i,i,1,0.81,0.19,r
../data/field_madrid_harvesting/2016_503/P1130154.JPG,madrid,87627,12946,313,41,Rocio,103,e3,i,i,1,0.802,0.198,r
../data/field_madrid_harvesting/2016_503/P1130218.JPG,madrid,179315,25871,540,90,Rocio,101,d1,i,i,1,0.822,0.178,r
../data/field_madrid_harvesting/2016_503/P1130246.JPG,madrid,147444,22110,437,68,Rocio,100,c8,i,i,1,0.816,0.184,r
../data/field_madrid_harvesting/2016_503/P1130253.JPG,madrid,178159,26421,552,89,Rocio,112,b1,i,i,1,0.814,0.186,r
../data/field_madrid_harvesting/2016_504/P1130310.JPG,madrid,303571,48952,2697,300,Rocio,339,e7,i,i,1,0.81,0.19,r
../data/field_madrid_harvesting/2016_504/P1130519.JPG,madrid,348697,53363,2605,330,Rocio,248,d7,i,i,1,0.816,0.184,r
../data/field_madrid_harvesting/2016_505/P1130868.JPG,madrid,34758,3792,130,30,Rocio,247,d7,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_505/P1130993.JPG,madrid,402184,50031,1510,326,Rocio,334,e2,i,i,1,0.804,0.196,r
../data/field_madrid_harvesting/2016_506/P1140252.JPG,madrid,912675,83380,4623,885,Rocio,202,b1,r,p,25,0.184,0.816,i
../data/field_madrid_harvesting/2016_509/P1140562.JPG,madrid,810197,76887,5383,698,Rocio,315,c6,i,i,1,0.81,0.19,r
../data/field_madrid_harvesting/2016_510/P1140888.JPG,madrid,220209,32688,928,152,Rocio,255,a2,i,i,1,0.802,0.198,r
../data/field_madrid_harvesting/2016_510/P1150119.JPG,madrid,595055,63974,3963,444,Rocio,220,d8,i,p,8,0.816,0.184,r
../data/field_madrid_harvesting/2016_510/P1150335.JPG,madrid,879115,82315,4817,702,Rocio,229,e6,i,p,10,0.81,0.19,r
../data/field_madrid_harvesting/2016_513/P1160219.JPG,madrid,364881,44372,3684,192,Rocio,264,b8,i,i,1,0.806,0.194,r
../data/field_madrid_harvesting/2016_513/P1160302.JPG,madrid,483521,52055,3096,276,Rocio,270,a2,i,i,1,0.81,0.19,r
../data/field_madrid_harvesting/2016_513/P1160319.JPG,madrid,349164,43982,4042,180,Rocio,270,c4,i,i,1,0.812,0.188,r
../data/field_madrid_harvesting/2016_513/P1160551.JPG,madrid,365243,39214,1933,156,Rocio,321,c3,i,i,1,0.814,0.186,r
../data/field_madrid_harvesting/2016_524/P1000590.JPG,madrid,284005,27016,785,191,Rocio,256,c4,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_524/P1000762.JPG,madrid,1737430,291183,29296,5401,Rocio,267,d2,r,i,1,0.186,0.814,i
../data/field_madrid_harvesting/2016_524/P1000764.JPG,madrid,1558140,246666,22903,4467,Rocio,267,d3,r,i,1,0.172,0.828,i
../data/field_madrid_harvesting/2016_524/P1000813.JPG,madrid,419090,46071,1164,339,Rocio,75,a2,i,i,1,0.802,0.198,r
../data/field_madrid_harvesting/2016_524/P1000838.JPG,madrid,422630,48009,1201,321,Rocio,94,c7,i,i,1,0.804,0.196,r
../data/field_madrid_harvesting/2016_524/P1000964.JPG,madrid,804630,85174,3729,1123,Rocio,242,a2,r,p,5,0.184,0.816,i
../data/field_madrid_harvesting/2016_524/P1010058.JPG,madrid,294063,31309,785,221,Rocio,205,c5,r,p,3,0.174,0.826,i
../data/field_madrid_harvesting/2016_524/P1010113.JPG,madrid,527635,62993,3253,398,Rocio,195,d2,r,p,4,0.182,0.818,i
../data/field_madrid_harvesting/2016_525/P1010382.JPG,madrid,235974,28348,700,198,Rocio,271,a4,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_525/P1010473.JPG,madrid,482006,59272,2783,378,Rocio,272,c5,r,i,1,0.188,0.812,i
../data/field_madrid_harvesting/2016_525/P1010556.JPG,madrid,393938,44686,797,197,Rocio,273,d7,r,i,1,0.186,0.814,i
../data/field_madrid_harvesting/2016_525/P1010577.JPG,madrid,219427,31598,783,133,Rocio,274,b2,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_526/P1010975.JPG,madrid,438173,66243,4603,370,Rocio,176,a5,r,p,21,0.196,0.804,i
../data/field_madrid_harvesting/2016_526/P1020060.JPG,madrid,427283,51756,3128,263,Rocio,298,b3,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_526/P1020084.JPG,madrid,351203,40911,804,192,Rocio,298,c7,r,i,1,0.198,0.802,i
../data/field_madrid_harvesting/2016_526/P1020126.JPG,madrid,91166,12972,301,76,Rocio,299,b1,r,i,1,0.184,0.816,i
../data/field_madrid_harvesting/2016_527/P1020555.JPG,madrid,154422,25069,284,79,Rocio,326,a5,r,i,1,0.184,0.816,i
../data/field_madrid_harvesting/2016_527/P1020561.JPG,madrid,149080,24157,451,73,Rocio,326,b1,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_527/P1020575.JPG,madrid,246982,33169,422,96,Rocio,326,b8,r,i,1,0.178,0.822,i
../data/field_madrid_harvesting/2016_527/P1020716.JPG,madrid,502308,56357,2085,319,Rocio,276,c1,r,i,1,0.18,0.82,i
../data/field_madrid_harvesting/2016_527/P1020919.JPG,madrid,230353,46389,5087,161,Rocio,297,d7,r,i,1,0.194,0.806,i
../data/field_madrid_harvesting/2016_527/P1020946.JPG,madrid,230587,34257,548,104,Rocio,41,b7,i,p,6,0.802,0.198,r
../data/field_madrid_harvesting/2016_530/P1030113.JPG,madrid,417982,53888,3162,213,Rocio,292,b6,r,i,1,0.198,0.802,i
../data/field_madrid_harvesting/2016_530/P1030470.JPG,madrid,93198,15704,133,73,Rocio,322,b2,r,i,1,0.186,0.814,i
../data/field_madrid_harvesting/2016_530/P1030566.JPG,madrid,564027,81811,5100,546,Rocio,207,d7,r,p,17,0.196,0.804,i
../data/field_madrid_harvesting/2016_530/P1030706.JPG,madrid,288832,48915,2979,274,Rocio,212,c7,r,p,11,0.188,0.812,i
../data/field_madrid_harvesting/2016_530/P1030793.JPG,madrid,404281,62067,3484,359,Rocio,201,c3,r,p,10,0.174,0.826,i
../data/field_madrid_harvesting/2016_531/P1030943.JPG,madrid,421614,54184,1962,291,Rocio,254,b4,i,i,1,0.808,0.192,r
../data/field_madrid_harvesting/2016_531/P1030995.JPG,madrid,251517,33932,1153,214,Rocio,261,c8,r,i,1,0.19,0.81,i
../data/field_madrid_harvesting/2016_531/P1040053.JPG,madrid,262408,32913,298,99,Rocio,343,c1,r,i,1,0.178,0.822,i
../data/field_madrid_harvesting/2016_531/P1040161.JPG,madrid,144282,22162,535,84,Rocio,346,b3,r,i,1,0.192,0.808,i
../data/field_madrid_harvesting/2016_531/P1040204.JPG,madrid,285034,42269,1594,192,Rocio,266,c7,r,i,1,0.188,0.812,i
../data/field_madrid_harvesting/2016_531/P1040365.JPG,madrid,484975,51575,1222,327,Rocio,296,d5,r,i,1,0.178,0.822,i
../data/field_madrid_harvesting/2016_531/P1040405.JPG,madrid,391163,54614,2412,302,Rocio,240,e6,r,p,8,0.198,0.802,i
../data/field_madrid_harvesting/2016_601/P1040637.JPG,madrid,527338,56300,1756,431,Rocio,314,a4,r,i,1,0.168,0.832,i
../data/field_madrid_harvesting/2016_602/P1040913.JPG,madrid,189506,20264,329,105,Rocio,332,c6,r,i,1,0.188,0.812,i
../data/field_madrid_harvesting/2016_602/P1040931.JPG,madrid,399719,41626,851,174,Rocio,332,d8,r,i,1,0.198,0.802,i
