tg_ecotypeid name country latitude longitude seq_by neanderthal
7415 Wu-0 GER 49.7878 9.9361 Mott NO
7416 Yo-0 USA 37.45 -119.35 Salk NO
7417 Zu-0 SUI 47.3667 8.55 Mott NO
7418 Zu-1 SUI 47.3667 8.55 Monsanto NO
7419 Db-1 GER 50.3058 8.32213 Salk NO
7424 Jl-3 CZE 49.2 16.6166 Salk NO
7427 Ko-2 DEN NA NA Salk NO
7430 Nc-1 FRA 48.6167 6.25 Salk NO
7460 Da(1)-12 CZE NA NA Salk NO
7461 H55 CZE 49 15 Salk NO
7471 RLD-1 UNK NA NA Salk NO
7475 KEN USA 41.767 -72.677 MPI NO
7477 WAR USA 41.7302 -71.2825 Monsanto NO
7514 RRS-7 USA 41.5609 -86.4251 Salk NO
7515 RRS-10 USA 41.5609 -86.4251 MPI,Salk NO
7516 Vår2-1 SWE 55.58 14.334 GMI NO
7517 Vår2-6 SWE 55.58 14.334 GMI NO
7520 Lp2-2 CZE 49.38 16.81 Salk NO
7521 Lp2-6 CZE 49.38 16.81 Salk NO
7523 Pna-17 USA 42.0945 -86.3253 Salk NO
7525 Rmx-A180 USA 42.036 -86.511 Salk NO
7529 627RMX-1MN4 USA 42.0333 -86.5128 MPI NO
7530 627RMX-1MN5 USA 42.0333 -86.5128 MPI NO
7566 627ME-13Y1 USA 42.093 -86.359 MPI NO
7568 627ME-1MI1 USA 42.093 -86.359 MPI NO
7717 KNO1.37 USA 41.273 -86.625 Monsanto NO
7757 KNO2.41 USA 41.273 -86.625 MPI NO
7767 KNO2.54 USA 41.273 -86.625 MPI NO
7917 PNA3.10 USA 42.0945 -86.3253 Monsanto NO
7947 PNA3.40 USA 42.0945 -86.3253 Monsanto NO
8037 PT1.52 USA 41.3423 -86.7368 MPI NO
8057 PT1.85 USA 41.3423 -86.7368 MPI NO
8077 PT2.21 USA 41.3423 -86.7368 Monsanto NO
8132 RMX3.22 USA 42.036 -86.511 Monsanto NO
8171 RMX4.118 USA 42.036 -86.511 MPI NO
8214 Gy-0 FRA 49 2 Salk NO
8222 Lis-2 SWE 56.0328 14.775 GMI NO
8227 THÖ SWE 62.7989 17.9103 GMI NO
8230 Algutsrum SWE 56.68 16.5 GMI NO
8231 Brö1-6 SWE 56.3 16 GMI NO
8233 Dem-4 USA 41.1876 -87.1923 Salk NO
8234 Gul1-2 SWE 56.4606 15.8127 GMI,Salk NO
8235 Hod CZE 48.8 17.1 Salk NO
8236 HSm CZE 49.33 15.76 Salk NO
8237 Kävlinge-1 SWE 55.8 13.1 GMI NO
8238 Kent UK 51.15 0.4 Salk NO
8239 Köln GER 51 7 Salk NO
8240 Kulturen-1 SWE 55.705 13.196 GMI NO
8241 Liarum SWE 55.9473 13.821 GMI NO
8242 Lillö-1 SWE 56.1494 15.7884 GMI NO
8243 PHW-2 ITA 43.7703 11.2547 Salk NO
8244 PHW-34 FRA 48.6103 2.3086 Salk NO
8246 NC-6 USA 35 -79.18 Salk NO
8247 San-2 SWE 56.07 13.74 GMI NO
8249 Vimmerby SWE 57.7 15.8 GMI NO
8256 Bå1-2 SWE 56.4 12.9 GMI NO
8258 Bå4-1 SWE 56.4 12.9 GMI NO
8259 Bå5-1 SWE 56.4 12.9 GMI NO
8264 Bla-1 ESP 41.6833 2.8 Salk NO
8283 Dra3-1 SWE 55.76 14.12 GMI NO
8284 DraII-1 CZE 49.4112 16.2815 Salk NO
8285 DraIII-1 CZE 49.4112 16.2815 Salk NO
8290 En-1 GER 50 8.5 Salk NO
8297 Ge-0 SUI 46.5 6.08 Salk NO
8306 Hov4-1 SWE 56.1 13.74 GMI NO
8307 Hovdala-6 SWE 56.1 13.74 GMI NO
8311 In-0 AUT 47.5 11.5 Salk NO
8312 Is-0 GER 50.5 7.5 MPI,Salk NO
8326 Lis-1 SWE 56.0328 14.775 GMI NO
8334 Lu-1 SWE 55.71 13.2 GMI NO
8335 Lund SWE 55.71 13.2 GMI NO
8337 Mir-0 ITA 44 12.37 Salk NO
8343 Na-1 FRA 47.5 1.5 Salk NO
8351 Ost-0 SWE 60.25 18.37 GMI NO
8354 Per-1 RUS 58 56.3167 Salk NO
8357 Pla-0 ESP 41.5 2.25 Salk NO
8365 Rak-2 CZE 49 16 Salk NO
8366 Rd-0 GER 50.5 8.5 Salk NO
8369 Rev-1 SWE 55.6942 13.4504 GMI NO
8376 Sanna-2 SWE 62.69 18 GMI NO
8386 Sr:5 SWE 58.9 11.2 GMI NO
8387 St-0 SWE 59 18 GMI NO
8419 Wil-1 LTU 54.6833 25.3167 Salk NO
8420 Kelsterbach-4 GER 50.0667 8.5333 Salk NO
8422 Fjä1-1 SWE 56.06 14.29 GMI NO
8424 Kas-2 IND 35 77 Salk MAYBE
8426 Ull1-1 SWE 56.06 13.97 GMI NO
8427 Ull2-13 SWE 56.0648 13.9707 GMI NO
8464 LP3413.31 USA 41.6862 -86.8513 MPI NO
8483 LP3413.53 USA 41.6862 -86.8513 MPI NO
8699 328PNA062 USA 42.0945 -86.3253 MPI NO
8723 11PNA1.14 USA 42.0945 -86.3253 MPI NO
9027 RMX413.85 USA 42.036 -86.511 MPI NO
9057 Vinslöv SWE 56.1 13.9167 GMI NO
9058 Västervik SWE 57.75 16.6333 GMI NO
9067 Xan-3 AZE 38.6536 48.7992 Monsanto NO
9069 Xan-5 AZE 38.6536 48.7992 Monsanto MAYBE
9070 Xan-6 AZE 38.6536 48.7992 Monsanto NO
9075 Lerik1-4 AZE 38.7406 48.6131 Monsanto NO
9078 Lerik1-7 AZE 38.7406 48.6131 Monsanto MAYBE
9079 Lerik2-1 AZE 38.7833 48.5517 Monsanto NO
9081 Lerik2-3 AZE 38.7833 48.5517 Monsanto NO
9084 Lerik2-6 AZE 38.7833 48.5517 Monsanto NO
9085 Lerik2-7 AZE 38.7833 48.5517 Monsanto NO
9089 Nar-3 AZE 38.9522 48.925 Monsanto NO
9091 Nar-5 AZE 38.9522 48.925 Monsanto NO
9095 Istisu-5 AZE 38.9786 48.5594 Monsanto NO
9099 Istisu-9 AZE 38.9786 48.5594 Monsanto NO
9100 Lag1-2 GEO 41.8296 46.2831 Monsanto NO
9102 Lag1-4 GEO 41.8296 46.2831 Monsanto NO
9103 Lag1-5 GEO 41.8296 46.2831 Monsanto NO
9104 Lag1-6 GEO 41.8296 46.2831 Monsanto NO
9105 Lag1-7 GEO 41.8296 46.2831 Monsanto NO
9106 Lag1-8 GEO 41.8296 46.2831 Monsanto NO
9111 Lag2-4 GEO 41.8296 46.2831 Monsanto MAYBE
9113 Lag2-6 GEO 41.8296 46.2831 Monsanto NO
9114 Lag2-7 GEO 41.8296 46.2831 Monsanto NO
9115 Lag2-10 GEO 41.8296 46.2831 Monsanto NO
9121 Bak-5 GEO 41.7942 43.4767 Monsanto NO
9125 Geg-14 ARM 40.1408 44.8203 Monsanto NO
9128 Yeg-2 ARM 39.8692 45.3622 Monsanto NO
9130 Yeg-4 ARM 39.8692 45.3622 Monsanto NO
9131 Yeg-5 ARM 39.8692 45.3622 Monsanto NO
9133 Yeg-7 ARM 39.8692 45.3622 Monsanto NO
9134 Yeg-8 ARM 39.8692 45.3622 Monsanto NO
9298 Edinburgh-1 UK 55.9681 -3.21833 Monsanto NO
9312 Ullapool-8 UK 57.9 -5.1525 Monsanto NO
9314 Gol-2 UK 57.9672 -3.96722 Monsanto NO
9321 Ådal SWE 62.8622 18.336 GMI NO
9323 Ådal SWE 62.8622 18.336 GMI NO
9332 Bar SWE 62.8698 18.381 GMI NO
9336 Bön SWE 62.8794 18.4473 GMI NO
9339 Böt SWE 57.7133 15.0689 GMI NO
9343 Dja SWE 57.3089 18.1512 GMI NO
9352 Död SWE 57.2608 16.3675 GMI NO
9353 Död SWE 57.2608 16.3675 GMI NO
9363 EdJ SWE 62.9147 18.4045 GMI NO
9369 EkS SWE 57.6781 14.9986 GMI NO
9370 EkS SWE 57.6781 14.9986 GMI NO
9371 FäL SWE 63.016 18.3175 GMI NO
9380 FlyA SWE 55.7488 13.3742 GMI NO
9381 Fri SWE 55.8106 14.2091 GMI NO
9382 Fri SWE 55.8106 14.2091 GMI NO
9383 Fri SWE 55.8106 14.2091 GMI NO
9386 Grön SWE 62.806 18.1896 GMI NO
9388 Grön SWE 62.806 18.1896 GMI NO
9390 Had-1 SWE 57.3263 15.8979 GMI NO
9391 Had-2 SWE 57.3263 15.8979 GMI NO
9392 Had-3 SWE 57.3263 15.8979 GMI NO
9394 Hag-2 SWE 56.5804 16.4063 GMI NO
9395 Hal-1 SWE 57.5089 15.0105 GMI NO
9399 Ham-1 SWE 55.4234 13.9905 GMI NO
9402 Hel-3 SWE 57.8765 14.8549 GMI NO
9404 HolA-1 SWE 55.7491 13.399 GMI NO
9405 HolA-1 SWE 55.7491 13.399 GMI NO
9407 HolA-2 SWE 55.7491 13.399 GMI NO
9408 Kal SWE 56.047 13.9519 GMI NO
9409 Kia SWE 56.0573 14.302 GMI NO
9412 Kor SWE 57.2746 16.1494 GMI NO
9413 Kor SWE 57.2746 16.1494 GMI NO
9416 Kru-3 SWE 57.7215 18.3837 GMI NO
9421 Lan SWE 55.9745 14.3997 GMI NO
9427 Näs SWE 62.8815 18.4055 GMI NO
9433 Nyl SWE 62.9513 18.2763 GMI NO
9436 Puk-1 SWE 56.1633 14.6806 GMI NO
9437 Puk-2 SWE 56.1633 14.6806 GMI NO
9442 Sim-1 SWE 55.5678 14.3398 GMI NO
9450 Spro SWE 57.2545 18.2109 GMI NO
9451 Spro SWE 57.2545 18.2109 GMI NO
9452 Spro SWE 57.2545 18.2109 GMI NO
9453 Ste SWE 57.8009 18.5162 GMI NO
9454 Ste SWE 57.8009 18.5162 GMI NO
9455 Ste SWE 57.8009 18.5162 GMI NO
9470 Tur-4 SWE 57.6511 14.8043 GMI NO
9471 Ull-A-1 SWE 56.0648 13.9707 GMI NO
9476 VårA SWE 55.5796 14.3336 GMI NO
9481 Yst-1 SWE 55.4242 13.8484 GMI NO
9503 11C1 UK 55.8877 -3.21072 Monsanto NO
9506 IP-Alo-0 POR 40.11 -7.47 Monsanto NO
9507 IP-Coa-0 POR 38.45 -7.5 Monsanto NO
9508 IP-Mos-1 POR 40.04 -7.11 Monsanto NO
9509 IP-Reg-0 POR 39.29 -7.4 Monsanto NO
9510 IP-Rei-0 POR 38.75 -7.59 Monsanto NO
9511 IP-Vav-0 POR 38.53 -8.02 Monsanto NO
9512 IP-Vid-1 POR 38.22 -7.84 Monsanto NO
9513 IP-Adc-5 ESP 38.77 -4.07 Monsanto NO
9514 IP-Adm-0 ESP 39.15 -4.54 Monsanto NO
9515 IP-Ala-0 ESP 39.72 -6.89 Monsanto NO
9517 IP-All-0 ESP 42.19 -7.8 Monsanto NO
9518 IP-Alm-0 ESP 39.88 -0.36 Monsanto YES
9519 IP-Ang-0 ESP 41.94 2.64 Monsanto NO
9520 IP-Ara-4 ESP 41.7 -3.68 Monsanto NO
9521 IP-Bar-1 ESP 41.43 2.13 Monsanto NO
9522 IP-Bea-0 ESP 36.52 -5.27 Monsanto NO
9523 IP-Ben-0 ESP 38.37 -2.66 Monsanto NO
9524 IP-Ber-0 ESP 42.52 -0.56 Monsanto NO
9525 IP-Bis-0 ESP 42.49 0.54 Monsanto NO
9526 IP-Cab-3 ESP 41.54 2.39 Monsanto NO
9527 IP-Cad-0 ESP 40.37 -5.74 Monsanto NO
9528 IP-Cal-0 ESP 40.94 -1.37 Monsanto MAYBE
9529 IP-Cap-1 ESP 36.97 -3.36 Monsanto NO
9530 IP-Car-1 ESP 38.25 -4.32 Monsanto MAYBE
9531 IP-Cdc-3 ESP 41.21 -4.54 Monsanto NO
9532 IP-Cdo-0 ESP 42.23 -4.64 Monsanto NO
9533 IP-Cem-0 ESP 41.15 -4.32 Monsanto YES
9534 IP-Cmo-3 ESP 40.05 -4.65 Monsanto NO
9535 IP-Coc-1 ESP 42.31 3.19 Monsanto MAYBE
9536 IP-Cor-0 ESP 40.83 -2 Monsanto YES
9537 IP-Cum-1 ESP 38.07 -6.66 Monsanto NO
9539 IP-Deh-1 ESP 40.29 -6.67 Monsanto NO
9540 IP-Elb-0 ESP 41.81 2.34 Monsanto NO
9541 IP-Fue-2 ESP 38.26 -5.42 Monsanto NO
9542 IP-Fun-0 ESP 40.79 -4.05 Monsanto YES
9543 IP-Gra-0 ESP 36.77 -5.39 Monsanto YES
9544 IP-Gua-1 ESP 39.4 -5.33 Monsanto NO
9545 IP-Her-12 ESP 39.4 -5.78 Monsanto YES
9546 IP-Hom-4 ESP 40.82 -1.68 Monsanto NO
9547 IP-Hor-0 ESP 41.67 2.62 Monsanto NO
9548 IP-Hoy-0 ESP 40.4 -5 Monsanto NO
9549 IP-Hum-2 ESP 42.23 -3.69 Monsanto YES
9550 IP-Iso-4 ESP 43.05 -5.37 Monsanto YES
9551 IP-Jim-1 ESP 42.28 -5.92 Monsanto NO
9552 IP-Lab-7 ESP 40.87 -4.5 Monsanto NO
9553 IP-Ldd-0 ESP 41.58 -4.71 Monsanto NO
9554 IP-Lso-0 ESP 38.86 -3.16 Monsanto YES
9555 IP-Mar-1 ESP 39.58 -3.93 Monsanto YES
9556 IP-Men-2 ESP 39.66 -4.34 Monsanto NO
9557 IP-Moa-0 ESP 42.46 0.7 Monsanto NO
9558 IP-Moc-11 ESP 41.57 -5.64 Monsanto NO
9559 IP-Mon-5 ESP 38.06 -4.38 Monsanto NO
9560 IP-Mot-0 ESP 38.19 -6.24 Monsanto NO
9561 IP-Mun-0 ESP 40.71 -5.04 Monsanto NO
9562 IP-Mur-0 ESP 41.67 2 Monsanto NO
9564 IP-Nog-17 ESP 40.45 -1.6 Monsanto NO
9565 IP-Orb-10 ESP 42.97 -1.23 Monsanto NO
9567 IP-Pal-0 ESP 42.34 1.3 Monsanto NO
9568 IP-Pan-0 ESP 42.76 -0.23 Monsanto NO
9569 IP-Pds-1 ESP 42.87 -6.45 Monsanto NO
9571 IP-Pro-0 ESP 43.28 -6.01 Monsanto NO
9573 IP-Rds-0 ESP 41.86 2.99 Monsanto NO
9574 IP-Rel-0 ESP 38.6 -2.7 Monsanto NO
9576 IP-Rev-0 ESP 40.86 -4.11 Monsanto NO
9577 IP-Ria-0 ESP 42.34 2.17 Monsanto MAYBE
9578 IP-Sac-0 ESP 42.13 -6.7 Monsanto NO
9579 IP-San-10 ESP 38.33 -3.51 Monsanto NO
9581 IP-Sdv-3 ESP 42.84 -5.12 Monsanto NO
9582 IP-Ses-0 ESP 41.48 -1.63 Monsanto NO
9583 IP-Sne-0 ESP 37.09 -3.38 Monsanto YES
9584 IP-Stp-0 ESP 41.19 -3.58 Monsanto NO
9585 IP-Svi-0 ESP 43.4 -7.39 Monsanto NO
9586 IP-Tam-0 ESP 41.03 -3.27 Monsanto NO
9587 IP-Tdc-0 ESP 41.5 -1.88 Monsanto NO
9588 IP-Tol-7 ESP 42.11 0.6 Monsanto MAYBE
9589 IP-Tor-1 ESP 41.6 -2.83 Monsanto NO
9590 IP-Trs-0 ESP 43.37 -5.49 Monsanto NO
9591 IP-Vad-0 ESP 42.86 -3.59 Monsanto NO
9592 IP-Vae-2 ESP 42.1 -5.44 Monsanto NO
9593 IP-Vaz-0 ESP 42.26 -2.99 Monsanto MAYBE
9594 IP-Vdm-0 ESP 42.04 1.01 Monsanto NO
9595 IP-Vdt-0 ESP 40.89 -5.5 Monsanto NO
9596 IP-Ver-5 ESP 41.95 -7.45 Monsanto NO
9597 IP-Vig-1 ESP 42.31 -2.53 Monsanto NO
9598 IP-Vim-0 ESP 41.88 -6.51 Monsanto YES
9599 IP-Vin-0 ESP 42.8 -5.77 Monsanto NO
9600 IP-Vis-0 ESP 39.85 -6.04 Monsanto YES
9601 IP-Voz-0 ESP 41.85 -1.88 Monsanto NO
9602 IP-Vpa-1 ESP 40.5 -3.96 Monsanto NO
9606 Aitba-1 MAR 31.48 -7.45 Monsanto NO
9607 Panik-1 RUS 53.05 52.15 Monsanto NO
9608 Karag-2 RUS 51.37 59.44 Monsanto NO
9609 Adam-1 RUS 51.41 59.98 Monsanto NO
9610 Lesno-4 RUS 53.04 51.96 Monsanto NO
9611 Lesno-1 RUS 53.04 51.9 Monsanto NO
9612 Lesno-2 RUS 53.04 51.94 Monsanto NO
9613 Balan-1 RUS 55.36 61.41 Monsanto NO
9615 Parti-1 RUS 52.99 52.16 Monsanto NO
9616 Krazo-1 RUS 53.06 51.96 Monsanto NO
9617 Karag-1 RUS 51.37 59.44 Monsanto NO
9619 Basta-1 RUS 51.84 79.48 Monsanto NO
9620 Basta-2 RUS 51.82 79.48 Monsanto NO
9621 Basta-3 RUS 51.84 79.46 Monsanto NO
9622 Bijisk-4 RUS 52.52 85.27 Monsanto NO
9624 Chaba-2 RUS 53.6 79.37 Monsanto NO
9625 Kolyv-2 RUS 51.31 82.59 Monsanto NO
9626 Kolyv-3 RUS 51.36 82.59 Monsanto NO
9627 Kolyv-5 RUS 51.32 82.55 Monsanto NO
9628 Kolyv-6 RUS 51.33 82.54 Monsanto NO
9629 K-oze-1 RUS 51.35 82.18 Monsanto NO
9630 K-oze-3 RUS 51.34 82.16 Monsanto NO
9631 Lebja-1 RUS 51.65 80.79 Monsanto NO
9632 Lebja-2 RUS 51.67 80.82 Monsanto NO
9633 Lebja-4 RUS 51.63 80.83 Monsanto NO
9634 Masl-1 RUS 54.13 81.31 Monsanto NO
9635 Nosov-1 RUS 51.87 80.6 Monsanto NO
9636 Noveg-1 RUS 51.75 80.82 Monsanto NO
9637 Noveg-2 RUS 51.77 80.85 Monsanto NO
9638 Noveg-3 RUS 51.73 80.86 Monsanto NO
9639 Panke-1 RUS 53.82 80.31 Monsanto NO
9640 Rakit-1 RUS 51.87 80.06 Monsanto NO
9641 Rakit-2 RUS 51.9 80.06 Monsanto NO
9642 Rakit-3 RUS 51.84 80.06 Monsanto NO
9643 Sever-1 RUS 52.1 79.31 Monsanto NO
9644 Zupan-1 CRO 45.07 18.72 Monsanto NO
9645 Gradi-1 CRO 45.17 18.7 Monsanto NO
9646 Aiell-1 NA NA NA Monsanto NO
9647 Basen-1 ITA 40.37 16.77 Monsanto NO
9648 Bisig-1 ITA 39.48 16.28 Monsanto NO
9649 Bivio-1 ITA 39.13 16.17 Monsanto NO
9651 Filet-1 ITA 40.68 14.87 Monsanto NO
9653 Giffo-1 ITA 38.44 16.13 Monsanto NO
9655 Marce-1 ITA 38.92 16.47 Monsanto NO
9656 Marti-1 ITA 40.64 17.31 Monsanto NO
9657 Melic-1 ITA 38.45 16.04 Monsanto NO
9658 Nicas-1 ITA 38.97 16.34 Monsanto NO
9659 Pigna-1 ITA 41.18 14.18 Monsanto NO
9660 Sarno-1 ITA 40.84 14.57 Monsanto NO
9661 Cimin-1 ITA 39.58 16.21 Monsanto NO
9663 Teano-1 ITA 41.33 14.09 Monsanto NO
9664 Mitterberg-1-179 ITA 46.36 11.28 Monsanto NO
9665 Mitterberg-1-180 ITA 46.36 11.28 Monsanto NO
9666 Mitterberg-1-182 ITA 46.36 11.28 Monsanto NO
9667 Mitterberg-1-183 ITA 46.36 11.28 Monsanto NO
9668 Mitterberg-2-184 ITA 46.37 11.28 Monsanto NO
9669 Mitterberg-2-185 ITA 46.37 11.28 Monsanto NO
9670 Mitterberg-2-186 ITA 46.37 11.28 Monsanto NO
9671 Mitterberg-3-187 ITA 46.37 11.28 Monsanto NO
9672 Mitterberg-3-188 ITA 46.37 11.28 Monsanto NO
9673 Mitterberg-3-189 ITA 46.37 11.28 Monsanto NO
9676 Mitterberg-4-192 ITA 46.37 11.29 Monsanto NO
9677 Mitterberg-4-193 ITA 46.37 11.29 Monsanto NO
9678 Mitterberg-4-194 ITA 46.37 11.29 Monsanto NO
9679 Castelfed-1-195 ITA 46.34 11.29 Monsanto NO
9680 Castelfed-1-196 ITA 46.34 11.29 Monsanto NO
9681 Castelfed-1-197 ITA 46.34 11.29 Monsanto NO
9682 Castelfed-1-198 ITA 46.34 11.29 Monsanto NO
9683 Castelfed-1-199 ITA 46.34 11.29 Monsanto NO
9684 Castelfed-2-200 ITA 46.34 11.29 Monsanto NO
9685 Castelfed-2-201 ITA 46.34 11.29 Monsanto NO
9686 Castelfed-2-202 ITA 46.34 11.29 Monsanto NO
9687 Castelfed-2-203 ITA 46.34 11.29 Monsanto NO
9689 Castelfed-3-205 ITA 46.34 11.29 Monsanto NO
9690 Castelfed-3-206 ITA 46.34 11.29 Monsanto NO
9691 Castelfed-3-207 ITA 46.34 11.29 Monsanto NO
9692 Castelfed-3-208 ITA 46.34 11.29 Monsanto NO
9693 Castelfed-3-209 ITA 46.34 11.29 Monsanto NO
9694 Castelfed-4-210 ITA 46.34 11.29 Monsanto NO
9695 Castelfed-4-211 ITA 46.34 11.29 Monsanto NO
9696 Castelfed-4-214 ITA 46.34 11.29 Monsanto NO
9697 Dolen-1 BUL 41.62 23.94 Monsanto NO
9698 Goced-1 BUL 41.57 23.85 Monsanto NO
9699 Kolar-1 BUL 41.37 23.14 Monsanto NO
9700 Dolna-1 BUL 42.32 23.1 Monsanto NO
9701 Ivano-1 BUL 43.7 25.91 Monsanto NO
9703 Melni-1 BUL 41.53 23.39 Monsanto NO
9704 Melni-2 BUL 41.53 23.39 Monsanto NO
9705 Choto-1 BUL 41.5 23.33 Monsanto NO
9706 Dospa-1 BUL 41.64 24.18 Monsanto NO
9707 Podvi-1 BUL 41.57 24.84 Monsanto NO
9708 Kardz-1 BUL 41.62 25.35 Monsanto MAYBE
9709 Zerev-1 BUL 41.85 23.13 Monsanto NO
9710 Zerev-1 BUL 41.85 23.13 Monsanto NO
9711 Dolna-1 BUL 42.32 23.1 Monsanto NO
9712 Dolna-1 BUL 42.32 23.1 Monsanto NO
9713 Stara-1 BUL 42.49 25.61 Monsanto NO
9714 Grivo-1 BUL 41.84 25.75 Monsanto NO
9716 Leska-1 BUL 41.54 24.98 Monsanto NO
9717 Kardz-2 BUL 41.66 25.47 Monsanto NO
9718 Smolj-1 BUL 41.55 24.75 Monsanto NO
9719 Koren-1 BUL 41.83 25.69 Monsanto NO
9720 Malak-1 BUL 41.77 25.68 Monsanto NO
9721 Schip-1 BUL 42.72 25.33 Monsanto NO
9722 Groch-1 BUL 41.71 24.41 Monsanto NO
9723 Slavi-2 BUL 41.42 23.67 Monsanto NO
9725 Epidauros-1 GRC 37.6 23.08 Monsanto NO
9726 Faneronemi-3 GRC 37.07 22.04 Monsanto NO
9727 Olympia-2 GRC 37.63 21.62 Monsanto NO
9728 Stiav-1 SVK 48.46 18.9 Monsanto NO
9729 Stiav-2 SVK 48.46 18.9 Monsanto NO
9730 Bela-1 SVK 48.47 18.94 Monsanto NO
9731 Stiav-3 SVK 48.46 18.9 Monsanto NO
9732 Halca-1 SVK 48.47 18.96 Monsanto NO
9733 Bela-2 SVK 48.47 18.94 Monsanto NO
9735 Bela-4 SVK 48.47 18.94 Monsanto NO
9736 Teiu-2 ROU 44.69 25.17 Monsanto NO
9737 Ulies-1 ROU 45.95 22.62 Monsanto NO
9738 Bran-1 ROU 45.57 25.42 Monsanto NO
9739 Toc-1 ROU 46.01 22.33 Monsanto NO
9741 Orast-1 ROU 45.84 23.16 Monsanto NO
9743 Furni-1 ROU 45.14 25 Monsanto NO
9744 Iasi-1 ROU 47.16 27.59 Monsanto NO
9745 Sij UZB 41.45 70.05 Monsanto NO
9747 Zabar-1 SRB 44.38 21.22 Monsanto NO
9748 Zagub-1 SRB 44.23 21.71 Monsanto NO
9749 Knjas-1 SRB 43.54 22.29 Monsanto NO
9754 Sredn-1 SRB 44.66 21.37 Monsanto NO
9755 Vajug-1 SRB 44.56 22.56 Monsanto NO
9756 Staro-2 SRB 44.3 21.08 Monsanto NO
9757 Staro-1 SRB 44.3 21.08 Monsanto NO
9758 Altai-5 CHN 47.75 88.4 Salk NO
9759 Anz-0 IRN 37.47 49.47 Salk NO
9761 Bik-1 LBN 33.92 35.7 Salk NO
9762 Etna-2 ITA 37.69 14.98 Salk YES
9764 Qar-8a LBN 34.1 35.84 Salk YES
9766 Westkar-4 KGZ 42.26 74.16 Salk NO
9768 Rü4-16 GER 48.57 9.16 Monsanto NO
9769 HE-1 GER 48.55 8.99 Monsanto NO
9770 KBG2-13 GER 48.53 9.01 Monsanto NO
9771 Pfn-N2.2-6 GER 48.56 9.11 Monsanto NO
9772 Höf-1 GER 48.41 8.85 Monsanto NO
9774 Alt-1 GER 48.59 9.22 Monsanto NO
9775 Berg-1 GER 48.41 8.79 Monsanto NO
9776 Fell3-7 GER 48.43 8.79 Monsanto NO
9777 Gn-1 GER 48.57 9.17 Monsanto NO
9778 Bach-7 GER 48.41 8.84 Monsanto NO
9779 Bai-10 GER 48.5 8.78 Monsanto NO
9780 Fell2-4 GER 48.43 8.79 Monsanto NO
9781 Kus2-2 GER 48.52 9.11 Monsanto NO
9782 Lu3-30 GER 48.53 9.09 Monsanto NO
9783 Tü-PK-7 GER 48.52 9.05 Monsanto NO
9784 Erg2-6 GER 48.5 8.8 Monsanto NO
9785 Ha-HBT1-2 GER 48.54 9.02 Monsanto NO
9786 Ha-P-13 GER 48.54 9.01 Monsanto NO
9787 HI-4 GER 48.5 9 Monsanto NO
9788 KBG1-14 GER 48.53 9.01 Monsanto NO
9789 Obh-13 GER 48.39 8.96 Monsanto NO
9790 Gn2-3 GER 48.58 9.18 Monsanto NO
9791 Haes-1 GER 48.6 9.2 Monsanto NO
9792 Lu4-2 GER 48.54 9.09 Monsanto NO
9793 Rü-N2 GER 48.57 9.16 Monsanto NO
9794 Tü-B1-2 GER 48.52 9.08 Monsanto NO
9795 Wank-2 GER 48.5 9.11 Monsanto NO
9796 Bach2-1 GER 48.41 8.84 Monsanto NO
9797 Ha-HBT2-10 GER 48.54 9.02 Monsanto NO
9798 Ha-P2-1 GER 48.54 9.01 Monsanto NO
9799 Hart-2 GER 48.39 8.85 Monsanto NO
9800 Ha-S-B GER 48.54 9.01 Monsanto NO
9801 Ha-SP-2 GER 48.54 9.01 Monsanto NO
9802 Kus3-1 GER 48.51 9.11 Monsanto NO
9803 Müh-2 GER 48.42 8.76 Monsanto NO
9804 Obe1-15 GER 48.45 8.87 Monsanto NO
9805 Pfn-10 GER 48.54 9.09 Monsanto NO
9806 Rü-2 GER 48.56 9.16 Monsanto NO
9807 Schl-7 GER 48.6 9.22 Monsanto NO
9808 Tü-B2-3 GER 48.52 9.08 Monsanto NO
9809 Tü-KB-6 GER 48.52 9.05 Monsanto NO
9810 Tü-KS-7 GER 48.53 9.07 Monsanto NO
9811 Tü-NK-12 GER 48.52 9.05 Monsanto NO
9812 Tü-W1 GER 48.52 9.03 Monsanto NO
9813 BI-4 GER 48.4 8.77 Monsanto NO
9814 Fell1-10 GER 48.42 8.79 Monsanto NO
9815 Ha-HBT3-11 GER 48.54 9.02 Monsanto NO
9816 Tü-WH GER 48.55 9.06 Monsanto NO
9817 Ace-0 ESP 39.84 -6.6 Monsanto NO
9819 Amu-0 ESP 42.35 -3.03 Monsanto NO
9820 Are-0 ESP 41 -4.71 Monsanto NO
9821 Aru-0 ESP 41.81 2.49 Monsanto NO
9822 Aul-0 ESP 40.52 -4.02 Monsanto NO
9823 Bae-0 ESP 43.34 -5.84 Monsanto NO
9824 Bes-5 ESP 42.91 -4.91 Monsanto NO
9825 Boa-0 ESP 40.4 -3.88 Monsanto NO
9826 Bor-0 ESP 42.49 -6.71 Monsanto NO
9827 Bos-0 ESP 42.78 0.69 Monsanto NO
9828 Bra-0 ESP 42.5 -6.15 Monsanto NO
9830 Bus-0 ESP 36.97 -3.28 Monsanto NO
9831 Cas-0 ESP 38.54 -3.39 Monsanto NO
9832 Cat-0 ESP 40.54 -3.69 Monsanto YES
9833 Cha-0 ESP 40.38 -4.21 Monsanto NO
